Team1,Team1Score,Team2,Team2Score
Milwaukee Bucks,88,Indiana Pacers,89
Charlotte Bobcats,77,Orlando Magic,89
New Jersey Nets,90,Philadelphia 76ers,115
Cleveland Cavaliers,107,Washington Wizards,115
Chicago Bulls,101,Detroit Pistons,96
Boston Celtics,83,Atlanta Hawks,88
Miami Heat,111,Minnesota Timberwolves,92
Memphis Grizzlies,93,New Orleans Hornets,81
San Antonio Spurs,114,Houston Rockets,119
Los Angeles Clippers,98,Phoenix Suns,111
Oklahoma City Thunder,91,Portland Trail Blazers,98
Denver Nuggets,99,Sacramento Kings,90
Los Angeles Lakers,96,Utah Jazz,85
Toronto Raptors,106,Chicago Bulls,113
Minnesota Timberwolves,89,Memphis Grizzlies,106
Philadelphia 76ers,87,Milwaukee Bucks,93
Dallas Mavericks,92,Golden State Warriors,99
Oklahoma City Thunder,92,Los Angeles Clippers,98
Phoenix Suns,97,San Antonio Spurs,114
Denver Nuggets,95,Los Angeles Lakers,90
Detroit Pistons,90,Boston Celtics,101
Washington Wizards,97,Charlotte Bobcats,91
Miami Heat,108,New Jersey Nets,94
Cleveland Cavaliers,107,New York Knicks,123
Utah Jazz,97,Sacramento Kings,106
Orlando Magic,98,Toronto Raptors,102
Atlanta Hawks,109,Houston Rockets,114
Indiana Pacers,96,New Orleans Hornets,108
Dallas Mavericks,96,Portland Trail Blazers,104
San Antonio Spurs,97,Atlanta Hawks,90
Charlotte Bobcats,89,Cleveland Cavaliers,99
Minnesota Timberwolves,105,New Jersey Nets,107
Milwaukee Bucks,72,Orlando Magic,78
Detroit Pistons,105,Washington Wizards,107
Philadelphia 76ers,82,Boston Celtics,99
Toronto Raptors,118,New York Knicks,131
Phoenix Suns,94,Chicago Bulls,97
Los Angeles Clippers,82,Memphis Grizzlies,81
Sacramento Kings,104,Houston Rockets,101
Oklahoma City Thunder,101,Denver Nuggets,94
Golden State Warriors,108,Portland Trail Blazers,87
Utah Jazz,86,Los Angeles Lakers,85
Orlando Magic,111,Charlotte Bobcats,102
Washington Wizards,112,Indiana Pacers,136
New York Knicks,97,Philadelphia 76ers,92
Cleveland Cavaliers,104,Toronto Raptors,96
New Jersey Nets,109,Detroit Pistons,116
Milwaukee Bucks,90,Miami Heat,85
Phoenix Suns,108,Minnesota Timberwolves,98
Houston Rockets,93,New Orleans Hornets,101
Los Angeles Clippers,108,Oklahoma City Thunder,112
Denver Nuggets,104,Dallas Mavericks,96
Sacramento Kings,92,San Antonio Spurs,124
Los Angeles Lakers,87,Golden State Warriors,95
Boston Celtics,81,Chicago Bulls,97
Portland Trail Blazers,98,Utah Jazz,87
Atlanta Hawks,102,Indiana Pacers,114
New York Knicks,116,New Jersey Nets,93
Toronto Raptors,93,Philadelphia 76ers,98
Washington Wizards,88,Boston Celtics,104
Chicago Bulls,93,Cleveland Cavaliers,82
Milwaukee Bucks,100,Detroit Pistons,110
Charlotte Bobcats,103,Miami Heat,112
Sacramento Kings,96,Memphis Grizzlies,101
Phoenix Suns,97,New Orleans Hornets,109
Denver Nuggets,89,Oklahoma City Thunder,104
Los Angeles Clippers,96,Dallas Mavericks,107
Los Angeles Lakers,86,Portland Trail Blazers,93
Atlanta Hawks,83,Washington Wizards,115
Los Angeles Clippers,78,Houston Rockets,99
Cleveland Cavaliers,101,Milwaukee Bucks,108
Utah Jazz,102,San Antonio Spurs,111
Minnesota Timberwolves,106,Denver Nuggets,130
Chicago Bulls,102,Orlando Magic,99
Boston Celtics,77,Miami Heat,100
Detroit Pistons,112,Charlotte Bobcats,101
New Orleans Hornets,89,Memphis Grizzlies,111
New Jersey Nets,92,Toronto Raptors,99
New York Knicks,110,Indiana Pacers,109
Phoenix Suns,90,Dallas Mavericks,115
Sacramento Kings,104,Golden State Warriors,103
Oklahoma City Thunder,120,Los Angeles Lakers,106
Miami Heat,98,Atlanta Hawks,90
Charlotte Bobcats,105,New Jersey Nets,103
Orlando Magic,95,Philadelphia 76ers,85
Boston Celtics,94,Washington Wizards,95
Cleveland Cavaliers,110,Detroit Pistons,101
Toronto Raptors,86,Milwaukee Bucks,93
Utah Jazz,90,New Orleans Hornets,78
Dallas Mavericks,98,Houston Rockets,91
Golden State Warriors,111,Denver Nuggets,134
Minnesota Timberwolves,127,Phoenix Suns,135
Oklahoma City Thunder,120,Sacramento Kings,112
Chicago Bulls,103,New York Knicks,90
Memphis Grizzlies,89,Portland Trail Blazers,102
San Antonio Spurs,93,Los Angeles Lakers,102
New York Knicks,102,Boston Celtics,112
Atlanta Hawks,85,Charlotte Bobcats,96
New Jersey Nets,92,Chicago Bulls,97
Washington Wizards,93,Cleveland Cavaliers,100
New Orleans Hornets,89,Dallas Mavericks,121
Houston Rockets,121,Minnesota Timberwolves,102
Milwaukee Bucks,110,Oklahoma City Thunder,106
Indiana Pacers,74,Orlando Magic,92
Detroit Pistons,104,Philadelphia 76ers,100
Miami Heat,97,Toronto Raptors,79
Denver Nuggets,103,Utah Jazz,107
Portland Trail Blazers,86,Golden State Warriors,110
Memphis Grizzlies,103,Los Angeles Clippers,110
San Antonio Spurs,103,Phoenix Suns,106
Los Angeles Lakers,116,Sacramento Kings,108
Indiana Pacers,99,Chicago Bulls,104
Philadelphia 76ers,89,Miami Heat,97
Atlanta Hawks,103,Orlando Magic,93
Portland Trail Blazers,81,Dallas Mavericks,89
Memphis Grizzlies,101,San Antonio Spurs,98
New Orleans Hornets,109,Los Angeles Lakers,100
New York Knicks,85,Boston Celtics,87
Denver Nuggets,103,Oklahoma City Thunder,107
Philadelphia 76ers,73,Miami Heat,94
Indiana Pacers,90,Chicago Bulls,96
New York Knicks,93,Boston Celtics,96
Atlanta Hawks,82,Orlando Magic,88
Portland Trail Blazers,89,Dallas Mavericks,101
Denver Nuggets,89,Oklahoma City Thunder,106
Memphis Grizzlies,87,San Antonio Spurs,93
New Orleans Hornets,78,Los Angeles Lakers,87
Chicago Bulls,88,Indiana Pacers,84
Miami Heat,100,Philadelphia 76ers,94
Dallas Mavericks,92,Portland Trail Blazers,97
Boston Celtics,113,New York Knicks,96
Orlando Magic,84,Atlanta Hawks,88
Los Angeles Lakers,100,New Orleans Hornets,86
Chicago Bulls,84,Indiana Pacers,89
Dallas Mavericks,82,Portland Trail Blazers,84
San Antonio Spurs,88,Memphis Grizzlies,91
Oklahoma City Thunder,97,Denver Nuggets,94
Miami Heat,82,Philadelphia 76ers,86
Boston Celtics,101,New York Knicks,89
Orlando Magic,85,Atlanta Hawks,88
Los Angeles Lakers,88,New Orleans Hornets,93
San Antonio Spurs,86,Memphis Grizzlies,104
Portland Trail Blazers,82,Dallas Mavericks,93
Oklahoma City Thunder,101,Denver Nuggets,104
Atlanta Hawks,76,Orlando Magic,101
Indiana Pacers,89,Chicago Bulls,116
New Orleans Hornets,90,Los Angeles Lakers,106
Philadelphia 76ers,91,Miami Heat,97
Memphis Grizzlies,103,San Antonio Spurs,110
Denver Nuggets,97,Oklahoma City Thunder,100
Orlando Magic,81,Atlanta Hawks,84
Los Angeles Lakers,98,New Orleans Hornets,80
Dallas Mavericks,103,Portland Trail Blazers,96
San Antonio Spurs,91,Memphis Grizzlies,99
