Team1,Team1Score,Team2,Team2Score
Indiana Pacers,103,Milwaukee Bucks,97
Oklahoma City Thunder,99,Sacramento Kings,97
Miami Heat,82,Boston Celtics,85
Los Angeles Lakers,75,Orlando Magic,89
Washington Wizards,115,Cleveland Cavaliers,100
Portland Trail Blazers,105,Detroit Pistons,100
Denver Nuggets,108,Memphis Grizzlies,116
Los Angeles Clippers,93,Toronto Raptors,98
Oklahoma City Thunder,94,Golden State Warriors,100
Sacramento Kings,113,Phoenix Suns,108
Los Angeles Lakers,89,Charlotte Bobcats,109
San Antonio Spurs,102,New Jersey Nets,85
Atlanta Hawks,94,Detroit Pistons,79
Los Angeles Clippers,78,Milwaukee Bucks,102
Portland Trail Blazers,95,Minnesota Timberwolves,81
Denver Nuggets,102,Houston Rockets,121
Miami Heat,110,Indiana Pacers,103
Charlotte Bobcats,94,Chicago Bulls,106
Philadelphia 76ers,91,Memphis Grizzlies,102
Sacramento Kings,96,Oklahoma City Thunder,126
Utah Jazz,101,Phoenix Suns,102
New Orleans Hornets,89,Golden State Warriors,102
Washington Wizards,76,Orlando Magic,101
Miami Heat,103,Toronto Raptors,95
New Jersey Nets,80,Boston Celtics,94
Los Angeles Lakers,99,Cleveland Cavaliers,104
Indiana Pacers,109,Detroit Pistons,115
Atlanta Hawks,90,New York Knicks,102
Los Angeles Clippers,98,Minnesota Timberwolves,90
Sacramento Kings,100,Dallas Mavericks,116
Philadelphia 76ers,114,Houston Rockets,105
Denver Nuggets,94,Milwaukee Bucks,87
Golden State Warriors,107,Utah Jazz,100
New Orleans Hornets,96,Portland Trail Blazers,103
San Antonio Spurs,99,Chicago Bulls,109
Dallas Mavericks,112,Phoenix Suns,106
Toronto Raptors,101,Charlotte Bobcats,114
Indiana Pacers,113,Washington Wizards,96
Houston Rockets,108,Detroit Pistons,100
Sacramento Kings,97,Miami Heat,117
Minnesota Timberwolves,88,Milwaukee Bucks,94
Los Angeles Clippers,88,Oklahoma City Thunder,111
Memphis Grizzlies,107,Denver Nuggets,120
Boston Celtics,115,Golden State Warriors,93
Atlanta Hawks,80,Los Angeles Lakers,104
Houston Rockets,124,Cleveland Cavaliers,119
Detroit Pistons,101,Indiana Pacers,102
Sacramento Kings,111,Orlando Magic,105
Washington Wizards,94,Philadelphia 76ers,117
Oklahoma City Thunder,105,San Antonio Spurs,109
Chicago Bulls,113,Toronto Raptors,118
Milwaukee Bucks,108,New York Knicks,114
Memphis Grizzlies,104,Minnesota Timberwolves,95
Utah Jazz,99,Dallas Mavericks,118
Atlanta Hawks,97,Phoenix Suns,105
Los Angeles Clippers,87,New Orleans Hornets,98
Los Angeles Lakers,106,Portland Trail Blazers,101
Miami Heat,89,Chicago Bulls,93
Boston Celtics,75,Denver Nuggets,89
Sacramento Kings,98,Charlotte Bobcats,110
Utah Jazz,95,Indiana Pacers,84
Detroit Pistons,94,Philadelphia 76ers,110
Phoenix Suns,110,Toronto Raptors,92
New York Knicks,109,Cleveland Cavaliers,115
Washington Wizards,113,Miami Heat,121
New Orleans Hornets,95,Minnesota Timberwolves,81
Oklahoma City Thunder,88,Orlando Magic,111
New Jersey Nets,96,San Antonio Spurs,106
Atlanta Hawks,95,Golden State Warriors,79
Los Angeles Clippers,95,Los Angeles Lakers,108
Denver Nuggets,106,Portland Trail Blazers,107
Utah Jazz,116,Detroit Pistons,120
Sacramento Kings,92,Memphis Grizzlies,120
Dallas Mavericks,105,Washington Wizards,99
New Jersey Nets,108,Houston Rockets,123
Chicago Bulls,83,Milwaukee Bucks,75
Boston Celtics,99,Los Angeles Clippers,92
Phoenix Suns,110,Indiana Pacers,108
Los Angeles Lakers,90,Oklahoma City Thunder,87
Philadelphia 76ers,95,Cleveland Cavaliers,91
Golden State Warriors,123,Minnesota Timberwolves,126
Charlotte Bobcats,86,Orlando Magic,100
Dallas Mavericks,114,Toronto Raptors,96
Houston Rockets,91,New Orleans Hornets,89
Memphis Grizzlies,88,San Antonio Spurs,95
New York Knicks,91,Miami Heat,86
Atlanta Hawks,90,Portland Trail Blazers,83
Phoenix Suns,104,New Jersey Nets,103
Chicago Bulls,105,Washington Wizards,77
Atlanta Hawks,90,Denver Nuggets,100
Boston Celtics,107,Utah Jazz,102
Los Angeles Clippers,99,Sacramento Kings,105
