Team1,Team1Score,Team2,Team2Score
Washington Wizards,89,New Orleans Hornets,97
San Antonio Spurs,86,Portland Trail Blazers,99
Boston Celtics,95,Sacramento Kings,90
Houston Rockets,106,Los Angeles Lakers,114
Toronto Raptors,87,Atlanta Hawks,100
Indiana Pacers,117,Cleveland Cavaliers,112
Philadelphia 76ers,106,New Jersey Nets,92
Charlotte Bobcats,97,Detroit Pistons,87
Dallas Mavericks,113,New York Knicks,97
Memphis Grizzlies,102,Minnesota Timberwolves,84
New Orleans Hornets,93,Oklahoma City Thunder,104
Portland Trail Blazers,90,Denver Nuggets,109
Milwaukee Bucks,77,Phoenix Suns,92
Houston Rockets,97,Utah Jazz,96
Chicago Bulls,106,Los Angeles Clippers,88
Miami Heat,104,Orlando Magic,100
Milwaukee Bucks,94,Golden State Warriors,100
San Antonio Spurs,89,Los Angeles Lakers,88
Miami Heat,109,Charlotte Bobcats,97
Portland Trail Blazers,87,Indiana Pacers,100
New York Knicks,98,Philadelphia 76ers,100
Minnesota Timberwolves,100,Toronto Raptors,111
Orlando Magic,110,Washington Wizards,92
Los Angeles Clippers,100,Atlanta Hawks,101
New Jersey Nets,82,Detroit Pistons,92
Dallas Mavericks,101,Boston Celtics,97
Cleveland Cavaliers,105,Memphis Grizzlies,112
Oklahoma City Thunder,111,Phoenix Suns,107
San Antonio Spurs,113,Sacramento Kings,100
Utah Jazz,113,Denver Nuggets,106
Dallas Mavericks,101,Charlotte Bobcats,92
Atlanta Hawks,99,Washington Wizards,92
Portland Trail Blazers,111,Cleveland Cavaliers,105
Los Angeles Lakers,101,New Orleans Hornets,95
Memphis Grizzlies,93,Houston Rockets,95
Detroit Pistons,89,Milwaukee Bucks,78
Denver Nuggets,113,Minnesota Timberwolves,100
Oklahoma City Thunder,121,Utah Jazz,105
Chicago Bulls,90,Golden State Warriors,101
Los Angeles Clippers,79,Miami Heat,97
Indiana Pacers,105,New Jersey Nets,86
Philadelphia 76ers,103,New York Knicks,117
Orlando Magic,80,Boston Celtics,91
Boston Celtics,89,Charlotte Bobcats,94
Los Angeles Lakers,93,Memphis Grizzlies,84
Minnesota Timberwolves,104,New Orleans Hornets,92
Cleveland Cavaliers,96,Dallas Mavericks,99
Houston Rockets,108,Denver Nuggets,103
Chicago Bulls,103,Portland Trail Blazers,109
Utah Jazz,107,Sacramento Kings,104
Phoenix Suns,104,Golden State Warriors,92
Philadelphia 76ers,117,Atlanta Hawks,83
Los Angeles Clippers,85,Orlando Magic,101
San Antonio Spurs,100,Detroit Pistons,89
Indiana Pacers,112,Miami Heat,117
Toronto Raptors,74,Milwaukee Bucks,92
Memphis Grizzlies,105,Oklahoma City Thunder,101
Minnesota Timberwolves,112,Houston Rockets,108
Detroit Pistons,103,Cleveland Cavaliers,94
Charlotte Bobcats,103,Indiana Pacers,104
New Orleans Hornets,101,New Jersey Nets,103
Orlando Magic,99,Philadelphia 76ers,95
San Antonio Spurs,111,Toronto Raptors,100
Milwaukee Bucks,85,Washington Wizards,100
Los Angeles Clippers,116,New York Knicks,108
Chicago Bulls,91,Utah Jazz,86
Dallas Mavericks,102,Sacramento Kings,100
Denver Nuggets,114,Golden State Warriors,116
Los Angeles Lakers,92,Boston Celtics,86
Golden State Warriors,88,Phoenix Suns,112
Dallas Mavericks,120,Denver Nuggets,121
New Jersey Nets,94,Charlotte Bobcats,89
Minnesota Timberwolves,105,Indiana Pacers,116
New Orleans Hornets,99,Orlando Magic,93
San Antonio Spurs,71,Philadelphia 76ers,77
Portland Trail Blazers,102,Toronto Raptors,96
Los Angeles Clippers,119,Cleveland Cavaliers,126
Miami Heat,106,Detroit Pistons,92
Milwaukee Bucks,86,Memphis Grizzlies,89
Los Angeles Lakers,113,New York Knicks,96
Phoenix Suns,95,Utah Jazz,83
Charlotte Bobcats,88,Atlanta Hawks,86
New York Knicks,105,New Jersey Nets,95
Philadelphia 76ers,107,Minnesota Timberwolves,87
Chicago Bulls,97,New Orleans Hornets,88
San Antonio Spurs,118,Washington Wizards,94
Dallas Mavericks,106,Houston Rockets,102
