Team1,Team1Score,Team2,Team2Score
Miami Heat,80,Boston Celtics,88
Phoenix Suns,92,Portland Trail Blazers,106
Houston Rockets,110,Los Angeles Lakers,112
Boston Celtics,87,Cleveland Cavaliers,95
New York Knicks,98,Toronto Raptors,93
Miami Heat,97,Philadelphia 76ers,87
Detroit Pistons,98,New Jersey Nets,101
Chicago Bulls,95,Oklahoma City Thunder,106
Milwaukee Bucks,91,New Orleans Hornets,95
Sacramento Kings,117,Minnesota Timberwolves,116
Atlanta Hawks,119,Memphis Grizzlies,104
Indiana Pacers,109,San Antonio Spurs,122
Charlotte Bobcats,86,Dallas Mavericks,101
Utah Jazz,88,Denver Nuggets,110
Portland Trail Blazers,98,Los Angeles Clippers,88
Houston Rockets,128,Golden State Warriors,132
Washington Wizards,83,Orlando Magic,112
Phoenix Suns,110,Utah Jazz,94
Indiana Pacers,104,Charlotte Bobcats,101
Cleveland Cavaliers,81,Toronto Raptors,101
Atlanta Hawks,104,Philadelphia 76ers,101
Sacramento Kings,100,New Jersey Nets,106
New York Knicks,101,Boston Celtics,105
Oklahoma City Thunder,105,Detroit Pistons,104
Denver Nuggets,95,New Orleans Hornets,101
Orlando Magic,70,Miami Heat,96
Milwaukee Bucks,85,Minnesota Timberwolves,96
Memphis Grizzlies,91,Dallas Mavericks,90
Los Angeles Clippers,91,Golden State Warriors,109
Los Angeles Lakers,114,Phoenix Suns,106
Washington Wizards,95,Atlanta Hawks,99
Portland Trail Blazers,100,New York Knicks,95
Sacramento Kings,107,Cleveland Cavaliers,104
Philadelphia 76ers,86,Indiana Pacers,99
Minnesota Timberwolves,89,Memphis Grizzlies,109
Detroit Pistons,91,Chicago Bulls,101
Denver Nuggets,107,Houston Rockets,94
Charlotte Bobcats,88,Milwaukee Bucks,98
New Orleans Hornets,99,San Antonio Spurs,90
Miami Heat,101,New Jersey Nets,78
Dallas Mavericks,99,Los Angeles Clippers,83
Utah Jazz,120,Oklahoma City Thunder,99
Golden State Warriors,83,Los Angeles Lakers,107
