Team1,Team1Score,Team2,Team2Score
Portland Trail Blazers,98,Chicago Bulls,110
Toronto Raptors,108,Sacramento Kings,111
San Antonio Spurs,97,Los Angeles Clippers,88
Atlanta Hawks,100,Cleveland Cavaliers,88
Philadelphia 76ers,115,Washington Wizards,116
Boston Celtics,109,Detroit Pistons,86
Minnesota Timberwolves,97,Miami Heat,129
Portland Trail Blazers,90,Milwaukee Bucks,76
Memphis Grizzlies,105,Los Angeles Lakers,124
Detroit Pistons,85,Atlanta Hawks,94
Charlotte Bobcats,85,New Jersey Nets,83
Minnesota Timberwolves,86,Orlando Magic,128
Indiana Pacers,75,Philadelphia 76ers,101
Milwaukee Bucks,102,Boston Celtics,105
New Orleans Hornets,107,Houston Rockets,99
Dallas Mavericks,102,Denver Nuggets,101
Toronto Raptors,108,Utah Jazz,125
San Antonio Spurs,112,Phoenix Suns,110
Memphis Grizzlies,109,Golden State Warriors,115
Oklahoma City Thunder,92,Los Angeles Clippers,107
Los Angeles Lakers,112,Sacramento Kings,100
New York Knicks,120,Chicago Bulls,112
Oklahoma City Thunder,107,Portland Trail Blazers,106
Milwaukee Bucks,94,Indiana Pacers,90
New Jersey Nets,90,Orlando Magic,105
Cleveland Cavaliers,123,Philadelphia 76ers,116
Charlotte Bobcats,90,Detroit Pistons,97
Washington Wizards,91,New York Knicks,112
Chicago Bulls,105,Boston Celtics,110
Atlanta Hawks,113,Minnesota Timberwolves,103
Miami Heat,93,New Orleans Hornets,96
Memphis Grizzlies,118,Phoenix Suns,123
Los Angeles Clippers,104,Denver Nuggets,111
Utah Jazz,78,Golden State Warriors,85
Toronto Raptors,103,Los Angeles Lakers,108
Orlando Magic,91,Charlotte Bobcats,88
Cleveland Cavaliers,107,Washington Wizards,102
New Jersey Nets,89,Miami Heat,101
New Orleans Hornets,87,Milwaukee Bucks,81
Houston Rockets,121,San Antonio Spurs,124
Denver Nuggets,103,Dallas Mavericks,92
Los Angeles Clippers,107,Utah Jazz,109
Toronto Raptors,84,Portland Trail Blazers,97
Memphis Grizzlies,100,Sacramento Kings,91
Philadelphia 76ers,106,New York Knicks,96
Phoenix Suns,118,Atlanta Hawks,114
Golden State Warriors,97,Detroit Pistons,102
Minnesota Timberwolves,94,Houston Rockets,120
Boston Celtics,92,Oklahoma City Thunder,83
Portland Trail Blazers,96,Los Angeles Lakers,121
San Antonio Spurs,95,Charlotte Bobcats,91
Atlanta Hawks,89,Orlando Magic,93
Golden State Warriors,109,Toronto Raptors,102
Denver Nuggets,92,Chicago Bulls,94
Phoenix Suns,99,Memphis Grizzlies,109
Boston Celtics,87,Dallas Mavericks,89
Denver Nuggets,113,Indiana Pacers,144
Cleveland Cavaliers,93,New Jersey Nets,91
Utah Jazz,116,Miami Heat,114
New York Knicks,80,Milwaukee Bucks,107
Los Angeles Clippers,82,New Orleans Hornets,101
Detroit Pistons,78,Portland Trail Blazers,100
Minnesota Timberwolves,94,Los Angeles Lakers,99
Milwaukee Bucks,108,Atlanta Hawks,91
Utah Jazz,104,Orlando Magic,94
Charlotte Bobcats,101,Toronto Raptors,96
Houston Rockets,91,Washington Wizards,98
New Jersey Nets,95,Cleveland Cavaliers,87
Golden State Warriors,122,New York Knicks,117
Dallas Mavericks,106,Memphis Grizzlies,91
Philadelphia 76ers,103,Oklahoma City Thunder,109
Los Angeles Clippers,95,San Antonio Spurs,107
Minnesota Timberwolves,98,Sacramento Kings,89
Golden State Warriors,90,Chicago Bulls,120
Boston Celtics,112,Miami Heat,107
Los Angeles Lakers,112,Denver Nuggets,118
Utah Jazz,90,Atlanta Hawks,86
Houston Rockets,102,Indiana Pacers,99
Toronto Raptors,110,Orlando Magic,106
Charlotte Bobcats,93,Washington Wizards,85
New York Knicks,103,Minnesota Timberwolves,112
Philadelphia 76ers,90,Dallas Mavericks,99
Sacramento Kings,89,Phoenix Suns,103
Portland Trail Blazers,108,Oklahoma City Thunder,110
Detroit Pistons,113,Los Angeles Clippers,107
Utah Jazz,96,Charlotte Bobcats,95
Orlando Magic,91,New Jersey Nets,90
Indiana Pacers,99,Cleveland Cavaliers,85
Toronto Raptors,100,Miami Heat,109
Washington Wizards,96,Chicago Bulls,103
Boston Celtics,116,Memphis Grizzlies,110
Portland Trail Blazers,87,New Orleans Hornets,107
Golden State Warriors,72,Milwaukee Bucks,79
Philadelphia 76ers,93,San Antonio Spurs,116
Minnesota Timberwolves,105,Atlanta Hawks,111
Detroit Pistons,100,Sacramento Kings,94
San Antonio Spurs,117,Oklahoma City Thunder,104
Houston Rockets,104,New York Knicks,96
