Team1,Team1Score,Team2,Team2Score
New Orleans Pelicans,122,Toronto Raptors,130
Los Angeles Lakers,102,Los Angeles Clippers,112
Chicago Bulls,125,Charlotte Hornets,126
Detroit Pistons,119,Indiana Pacers,110
Cleveland Cavaliers,85,Orlando Magic,94
Minnesota Timberwolves,127,Brooklyn Nets,126
Memphis Grizzlies,101,Miami Heat,120
Boston Celtics,93,Philadelphia 76ers,107
Washington Wizards,100,Dallas Mavericks,108
New York Knicks,111,San Antonio Spurs,120
Oklahoma City Thunder,95,Utah Jazz,100
Denver Nuggets,108,Portland Trail Blazers,100
Sacramento Kings,95,Phoenix Suns,124
Atlanta Hawks,117,Detroit Pistons,100
Milwaukee Bucks,117,Houston Rockets,111
Los Angeles Clippers,141,Golden State Warriors,122
Toronto Raptors,106,Boston Celtics,112
Minnesota Timberwolves,121,Charlotte Hornets,99
New York Knicks,109,Brooklyn Nets,113
Chicago Bulls,110,Memphis Grizzlies,102
Dallas Mavericks,123,New Orleans Pelicans,116
Washington Wizards,97,Oklahoma City Thunder,85
Phoenix Suns,107,Denver Nuggets,108
Portland Trail Blazers,122,Sacramento Kings,112
Utah Jazz,86,Los Angeles Lakers,95
Miami Heat,131,Milwaukee Bucks,126
Philadelphia 76ers,117,Detroit Pistons,111
Orlando Magic,99,Atlanta Hawks,103
Boston Celtics,118,New York Knicks,95
Toronto Raptors,108,Chicago Bulls,84
Indiana Pacers,99,Cleveland Cavaliers,110
New Orleans Pelicans,123,Houston Rockets,126
Washington Wizards,122,San Antonio Spurs,124
Sacramento Kings,81,Utah Jazz,113
Los Angeles Clippers,122,Phoenix Suns,130
Golden State Warriors,92,Oklahoma City Thunder,120
Brooklyn Nets,133,Memphis Grizzlies,134
Portland Trail Blazers,121,Dallas Mavericks,119
Miami Heat,109,Minnesota Timberwolves,116
Charlotte Hornets,101,Los Angeles Lakers,120
Indiana Pacers,94,Detroit Pistons,96
Chicago Bulls,98,New York Knicks,105
Philadelphia 76ers,105,Atlanta Hawks,103
Orlando Magic,95,Toronto Raptors,104
Cleveland Cavaliers,112,Milwaukee Bucks,129
Golden State Warriors,134,New Orleans Pelicans,123
Oklahoma City Thunder,112,Houston Rockets,116
Portland Trail Blazers,110,San Antonio Spurs,113
Utah Jazz,96,Phoenix Suns,95
Denver Nuggets,101,Sacramento Kings,94
Charlotte Hornets,96,Los Angeles Clippers,111
Atlanta Hawks,97,Miami Heat,112
Dallas Mavericks,109,Denver Nuggets,106
Memphis Grizzlies,91,Los Angeles Lakers,120
Minnesota Timberwolves,95,Philadelphia 76ers,117
New York Knicks,83,Orlando Magic,95
Chicago Bulls,111,Cleveland Cavaliers,117
Indiana Pacers,118,Brooklyn Nets,108
Milwaukee Bucks,105,Boston Celtics,116
Detroit Pistons,113,Toronto Raptors,125
Portland Trail Blazers,102,Oklahoma City Thunder,99
Houston Rockets,159,Washington Wizards,158
Charlotte Hornets,118,Sacramento Kings,111
Los Angeles Clippers,96,Utah Jazz,110
Phoenix Suns,121,Golden State Warriors,110
Miami Heat,106,Atlanta Hawks,97
Denver Nuggets,107,New Orleans Pelicans,122
San Antonio Spurs,97,Los Angeles Clippers,103
Miami Heat,114,Los Angeles Lakers,124
Los Angeles Lakers,104,Miami Heat,115
Los Angeles Lakers,102,Miami Heat,96
Miami Heat,111,Los Angeles Lakers,108
Los Angeles Lakers,106,Miami Heat,93
