Team1,Team1Score,Team2,Team2Score
New York Knicks,96,Phoenix Suns,107
Boston Celtics,111,Sacramento Kings,109
Denver Nuggets,115,Los Angeles Lakers,99
Indiana Pacers,98,Milwaukee Bucks,117
Oklahoma City Thunder,129,Portland Trail Blazers,121
Washington Wizards,111,Charlotte Hornets,112
Dallas Mavericks,106,Orlando Magic,111
Detroit Pistons,112,Chicago Bulls,104
Philadelphia 76ers,91,Houston Rockets,107
Utah Jazz,104,Memphis Grizzlies,114
Cleveland Cavaliers,110,Miami Heat,126
Toronto Raptors,127,New Orleans Pelicans,104
Denver Nuggets,105,Golden State Warriors,122
Oklahoma City Thunder,110,Los Angeles Clippers,118
Sacramento Kings,102,New York Knicks,94
Brooklyn Nets,114,Atlanta Hawks,112
Washington Wizards,130,Minnesota Timberwolves,135
Boston Celtics,120,Los Angeles Lakers,107
Charlotte Hornets,114,Milwaukee Bucks,131
Phoenix Suns,120,Portland Trail Blazers,127
Chicago Bulls,108,Detroit Pistons,131
Toronto Raptors,125,Miami Heat,104
Indiana Pacers,89,Philadelphia 76ers,106
New Orleans Pelicans,116,Atlanta Hawks,128
Orlando Magic,97,Memphis Grizzlies,105
Houston Rockets,94,Dallas Mavericks,93
New York Knicks,92,Minnesota Timberwolves,103
Milwaukee Bucks,114,San Antonio Spurs,121
Phoenix Suns,115,Golden State Warriors,111
Toronto Raptors,101,Cleveland Cavaliers,126
Sacramento Kings,115,Washington Wizards,121
Detroit Pistons,75,Brooklyn Nets,103
Charlotte Hornets,106,Houston Rockets,118
Oklahoma City Thunder,98,Utah Jazz,89
Boston Celtics,115,Los Angeles Clippers,140
New York Knicks,98,Indiana Pacers,103
Cleveland Cavaliers,99,Philadelphia 76ers,106
Los Angeles Lakers,123,Chicago Bulls,107
San Antonio Spurs,112,Dallas Mavericks,105
Milwaukee Bucks,130,New Orleans Pelicans,113
Minnesota Timberwolves,107,Denver Nuggets,133
Portland Trail Blazers,125,Los Angeles Clippers,104
Brooklyn Nets,96,Oklahoma City Thunder,108
Orlando Magic,90,Washington Wizards,100
Memphis Grizzlies,111,Atlanta Hawks,132
Detroit Pistons,74,Miami Heat,108
Golden State Warriors,106,Houston Rockets,104
Utah Jazz,114,Phoenix Suns,97
Oklahoma City Thunder,106,Indiana Pacers,108
Cleveland Cavaliers,91,Orlando Magic,120
Sacramento Kings,120,Boston Celtics,126
Los Angeles Lakers,98,Toronto Raptors,111
Minnesota Timberwolves,100,Utah Jazz,120
Dallas Mavericks,99,Denver Nuggets,100
Los Angeles Lakers,97,Detroit Pistons,111
Sacramento Kings,114,Philadelphia 76ers,123
Charlotte Hornets,116,Washington Wizards,110
Phoenix Suns,102,Houston Rockets,108
Milwaukee Bucks,113,Miami Heat,98
Portland Trail Blazers,122,New Orleans Pelicans,110
New York Knicks,83,San Antonio Spurs,109
Chicago Bulls,121,Los Angeles Clippers,128
Atlanta Hawks,120,Boston Celtics,129
Phoenix Suns,138,New Orleans Pelicans,136
Memphis Grizzlies,128,Washington Wizards,135
Cleveland Cavaliers,116,Dallas Mavericks,121
Golden State Warriors,110,Oklahoma City Thunder,88
Portland Trail Blazers,103,San Antonio Spurs,108
Indiana Pacers,100,Denver Nuggets,102
Brooklyn Nets,98,Utah Jazz,114
Los Angeles Lakers,123,New York Knicks,124
Charlotte Hornets,75,Miami Heat,93
Philadelphia 76ers,130,Milwaukee Bucks,125
Toronto Raptors,107,Detroit Pistons,110
Atlanta Hawks,91,Orlando Magic,101
Chicago Bulls,102,Sacramento Kings,129
Minnesota Timberwolves,102,Houston Rockets,117
Brooklyn Nets,116,Los Angeles Clippers,119
Detroit Pistons,119,Cleveland Cavaliers,126
Utah Jazz,116,Washington Wizards,95
Denver Nuggets,114,Boston Celtics,105
New York Knicks,92,Toronto Raptors,128
Miami Heat,116,Oklahoma City Thunder,107
Golden State Warriors,105,San Antonio Spurs,111
New Orleans Pelicans,129,Dallas Mavericks,125
Chicago Bulls,116,Phoenix Suns,101
Indiana Pacers,98,Portland Trail Blazers,106
Philadelphia 76ers,118,Charlotte Hornets,114
Houston Rockets,121,Atlanta Hawks,105
Los Angeles Lakers,101,Milwaukee Bucks,115
Golden State Warriors,117,Minnesota Timberwolves,107
Brooklyn Nets,123,Sacramento Kings,121
Indiana Pacers,109,Los Angeles Clippers,115
Milwaukee Bucks,102,Cleveland Cavaliers,107
New Orleans Pelicans,96,Orlando Magic,119
Boston Celtics,115,Philadelphia 76ers,118
Utah Jazz,137,New York Knicks,116
Washington Wizards,120,Chicago Bulls,126
Houston Rockets,125,Memphis Grizzlies,126
Miami Heat,110,San Antonio Spurs,105
Toronto Raptors,123,Oklahoma City Thunder,114
Dallas Mavericks,118,Portland Trail Blazers,126
Minnesota Timberwolves,106,Charlotte Hornets,113
Denver Nuggets,113,Washington Wizards,108
Utah Jazz,114,Atlanta Hawks,117
Detroit Pistons,118,Phoenix Suns,98
Dallas Mavericks,100,Sacramento Kings,116
Indiana Pacers,89,Golden State Warriors,112
Memphis Grizzlies,119,Orlando Magic,123
Los Angeles Clippers,110,Cleveland Cavaliers,108
Denver Nuggets,111,New York Knicks,93
Oklahoma City Thunder,116,Toronto Raptors,109
San Antonio Spurs,105,Houston Rockets,111
Miami Heat,87,Milwaukee Bucks,116
Brooklyn Nets,111,Los Angeles Lakers,106
Boston Celtics,117,Charlotte Hornets,124
Miami Heat,113,Washington Wizards,108
Philadelphia 76ers,127,Atlanta Hawks,129
Utah Jazz,114,Chicago Bulls,83
Minnesota Timberwolves,112,Memphis Grizzlies,99
Dallas Mavericks,126,Golden State Warriors,91
Detroit Pistons,112,Portland Trail Blazers,117
Phoenix Suns,103,Sacramento Kings,112
Los Angeles Clippers,124,New York Knicks,113
Cleveland Cavaliers,105,Milwaukee Bucks,127
Denver Nuggets,88,Indiana Pacers,124
Charlotte Hornets,115,Toronto Raptors,114
Houston Rockets,113,New Orleans Pelicans,90
San Antonio Spurs,115,Boston Celtics,96
Detroit Pistons,114,Golden State Warriors,121
Sacramento Kings,106,Los Angeles Lakers,111
Philadelphia 76ers,98,Orlando Magic,119
Oklahoma City Thunder,103,Memphis Grizzlies,115
Phoenix Suns,92,Utah Jazz,125
Brooklyn Nets,144,Portland Trail Blazers,148
San Antonio Spurs,116,Charlotte Hornets,125
Boston Celtics,116,Cleveland Cavaliers,106
Orlando Magic,104,Miami Heat,99
Chicago Bulls,103,Toronto Raptors,112
Houston Rockets,94,Milwaukee Bucks,108
Los Angeles Clippers,122,Minnesota Timberwolves,111
Atlanta Hawks,130,New Orleans Pelicans,120
Sacramento Kings,125,Dallas Mavericks,121
Detroit Pistons,92,Denver Nuggets,95
Washington Wizards,106,Los Angeles Lakers,124
Portland Trail Blazers,118,Chicago Bulls,98
Golden State Warriors,118,Memphis Grizzlies,103
Indiana Pacers,99,Oklahoma City Thunder,107
Washington Wizards,124,Phoenix Suns,121
Los Angeles Lakers,100,Utah Jazz,115
Orlando Magic,98,Detroit Pistons,115
Brooklyn Nets,110,Philadelphia 76ers,123
Dallas Mavericks,99,Miami Heat,105
Toronto Raptors,117,New York Knicks,92
Denver Nuggets,85,Houston Rockets,112
Los Angeles Clippers,118,Milwaukee Bucks,128
Sacramento Kings,118,New Orleans Pelicans,121
Cleveland Cavaliers,110,San Antonio Spurs,116
Indiana Pacers,112,Boston Celtics,114
Portland Trail Blazers,118,Atlanta Hawks,98
Golden State Warriors,130,Minnesota Timberwolves,131
Denver Nuggets,115,Oklahoma City Thunder,105
Washington Wizards,124,Utah Jazz,128
Charlotte Hornets,115,Los Angeles Lakers,129
Cleveland Cavaliers,108,Los Angeles Clippers,132
Boston Celtics,96,Brooklyn Nets,110
Sacramento Kings,108,Houston Rockets,119
Portland Trail Blazers,90,Detroit Pistons,99
Orlando Magic,121,Indiana Pacers,116
Miami Heat,100,New York Knicks,92
Toronto Raptors,124,Chicago Bulls,101
Philadelphia 76ers,118,Minnesota Timberwolves,109
Memphis Grizzlies,120,Phoenix Suns,115
Milwaukee Bucks,135,Atlanta Hawks,136
Dallas Mavericks,106,Oklahoma City Thunder,103
Los Angeles Lakers,130,New Orleans Pelicans,102
Sacramento Kings,113,San Antonio Spurs,106
Washington Wizards,95,Denver Nuggets,90
Charlotte Hornets,90,Golden State Warriors,137
Memphis Grizzlies,96,Los Angeles Clippers,113
