Team1,Team1Score,Team2,Team2Score
Chicago Bulls,168,Atlanta Hawks,161
Charlotte Hornets,123,Brooklyn Nets,112
Washington Wizards,96,Boston Celtics,107
Portland Trail Blazers,117,Toronto Raptors,119
New Orleans Pelicans,130,Phoenix Suns,116
Los Angeles Clippers,116,Sacramento Kings,109
Milwaukee Bucks,131,Los Angeles Lakers,120
Detroit Pistons,129,Cleveland Cavaliers,93
Orlando Magic,117,Indiana Pacers,112
Brooklyn Nets,88,Miami Heat,117
Memphis Grizzlies,111,Dallas Mavericks,81
Golden State Warriors,120,Philadelphia 76ers,117
Oklahoma City Thunder,102,San Antonio Spurs,116
New Orleans Pelicans,120,Denver Nuggets,112
Los Angeles Lakers,109,Phoenix Suns,118
Milwaukee Bucks,111,Utah Jazz,115
Portland Trail Blazers,118,Charlotte Hornets,108
Houston Rockets,115,Boston Celtics,104
Atlanta Hawks,123,Chicago Bulls,118
New York Knicks,107,Los Angeles Clippers,128
Orlando Magic,93,Cleveland Cavaliers,107
Toronto Raptors,107,Detroit Pistons,112
Minnesota Timberwolves,121,Washington Wizards,135
Memphis Grizzlies,95,Oklahoma City Thunder,99
Dallas Mavericks,88,Brooklyn Nets,127
Atlanta Hawks,113,Miami Heat,114
Denver Nuggets,103,San Antonio Spurs,104
Milwaukee Bucks,105,Phoenix Suns,114
New Orleans Pelicans,115,Utah Jazz,112
New York Knicks,108,Sacramento Kings,115
Los Angeles Clippers,113,Los Angeles Lakers,105
Chicago Bulls,96,Indiana Pacers,105
Orlando Magic,106,Philadelphia 76ers,114
Portland Trail Blazers,111,Memphis Grizzlies,120
Oklahoma City Thunder,120,Minnesota Timberwolves,131
Houston Rockets,107,Toronto Raptors,95
Boston Celtics,128,Golden State Warriors,95
Miami Heat,91,Charlotte Hornets,84
Minnesota Timberwolves,114,Detroit Pistons,131
Dallas Mavericks,123,Washington Wizards,132
San Antonio Spurs,111,Atlanta Hawks,104
Cleveland Cavaliers,107,Brooklyn Nets,113
Philadelphia 76ers,107,Chicago Bulls,108
Utah Jazz,114,New Orleans Pelicans,104
