Team1,Team1Score,Team2,Team2Score
Memphis Grizzlies,92,Charlotte Hornets,100
Boston Celtics,113,New York Knicks,99
Oklahoma City Thunder,118,Miami Heat,102
Atlanta Hawks,112,Utah Jazz,128
Houston Rockets,122,Denver Nuggets,136
Los Angeles Clippers,111,Detroit Pistons,101
Chicago Bulls,118,Charlotte Hornets,125
Brooklyn Nets,89,Orlando Magic,102
Milwaukee Bucks,131,Washington Wizards,115
Dallas Mavericks,111,Cleveland Cavaliers,98
Indiana Pacers,95,Miami Heat,88
Los Angeles Lakers,101,Golden State Warriors,115
New Orleans Pelicans,108,San Antonio Spurs,113
Denver Nuggets,107,Minnesota Timberwolves,106
Atlanta Hawks,118,Phoenix Suns,112
Houston Rockets,125,Utah Jazz,98
Philadelphia 76ers,108,Sacramento Kings,115
Memphis Grizzlies,96,New York Knicks,84
Oklahoma City Thunder,129,Boston Celtics,134
Los Angeles Clippers,103,Toronto Raptors,121
Denver Nuggets,103,Detroit Pistons,129
Atlanta Hawks,137,Washington Wizards,129
Milwaukee Bucks,113,Brooklyn Nets,94
Indiana Pacers,109,New Orleans Pelicans,107
Houston Rockets,118,Phoenix Suns,110
San Antonio Spurs,112,Sacramento Kings,127
Los Angeles Clippers,117,Charlotte Hornets,115
Boston Celtics,103,Cleveland Cavaliers,96
Los Angeles Lakers,94,Indiana Pacers,136
Detroit Pistons,105,New York Knicks,92
Minnesota Timberwolves,106,Memphis Grizzlies,108
Orlando Magic,122,Oklahoma City Thunder,132
Toronto Raptors,119,Philadelphia 76ers,107
Miami Heat,118,Portland Trail Blazers,108
Denver Nuggets,130,Brooklyn Nets,135
New Orleans Pelicans,125,Chicago Bulls,120
Washington Wizards,129,Milwaukee Bucks,148
Charlotte Hornets,93,Dallas Mavericks,99
Phoenix Suns,88,Utah Jazz,116
Houston Rockets,127,Sacramento Kings,101
San Antonio Spurs,102,Golden State Warriors,141
Los Angeles Clippers,92,Indiana Pacers,116
Minnesota Timberwolves,112,Orlando Magic,122
Toronto Raptors,119,Atlanta Hawks,101
Los Angeles Lakers,129,Boston Celtics,128
Memphis Grizzlies,95,Oklahoma City Thunder,117
San Antonio Spurs,118,Portland Trail Blazers,127
New York Knicks,103,Detroit Pistons,120
Denver Nuggets,110,Philadelphia 76ers,117
Cleveland Cavaliers,106,Washington Wizards,119
Chicago Bulls,125,Brooklyn Nets,106
Milwaukee Bucks,122,Dallas Mavericks,107
Golden State Warriors,117,Phoenix Suns,107
Minnesota Timberwolves,117,New Orleans Pelicans,122
Miami Heat,96,Sacramento Kings,102
San Antonio Spurs,105,Utah Jazz,125
Cleveland Cavaliers,90,Indiana Pacers,105
Charlotte Hornets,129,Atlanta Hawks,120
Toronto Raptors,104,New York Knicks,99
Los Angeles Clippers,123,Boston Celtics,112
Washington Wizards,134,Chicago Bulls,125
New Orleans Pelicans,90,Memphis Grizzlies,99
Oklahoma City Thunder,117,Houston Rockets,112
Orlando Magic,103,Milwaukee Bucks,83
Portland Trail Blazers,101,Dallas Mavericks,102
Los Angeles Lakers,120,Philadelphia 76ers,143
Phoenix Suns,104,Sacramento Kings,117
Orlando Magic,124,Atlanta Hawks,108
Miami Heat,118,Golden State Warriors,120
New York Knicks,104,Cleveland Cavaliers,107
Washington Wizards,112,Detroit Pistons,121
Charlotte Hornets,90,Indiana Pacers,99
Brooklyn Nets,125,Toronto Raptors,127
Milwaukee Bucks,112,Chicago Bulls,99
Dallas Mavericks,104,Houston Rockets,120
Los Angeles Clippers,120,Minnesota Timberwolves,130
Portland Trail Blazers,111,Oklahoma City Thunder,120
Miami Heat,87,Denver Nuggets,103
Los Angeles Lakers,113,Atlanta Hawks,117
San Antonio Spurs,108,Memphis Grizzlies,107
Orlando Magic,118,New Orleans Pelicans,88
Boston Celtics,112,Philadelphia 76ers,109
Utah Jazz,108,Golden State Warriors,115
Brooklyn Nets,148,Cleveland Cavaliers,139
Milwaukee Bucks,106,Indiana Pacers,97
Detroit Pistons,110,Boston Celtics,118
Philadelphia 76ers,126,New York Knicks,111
Washington Wizards,120,Toronto Raptors,129
Memphis Grizzlies,110,Chicago Bulls,122
Houston Rockets,111,Minnesota Timberwolves,121
Miami Heat,112,Dallas Mavericks,101
Sacramento Kings,118,Denver Nuggets,120
Phoenix Suns,107,Los Angeles Clippers,134
Golden State Warriors,107,Portland Trail Blazers,129
Charlotte Hornets,89,Orlando Magic,127
New York Knicks,106,Atlanta Hawks,91
Oklahoma City Thunder,122,New Orleans Pelicans,131
Phoenix Suns,98,Cleveland Cavaliers,111
Miami Heat,102,Philadelphia 76ers,106
Portland Trail Blazers,113,Brooklyn Nets,99
Boston Celtics,97,Milwaukee Bucks,98
Sacramento Kings,123,Golden State Warriors,125
Houston Rockets,106,Los Angeles Lakers,111
Washington Wizards,110,Charlotte Hornets,123
New Orleans Pelicans,111,Indiana Pacers,126
Chicago Bulls,110,Orlando Magic,109
San Antonio Spurs,117,Toronto Raptors,120
Detroit Pistons,125,Atlanta Hawks,122
Minnesota Timberwolves,115,New York Knicks,104
Los Angeles Clippers,112,Memphis Grizzlies,106
Denver Nuggets,114,Dallas Mavericks,104
Utah Jazz,147,Oklahoma City Thunder,148
Portland Trail Blazers,130,Philadelphia 76ers,115
Phoenix Suns,112,Atlanta Hawks,120
Brooklyn Nets,117,Charlotte Hornets,115
Memphis Grizzlies,107,Cleveland Cavaliers,112
Los Angeles Lakers,115,New Orleans Pelicans,128
Indiana Pacers,119,Washington Wizards,112
Detroit Pistons,119,Miami Heat,96
Boston Celtics,116,Chicago Bulls,126
Sacramento Kings,119,Oklahoma City Thunder,116
Houston Rockets,118,Golden State Warriors,112
Minnesota Timberwolves,128,Milwaukee Bucks,140
Dallas Mavericks,109,Utah Jazz,125
Orlando Magic,113,Toronto Raptors,98
Los Angeles Clippers,96,Denver Nuggets,123
San Antonio Spurs,118,New York Knicks,130
Golden State Warriors,121,Charlotte Hornets,110
Portland Trail Blazers,123,Cleveland Cavaliers,110
Indiana Pacers,109,Detroit Pistons,113
San Antonio Spurs,85,Brooklyn Nets,101
Phoenix Suns,124,Miami Heat,121
Milwaukee Bucks,117,Chicago Bulls,106
Atlanta Hawks,111,Houston Rockets,119
Los Angeles Lakers,105,Memphis Grizzlies,110
Sacramento Kings,105,Minnesota Timberwolves,112
Philadelphia 76ers,111,New Orleans Pelicans,110
Dallas Mavericks,112,Los Angeles Clippers,121
Orlando Magic,103,New York Knicks,108
Boston Celtics,95,Toronto Raptors,118
Oklahoma City Thunder,112,Denver Nuggets,121
Houston Rockets,118,Charlotte Hornets,113
Minnesota Timberwolves,123,Atlanta Hawks,131
Washington Wizards,125,Brooklyn Nets,116
Golden State Warriors,125,Miami Heat,126
Portland Trail Blazers,97,Boston Celtics,92
Chicago Bulls,109,Memphis Grizzlies,107
Indiana Pacers,101,Dallas Mavericks,110
Detroit Pistons,93,San Antonio Spurs,105
Los Angeles Clippers,105,Utah Jazz,111
Milwaukee Bucks,141,Sacramento Kings,140
New Orleans Pelicans,119,Los Angeles Lakers,125
Minnesota Timberwolves,115,Indiana Pacers,122
Golden State Warriors,96,Orlando Magic,103
Cleveland Cavaliers,125,New York Knicks,118
Miami Heat,118,Houston Rockets,121
Philadelphia 76ers,108,Oklahoma City Thunder,104
Utah Jazz,111,Denver Nuggets,104
