Team1,Team1Score,Team2,Team2Score
Cleveland Cavaliers,115,Washington Wizards,113
Sacramento Kings,89,Boston Celtics,99
Brooklyn Nets,95,Detroit Pistons,111
Denver Nuggets,90,New York Knicks,117
Utah Jazz,81,Dallas Mavericks,103
Minnesota Timberwolves,91,New Orleans Pelicans,98
Toronto Raptors,105,Los Angeles Clippers,118
San Antonio Spurs,104,Charlotte Bobcats,100
Memphis Grizzlies,79,Atlanta Hawks,76
Denver Nuggets,109,Detroit Pistons,126
Portland Trail Blazers,117,Minnesota Timberwolves,110
Houston Rockets,101,Milwaukee Bucks,95
Golden State Warriors,109,Phoenix Suns,122
Miami Heat,89,Utah Jazz,94
New York Knicks,100,Oklahoma City Thunder,112
Chicago Bulls,92,Los Angeles Lakers,86
Dallas Mavericks,102,Boston Celtics,91
New Orleans Pelicans,81,Brooklyn Nets,93
Memphis Grizzlies,83,Cleveland Cavaliers,91
Indiana Pacers,92,Orlando Magic,93
Sacramento Kings,84,Washington Wizards,93
Philadelphia 76ers,78,Los Angeles Clippers,123
Denver Nuggets,80,Indiana Pacers,119
New Orleans Pelicans,101,Toronto Raptors,108
San Antonio Spurs,100,Detroit Pistons,109
Boston Celtics,102,Milwaukee Bucks,86
Houston Rockets,107,Minnesota Timberwolves,89
Philadelphia 76ers,80,Golden State Warriors,123
Dallas Mavericks,89,Charlotte Bobcats,114
Sacramento Kings,99,Cleveland Cavaliers,109
Atlanta Hawks,85,Chicago Bulls,100
Washington Wizards,89,Memphis Grizzlies,92
Miami Heat,103,Phoenix Suns,97
Oklahoma City Thunder,98,Portland Trail Blazers,95
Utah Jazz,96,Los Angeles Lakers,79
Dallas Mavericks,81,Indiana Pacers,73
Memphis Grizzlies,86,Orlando Magic,81
Atlanta Hawks,83,Toronto Raptors,104
San Antonio Spurs,104,Boston Celtics,92
Charlotte Bobcats,89,Brooklyn Nets,105
Cleveland Cavaliers,93,Detroit Pistons,89
Sacramento Kings,106,New York Knicks,101
Washington Wizards,112,Houston Rockets,113
New Orleans Pelicans,102,Milwaukee Bucks,98
Denver Nuggets,90,Minnesota Timberwolves,117
Philadelphia 76ers,100,Utah Jazz,105
Miami Heat,111,Golden State Warriors,110
Portland Trail Blazers,117,Los Angeles Clippers,122
Brooklyn Nets,76,Chicago Bulls,92
Oklahoma City Thunder,107,Los Angeles Lakers,103
Atlanta Hawks,98,Indiana Pacers,108
Cleveland Cavaliers,114,Philadelphia 76ers,85
Toronto Raptors,103,Washington Wizards,93
Charlotte Bobcats,108,Detroit Pistons,96
New York Knicks,93,Memphis Grizzlies,98
Orlando Magic,100,Milwaukee Bucks,104
Miami Heat,117,Dallas Mavericks,106
Phoenix Suns,112,Denver Nuggets,107
San Antonio Spurs,113,Los Angeles Clippers,103
Detroit Pistons,98,Charlotte Bobcats,116
Orlando Magic,93,Cleveland Cavaliers,101
Chicago Bulls,94,Toronto Raptors,92
Washington Wizards,114,Atlanta Hawks,97
Indiana Pacers,91,Minnesota Timberwolves,104
New York Knicks,98,New Orleans Pelicans,91
Boston Celtics,94,Phoenix Suns,100
Brooklyn Nets,105,Utah Jazz,99
San Antonio Spurs,111,Portland Trail Blazers,109
Golden State Warriors,101,Sacramento Kings,92
Houston Rockets,134,Los Angeles Lakers,108
Denver Nuggets,101,Milwaukee Bucks,90
Miami Heat,103,Oklahoma City Thunder,81
Houston Rockets,99,Golden State Warriors,102
New Orleans Pelicans,87,Charlotte Bobcats,90
New York Knicks,121,Orlando Magic,129
Dallas Mavericks,124,Philadelphia 76ers,112
Cleveland Cavaliers,91,Toronto Raptors,98
Atlanta Hawks,107,Detroit Pistons,115
Denver Nuggets,89,Chicago Bulls,117
Los Angeles Clippers,96,Memphis Grizzlies,102
San Antonio Spurs,85,Phoenix Suns,106
Utah Jazz,94,Portland Trail Blazers,102
Boston Celtics,92,Los Angeles Lakers,101
Memphis Grizzlies,89,Charlotte Bobcats,92
New Orleans Pelicans,93,Washington Wizards,94
New York Knicks,98,Atlanta Hawks,107
Dallas Mavericks,113,Detroit Pistons,102
Indiana Pacers,110,Milwaukee Bucks,100
Minnesota Timberwolves,121,Utah Jazz,104
Boston Celtics,98,Sacramento Kings,105
Brooklyn Nets,86,Golden State Warriors,93
Los Angeles Clippers,125,Oklahoma City Thunder,117
Chicago Bulls,79,Miami Heat,93
Washington Wizards,96,Cleveland Cavaliers,83
Orlando Magic,90,Toronto Raptors,105
Sacramento Kings,109,Denver Nuggets,95
Brooklyn Nets,108,Los Angeles Lakers,102
Houston Rockets,115,Phoenix Suns,112
Minnesota Timberwolves,97,Portland Trail Blazers,108
Milwaukee Bucks,130,Philadelphia 76ers,110
Golden State Warriors,104,Detroit Pistons,96
Dallas Mavericks,110,New York Knicks,108
Los Angeles Clippers,123,New Orleans Pelicans,110
Boston Celtics,98,Utah Jazz,110
Toronto Raptors,99,Cleveland Cavaliers,93
Los Angeles Lakers,98,Indiana Pacers,118
Orlando Magic,106,Washington Wizards,115
Chicago Bulls,107,Atlanta Hawks,103
Portland Trail Blazers,100,Denver Nuggets,95
Minnesota Timberwolves,110,Phoenix Suns,101
Houston Rockets,129,Sacramento Kings,103
Orlando Magic,101,Philadelphia 76ers,90
Atlanta Hawks,104,Boston Celtics,115
Golden State Warriors,83,Chicago Bulls,103
New Orleans Pelicans,89,Dallas Mavericks,108
Los Angeles Lakers,103,Memphis Grizzlies,108
Cleveland Cavaliers,114,Oklahoma City Thunder,104
Detroit Pistons,110,San Antonio Spurs,120
Phoenix Suns,86,Utah Jazz,109
Brooklyn Nets,80,Portland Trail Blazers,124
Houston Rockets,93,Los Angeles Clippers,101
Milwaukee Bucks,96,Indiana Pacers,101
Washington Wizards,134,Toronto Raptors,129
New York Knicks,82,Miami Heat,108
Brooklyn Nets,112,Denver Nuggets,89
Utah Jazz,79,Cleveland Cavaliers,99
Golden State Warriors,126,New York Knicks,103
Memphis Grizzlies,107,Oklahoma City Thunder,113
Chicago Bulls,100,Dallas Mavericks,91
Charlotte Bobcats,82,San Antonio Spurs,92
Sacramento Kings,122,Los Angeles Lakers,126
New Orleans Pelicans,104,Phoenix Suns,116
