Team1,Team1Score,Team2,Team2Score
Dallas Mavericks,87,Washington Wizards,78
Indiana Pacers,82,Toronto Raptors,95
New Orleans Pelicans,112,Minnesota Timberwolves,124
Philadelphia 76ers,114,Denver Nuggets,102
Charlotte Bobcats,85,Los Angeles Clippers,112
Orlando Magic,81,Cleveland Cavaliers,87
Golden State Warriors,123,Miami Heat,114
Boston Celtics,82,Chicago Bulls,94
Brooklyn Nets,95,Oklahoma City Thunder,93
New York Knicks,105,San Antonio Spurs,101
Memphis Grizzlies,99,Phoenix Suns,91
Milwaukee Bucks,87,Utah Jazz,96
Charlotte Bobcats,104,Portland Trail Blazers,134
Philadelphia 76ers,113,Sacramento Kings,104
Toronto Raptors,101,Washington Wizards,88
Golden State Warriors,101,Atlanta Hawks,100
New Orleans Pelicans,95,Boston Celtics,92
New York Knicks,100,Houston Rockets,102
Los Angeles Clippers,119,Dallas Mavericks,112
Memphis Grizzlies,108,Denver Nuggets,111
Utah Jazz,99,Los Angeles Lakers,110
New Orleans Pelicans,82,Indiana Pacers,99
Miami Heat,110,Orlando Magic,94
Cleveland Cavaliers,82,Brooklyn Nets,89
Atlanta Hawks,84,Chicago Bulls,91
Oklahoma City Thunder,115,Minnesota Timberwolves,111
Los Angeles Clippers,92,San Antonio Spurs,116
Milwaukee Bucks,100,Phoenix Suns,116
Philadelphia 76ers,101,Portland Trail Blazers,99
Charlotte Bobcats,113,Sacramento Kings,103
Memphis Grizzlies,112,Detroit Pistons,84
Indiana Pacers,82,Cleveland Cavaliers,78
Toronto Raptors,97,Miami Heat,102
Golden State Warriors,112,Washington Wizards,96
Boston Celtics,96,Oklahoma City Thunder,119
New York Knicks,92,Dallas Mavericks,80
Denver Nuggets,137,Los Angeles Lakers,115
Minnesota Timberwolves,126,Philadelphia 76ers,95
Atlanta Hawks,86,Brooklyn Nets,91
Orlando Magic,81,Los Angeles Clippers,101
Washington Wizards,97,Charlotte Bobcats,83
Philadelphia 76ers,93,Cleveland Cavaliers,111
Toronto Raptors,79,Indiana Pacers,86
New Orleans Pelicans,88,Miami Heat,107
Detroit Pistons,85,New York Knicks,89
Phoenix Suns,87,Chicago Bulls,92
San Antonio Spurs,110,Memphis Grizzlies,108
Golden State Warriors,101,Milwaukee Bucks,80
Los Angeles Lakers,97,Dallas Mavericks,110
Boston Celtics,98,Denver Nuggets,129
Oklahoma City Thunder,101,Utah Jazz,112
Portland Trail Blazers,119,Sacramento Kings,123
Dallas Mavericks,90,San Antonio Spurs,112
Detroit Pistons,91,Toronto Raptors,112
Indiana Pacers,87,Atlanta Hawks,97
Golden State Warriors,98,Brooklyn Nets,102
Los Angeles Lakers,99,Houston Rockets,113
Washington Wizards,102,New Orleans Pelicans,96
Phoenix Suns,104,Minnesota Timberwolves,103
Orlando Magic,94,Portland Trail Blazers,110
Boston Celtics,105,Los Angeles Clippers,111
Miami Heat,92,New York Knicks,102
Oklahoma City Thunder,88,Denver Nuggets,101
Washington Wizards,66,Indiana Pacers,93
Detroit Pistons,114,Philadelphia 76ers,104
Houston Rockets,80,Atlanta Hawks,83
Miami Heat,95,Brooklyn Nets,104
Phoenix Suns,99,Memphis Grizzlies,104
Charlotte Bobcats,92,Minnesota Timberwolves,119
Dallas Mavericks,107,New Orleans Pelicans,90
Chicago Bulls,81,Milwaukee Bucks,72
Cleveland Cavaliers,113,Utah Jazz,102
Orlando Magic,83,Sacramento Kings,103
Boston Celtics,97,Golden State Warriors,99
Los Angeles Lakers,87,Los Angeles Clippers,123
Brooklyn Nets,80,Toronto Raptors,96
Houston Rockets,114,Washington Wizards,107
Phoenix Suns,108,Detroit Pistons,110
New York Knicks,102,Philadelphia 76ers,92
Charlotte Bobcats,97,Chicago Bulls,103
Milwaukee Bucks,85,Oklahoma City Thunder,101
New Orleans Pelicans,107,Dallas Mavericks,110
Orlando Magic,94,Denver Nuggets,120
