Team1,Team1Score,Team2,Team2Score
Boston Celtics,104,Portland Trail Blazers,112
Atlanta Hawks,101,Memphis Grizzlies,108
Cleveland Cavaliers,80,Sacramento Kings,124
Minnesota Timberwolves,86,San Antonio Spurs,104
Milwaukee Bucks,94,Toronto Raptors,116
Houston Rockets,104,Boston Celtics,92
Phoenix Suns,96,New York Knicks,98
Washington Wizards,102,Chicago Bulls,88
San Antonio Spurs,101,New Orleans Pelicans,95
Orlando Magic,88,Dallas Mavericks,107
Denver Nuggets,103,Utah Jazz,118
New York Knicks,98,Charlotte Bobcats,108
Sacramento Kings,92,Indiana Pacers,116
Oklahoma City Thunder,87,Memphis Grizzlies,90
Cleveland Cavaliers,120,Los Angeles Lakers,118
Chicago Bulls,128,Orlando Magic,125
Charlotte Bobcats,92,Philadelphia 76ers,95
Miami Heat,97,Washington Wizards,114
Toronto Raptors,83,Boston Celtics,88
Memphis Grizzlies,82,Milwaukee Bucks,77
Sacramento Kings,111,Minnesota Timberwolves,108
Houston Rockets,103,New Orleans Pelicans,100
Utah Jazz,105,San Antonio Spurs,109
Los Angeles Lakers,114,Phoenix Suns,121
Cleveland Cavaliers,96,Portland Trail Blazers,108
Denver Nuggets,123,Golden State Warriors,116
Dallas Mavericks,127,Los Angeles Clippers,129
Brooklyn Nets,127,Atlanta Hawks,110
New York Knicks,89,Indiana Pacers,117
Oklahoma City Thunder,104,Houston Rockets,92
Los Angeles Clippers,109,New York Knicks,95
Charlotte Bobcats,111,Orlando Magic,101
Miami Heat,101,Philadelphia 76ers,86
Minnesota Timberwolves,89,Toronto Raptors,94
Chicago Bulls,93,Washington Wizards,96
Los Angeles Lakers,107,Boston Celtics,104
Utah Jazz,110,Detroit Pistons,89
Sacramento Kings,90,Memphis Grizzlies,91
Portland Trail Blazers,109,San Antonio Spurs,100
Cleveland Cavaliers,117,Denver Nuggets,109
Dallas Mavericks,110,Phoenix Suns,107
Golden State Warriors,121,Oklahoma City Thunder,127
Los Angeles Clippers,92,Indiana Pacers,106
Detroit Pistons,104,Washington Wizards,98
Miami Heat,104,Charlotte Bobcats,96
Philadelphia 76ers,78,Chicago Bulls,103
Milwaukee Bucks,104,Houston Rockets,114
Utah Jazz,72,Minnesota Timberwolves,98
Golden State Warriors,97,New Orleans Pelicans,87
Portland Trail Blazers,127,Dallas Mavericks,111
Los Angeles Lakers,112,Toronto Raptors,106
Boston Celtics,91,Orlando Magic,93
Sacramento Kings,93,Oklahoma City Thunder,108
Milwaukee Bucks,82,San Antonio Spurs,110
Denver Nuggets,103,Phoenix Suns,117
Dallas Mavericks,102,Cleveland Cavaliers,97
Los Angeles Clippers,112,Detroit Pistons,103
Toronto Raptors,95,Charlotte Bobcats,100
Philadelphia 76ers,99,Washington Wizards,107
Brooklyn Nets,103,New York Knicks,80
New Orleans Pelicans,95,Memphis Grizzlies,92
Miami Heat,114,Atlanta Hawks,121
Los Angeles Lakers,100,Chicago Bulls,102
Portland Trail Blazers,113,Houston Rockets,126
Indiana Pacers,102,Golden State Warriors,94
Orlando Magic,90,Brooklyn Nets,101
Boston Celtics,86,Miami Heat,93
Sacramento Kings,114,New Orleans Pelicans,97
Portland Trail Blazers,97,Oklahoma City Thunder,105
Minnesota Timberwolves,112,Utah Jazz,97
Los Angeles Clippers,91,Charlotte Bobcats,95
Chicago Bulls,98,Cleveland Cavaliers,87
Atlanta Hawks,112,Orlando Magic,109
Dallas Mavericks,85,Toronto Raptors,93
Boston Celtics,113,Washington Wizards,111
Philadelphia 76ers,110,New York Knicks,106
Sacramento Kings,98,Houston Rockets,119
Detroit Pistons,101,Milwaukee Bucks,104
Oklahoma City Thunder,111,San Antonio Spurs,105
Indiana Pacers,100,Phoenix Suns,124
Los Angeles Lakers,102,Miami Heat,109
Denver Nuggets,105,Portland Trail Blazers,110
Los Angeles Lakers,105,Orlando Magic,114
Toronto Raptors,104,Philadelphia 76ers,95
San Antonio Spurs,105,Atlanta Hawks,79
Oklahoma City Thunder,101,Boston Celtics,83
Dallas Mavericks,106,Brooklyn Nets,107
Milwaukee Bucks,78,Cleveland Cavaliers,93
New Orleans Pelicans,103,Detroit Pistons,101
Charlotte Bobcats,96,New York Knicks,125
Los Angeles Clippers,112,Chicago Bulls,95
Memphis Grizzlies,88,Houston Rockets,87
Washington Wizards,101,Phoenix Suns,95
Indiana Pacers,116,Sacramento Kings,111
Minnesota Timberwolves,121,Golden State Warriors,120
Chicago Bulls,89,Charlotte Bobcats,87
Los Angeles Clippers,126,Toronto Raptors,118
Oklahoma City Thunder,103,Philadelphia 76ers,91
Houston Rockets,81,Memphis Grizzlies,99
Atlanta Hawks,112,Milwaukee Bucks,87
Indiana Pacers,96,Denver Nuggets,109
Washington Wizards,101,Utah Jazz,104
Minnesota Timberwolves,104,Portland Trail Blazers,115
San Antonio Spurs,101,Miami Heat,113
Los Angeles Lakers,103,New York Knicks,110
Phoenix Suns,99,Cleveland Cavaliers,90
Orlando Magic,92,New Orleans Pelicans,100
Brooklyn Nets,85,Boston Celtics,79
Detroit Pistons,106,Dallas Mavericks,116
Portland Trail Blazers,88,Golden State Warriors,103
Denver Nuggets,125,Sacramento Kings,117
Phoenix Suns,124,Philadelphia 76ers,113
Toronto Raptors,104,Brooklyn Nets,103
Minnesota Timberwolves,95,Chicago Bulls,86
Los Angeles Clippers,114,Milwaukee Bucks,86
Atlanta Hawks,109,Oklahoma City Thunder,111
Sacramento Kings,99,Utah Jazz,106
New Orleans Pelicans,100,Cleveland Cavaliers,89
Orlando Magic,87,Detroit Pistons,103
Boston Celtics,88,New York Knicks,114
San Antonio Spurs,90,Houston Rockets,97
Memphis Grizzlies,98,Portland Trail Blazers,81
Washington Wizards,88,Golden State Warriors,85
Indiana Pacers,104,Los Angeles Lakers,92
Oklahoma City Thunder,112,Miami Heat,95
Orlando Magic,83,Toronto Raptors,98
Philadelphia 76ers,95,Boston Celtics,94
Phoenix Suns,126,Milwaukee Bucks,117
New Orleans Pelicans,77,Minnesota Timberwolves,88
Houston Rockets,117,Dallas Mavericks,115
Charlotte Bobcats,101,Denver Nuggets,98
Chicago Bulls,96,San Antonio Spurs,86
Memphis Grizzlies,99,Sacramento Kings,89
Washington Wizards,103,Los Angeles Clippers,110
Phoenix Suns,102,Indiana Pacers,94
Cleveland Cavaliers,86,New York Knicks,117
Los Angeles Clippers,92,Golden State Warriors,111
Milwaukee Bucks,102,Orlando Magic,113
Atlanta Hawks,125,Philadelphia 76ers,99
Oklahoma City Thunder,120,Brooklyn Nets,95
Memphis Grizzlies,94,Minnesota Timberwolves,90
Sacramento Kings,103,Dallas Mavericks,107
Toronto Raptors,100,Denver Nuggets,90
Charlotte Bobcats,110,Los Angeles Lakers,100
Golden State Warriors,95,Utah Jazz,90
