Team1,Team1Score,Team2,Team2Score
Charlotte Bobcats,116,Detroit Pistons,106
Sacramento Kings,103,Miami Heat,122
Houston Rockets,81,Indiana Pacers,114
Toronto Raptors,109,Dallas Mavericks,108
Phoenix Suns,103,Denver Nuggets,99
Minnesota Timberwolves,91,Los Angeles Lakers,104
Memphis Grizzlies,95,New York Knicks,87
Washington Wizards,106,Boston Celtics,99
Sacramento Kings,105,Orlando Magic,100
Utah Jazz,88,Charlotte Bobcats,85
Houston Rockets,114,Detroit Pistons,97
Cleveland Cavaliers,84,Chicago Bulls,100
Philadelphia 76ers,106,Milwaukee Bucks,116
Oklahoma City Thunder,113,San Antonio Spurs,100
Dallas Mavericks,108,Phoenix Suns,123
New Orleans Pelicans,107,Portland Trail Blazers,110
Los Angeles Lakers,83,Golden State Warriors,102
Denver Nuggets,91,Los Angeles Clippers,112
Boston Celtics,79,Indiana Pacers,106
Toronto Raptors,104,Oklahoma City Thunder,98
Minnesota Timberwolves,116,Los Angeles Clippers,120
Milwaukee Bucks,110,Charlotte Bobcats,111
Detroit Pistons,115,Cleveland Cavaliers,92
New York Knicks,103,Orlando Magic,98
Indiana Pacers,103,Brooklyn Nets,86
Atlanta Hawks,119,Miami Heat,121
Dallas Mavericks,111,Houston Rockets,104
Utah Jazz,94,Memphis Grizzlies,104
Toronto Raptors,99,San Antonio Spurs,112
Golden State Warriors,89,Denver Nuggets,81
Los Angeles Lakers,90,Phoenix Suns,117
New Orleans Pelicans,113,Sacramento Kings,100
Chicago Bulls,95,Brooklyn Nets,78
Oklahoma City Thunder,123,New York Knicks,94
Miami Heat,101,Los Angeles Lakers,95
Houston Rockets,111,San Antonio Spurs,98
Los Angeles Clippers,103,Golden State Warriors,105
Atlanta Hawks,127,Cleveland Cavaliers,125
Memphis Grizzlies,92,Houston Rockets,100
San Antonio Spurs,116,Dallas Mavericks,107
Los Angeles Clippers,112,Portland Trail Blazers,116
Oklahoma City Thunder,89,Charlotte Bobcats,85
Detroit Pistons,92,Orlando Magic,109
Milwaukee Bucks,93,Brooklyn Nets,104
Toronto Raptors,95,New York Knicks,83
Washington Wizards,98,Minnesota Timberwolves,120
Denver Nuggets,89,New Orleans Pelicans,105
Los Angeles Lakers,103,Utah Jazz,105
Miami Heat,103,Sacramento Kings,108
Phoenix Suns,86,Golden State Warriors,115
Cleveland Cavaliers,100,Boston Celtics,103
Brooklyn Nets,91,Indiana Pacers,105
New York Knicks,100,Toronto Raptors,115
Detroit Pistons,82,Washington Wizards,106
Charlotte Bobcats,116,Atlanta Hawks,118
Dallas Mavericks,105,Chicago Bulls,83
New Orleans Pelicans,98,Houston Rockets,107
Denver Nuggets,99,Memphis Grizzlies,120
Minnesota Timberwolves,117,Milwaukee Bucks,95
Philadelphia 76ers,101,Phoenix Suns,115
Miami Heat,108,Portland Trail Blazers,107
Utah Jazz,90,Los Angeles Clippers,98
Golden State Warriors,108,Cleveland Cavaliers,104
Atlanta Hawks,102,Orlando Magic,109
Houston Rockets,86,Oklahoma City Thunder,117
Sacramento Kings,104,San Antonio Spurs,112
Philadelphia 76ers,111,Los Angeles Lakers,104
Washington Wizards,106,Detroit Pistons,99
Chicago Bulls,95,Memphis Grizzlies,91
Dallas Mavericks,100,Minnesota Timberwolves,98
Portland Trail Blazers,108,New Orleans Pelicans,110
Miami Heat,97,Denver Nuggets,94
Charlotte Bobcats,80,Utah Jazz,83
Phoenix Suns,107,Los Angeles Clippers,88
Atlanta Hawks,92,Boston Celtics,91
Cleveland Cavaliers,76,Indiana Pacers,91
Golden State Warriors,94,Orlando Magic,81
Sacramento Kings,110,Houston Rockets,106
Brooklyn Nets,92,San Antonio Spurs,113
Toronto Raptors,85,Chicago Bulls,79
Portland Trail Blazers,98,Oklahoma City Thunder,94
Milwaukee Bucks,94,Los Angeles Lakers,79
