Team1,Team1Score,Team2,Team2Score
Denver Nuggets,112,Toronto Raptors,98
Philadelphia 76ers,100,Detroit Pistons,115
Indiana Pacers,105,Los Angeles Clippers,100
Charlotte Bobcats,98,Miami Heat,99
Golden State Warriors,115,Sacramento Kings,113
Minnesota Timberwolves,103,Oklahoma City Thunder,113
New Orleans Pelicans,103,New York Knicks,99
Portland Trail Blazers,114,Los Angeles Lakers,108
Orlando Magic,80,Washington Wizards,98
New Orleans Pelicans,131,Chicago Bulls,128
Atlanta Hawks,100,San Antonio Spurs,102
Houston Rockets,103,Utah Jazz,109
Indiana Pacers,102,Portland Trail Blazers,106
Orlando Magic,125,Philadelphia 76ers,126
Milwaukee Bucks,100,Boston Celtics,108
Denver Nuggets,111,Brooklyn Nets,87
Detroit Pistons,107,Miami Heat,97
Phoenix Suns,91,Memphis Grizzlies,110
Charlotte Bobcats,82,Dallas Mavericks,89
Oklahoma City Thunder,97,Sacramento Kings,95
Toronto Raptors,103,Golden State Warriors,112
Denver Nuggets,88,Cleveland Cavaliers,98
Los Angeles Clippers,97,Atlanta Hawks,107
Phoenix Suns,97,Houston Rockets,88
Detroit Pistons,105,Milwaukee Bucks,98
Dallas Mavericks,100,New Orleans Pelicans,97
Indiana Pacers,95,Utah Jazz,86
Oklahoma City Thunder,104,Portland Trail Blazers,111
New York Knicks,113,Brooklyn Nets,83
Los Angeles Clippers,101,Memphis Grizzlies,81
Miami Heat,87,Chicago Bulls,107
Philadelphia 76ers,88,Charlotte Bobcats,105
Milwaukee Bucks,109,Washington Wizards,105
Cleveland Cavaliers,89,Atlanta Hawks,108
Denver Nuggets,98,Boston Celtics,106
Orlando Magic,83,New York Knicks,121
Golden State Warriors,83,Houston Rockets,105
Oklahoma City Thunder,109,New Orleans Pelicans,95
Toronto Raptors,97,Phoenix Suns,106
Utah Jazz,98,Portland Trail Blazers,130
Los Angeles Lakers,106,Sacramento Kings,100
Denver Nuggets,103,Philadelphia 76ers,92
Los Angeles Clippers,82,Cleveland Cavaliers,88
Detroit Pistons,92,Chicago Bulls,75
Golden State Warriors,108,Memphis Grizzlies,82
Miami Heat,103,Minnesota Timberwolves,82
Brooklyn Nets,90,Milwaukee Bucks,82
Indiana Pacers,111,San Antonio Spurs,100
Sacramento Kings,112,Utah Jazz,102
Dallas Mavericks,108,Portland Trail Blazers,106
Boston Celtics,114,New York Knicks,73
Miami Heat,110,Detroit Pistons,95
Orlando Magic,88,Houston Rockets,98
Indiana Pacers,94,Oklahoma City Thunder,118
Toronto Raptors,106,Los Angeles Lakers,94
Golden State Warriors,111,Charlotte Bobcats,115
Los Angeles Clippers,94,Philadelphia 76ers,83
Denver Nuggets,75,Washington Wizards,74
Orlando Magic,85,Memphis Grizzlies,94
Portland Trail Blazers,105,Utah Jazz,94
Dallas Mavericks,97,Sacramento Kings,112
New York Knicks,94,Cleveland Cavaliers,109
Miami Heat,84,Indiana Pacers,90
San Antonio Spurs,116,Toronto Raptors,103
Oklahoma City Thunder,101,Atlanta Hawks,92
Boston Celtics,96,Brooklyn Nets,104
Minnesota Timberwolves,121,Detroit Pistons,94
Milwaukee Bucks,78,Chicago Bulls,74
Phoenix Suns,114,Los Angeles Lakers,108
Orlando Magic,92,Charlotte Bobcats,83
Los Angeles Clippers,96,Boston Celtics,88
Oklahoma City Thunder,116,Memphis Grizzlies,100
San Antonio Spurs,109,Milwaukee Bucks,77
Philadelphia 76ers,99,Minnesota Timberwolves,106
Detroit Pistons,106,New Orleans Pelicans,111
Chicago Bulls,78,New York Knicks,83
Utah Jazz,122,Sacramento Kings,101
Dallas Mavericks,93,Golden State Warriors,95
Los Angeles Clippers,93,Brooklyn Nets,102
Houston Rockets,104,Portland Trail Blazers,111
Charlotte Bobcats,94,Indiana Pacers,99
Cleveland Cavaliers,109,Orlando Magic,100
Philadelphia 76ers,100,Toronto Raptors,108
Washington Wizards,99,Atlanta Hawks,101
New York Knicks,86,Boston Celtics,90
Brooklyn Nets,99,Detroit Pistons,103
Memphis Grizzlies,98,New Orleans Pelicans,104
Los Angeles Lakers,97,Oklahoma City Thunder,122
Chicago Bulls,91,Milwaukee Bucks,90
Minnesota Timberwolves,110,San Antonio Spurs,117
Utah Jazz,103,Denver Nuggets,93
Sacramento Kings,107,Phoenix Suns,116
Houston Rockets,116,Golden State Warriors,112
Los Angeles Lakers,88,Charlotte Bobcats,85
Los Angeles Clippers,113,Washington Wizards,97
Cleveland Cavaliers,107,Miami Heat,114
Atlanta Hawks,106,New York Knicks,111
Toronto Raptors,99,Chicago Bulls,77
Portland Trail Blazers,139,Philadelphia 76ers,105
Milwaukee Bucks,93,Dallas Mavericks,106
San Antonio Spurs,100,Utah Jazz,84
Portland Trail Blazers,111,Detroit Pistons,109
Minnesota Timberwolves,101,Memphis Grizzlies,93
Houston Rockets,91,Sacramento Kings,106
Orlando Magic,98,Oklahoma City Thunder,101
New Orleans Pelicans,93,Denver Nuggets,102
Golden State Warriors,102,Phoenix Suns,106
Detroit Pistons,101,Indiana Pacers,96
Los Angeles Lakers,100,Atlanta Hawks,114
Minnesota Timberwolves,97,Boston Celtics,101
Philadelphia 76ers,94,Brooklyn Nets,130
Utah Jazz,94,Miami Heat,117
Washington Wizards,102,New York Knicks,101
Orlando Magic,83,Chicago Bulls,82
San Antonio Spurs,92,Los Angeles Clippers,115
Sacramento Kings,87,Charlotte Bobcats,95
Portland Trail Blazers,119,Cleveland Cavaliers,116
Los Angeles Lakers,96,Memphis Grizzlies,92
Oklahoma City Thunder,105,Denver Nuggets,93
New Orleans Pelicans,93,Golden State Warriors,104
Indiana Pacers,94,Miami Heat,97
Utah Jazz,86,Orlando Magic,82
Charlotte Bobcats,104,Toronto Raptors,102
Sacramento Kings,107,Atlanta Hawks,124
Detroit Pistons,107,Boston Celtics,106
Washington Wizards,113,Brooklyn Nets,107
New York Knicks,107,Milwaukee Bucks,101
Portland Trail Blazers,109,Minnesota Timberwolves,120
Memphis Grizzlies,91,Dallas Mavericks,105
San Antonio Spurs,108,Phoenix Suns,101
Chicago Bulls,94,Houston Rockets,109
New Orleans Pelicans,95,Los Angeles Clippers,108
Chicago Bulls,95,Oklahoma City Thunder,107
San Antonio Spurs,104,Golden State Warriors,102
Brooklyn Nets,120,Philadelphia 76ers,121
Utah Jazz,85,Atlanta Hawks,118
Milwaukee Bucks,111,Cleveland Cavaliers,114
