Team1,Team1Score,Team2,Team2Score
Washington Wizards,105,Orlando Magic,99
Brooklyn Nets,89,Detroit Pistons,103
Toronto Raptors,108,Philadelphia 76ers,95
Miami Heat,83,Utah Jazz,98
Golden State Warriors,128,Sacramento Kings,116
New Orleans Pelicans,111,Los Angeles Clippers,114
Dallas Mavericks,93,Minnesota Timberwolves,87
Boston Celtics,98,Memphis Grizzlies,101
Cleveland Cavaliers,95,Philadelphia 76ers,85
Indiana Pacers,103,Houston Rockets,107
Milwaukee Bucks,88,New York Knicks,100
Charlotte Hornets,92,Denver Nuggets,95
Oklahoma City Thunder,110,Portland Trail Blazers,115
Utah Jazz,86,Los Angeles Lakers,74
San Antonio Spurs,106,Brooklyn Nets,79
Washington Wizards,114,Chicago Bulls,100
Miami Heat,103,Golden State Warriors,111
Phoenix Suns,97,Indiana Pacers,116
San Antonio Spurs,109,Detroit Pistons,99
Boston Celtics,114,New York Knicks,120
Houston Rockets,107,Memphis Grizzlies,91
Chicago Bulls,101,Milwaukee Bucks,106
Oklahoma City Thunder,101,Minnesota Timberwolves,96
Cleveland Cavaliers,110,Dallas Mavericks,107
New Orleans Pelicans,91,Los Angeles Lakers,95
Atlanta Hawks,84,Charlotte Hornets,107
Milwaukee Bucks,101,Washington Wizards,106
New York Knicks,104,Brooklyn Nets,110
Indiana Pacers,94,Boston Celtics,103
Minnesota Timberwolves,104,Houston Rockets,107
Dallas Mavericks,89,Oklahoma City Thunder,108
Golden State Warriors,110,Denver Nuggets,112
Utah Jazz,85,Portland Trail Blazers,99
New Orleans Pelicans,109,Sacramento Kings,97
Miami Heat,90,Los Angeles Clippers,104
Toronto Raptors,106,Orlando Magic,103
Chicago Bulls,115,Philadelphia 76ers,111
Detroit Pistons,101,Memphis Grizzlies,103
Cleveland Cavaliers,95,San Antonio Spurs,99
Sacramento Kings,103,Utah Jazz,101
Los Angeles Lakers,98,Golden State Warriors,116
Washington Wizards,118,Indiana Pacers,104
Minnesota Timberwolves,93,Oklahoma City Thunder,113
Phoenix Suns,103,Boston Celtics,117
Portland Trail Blazers,116,Brooklyn Nets,104
Dallas Mavericks,83,Chicago Bulls,77
Atlanta Hawks,101,Milwaukee Bucks,108
Charlotte Hornets,107,New Orleans Pelicans,109
Miami Heat,98,Denver Nuggets,95
Cleveland Cavaliers,91,Houston Rockets,77
Milwaukee Bucks,105,Charlotte Hornets,92
Brooklyn Nets,86,Atlanta Hawks,114
Golden State Warriors,95,Detroit Pistons,113
Portland Trail Blazers,89,Philadelphia 76ers,114
Boston Celtics,119,Washington Wizards,117
New York Knicks,95,Memphis Grizzlies,103
Los Angeles Lakers,82,Utah Jazz,109
Sacramento Kings,110,Los Angeles Clippers,103
Phoenix Suns,87,Minnesota Timberwolves,117
Miami Heat,74,Oklahoma City Thunder,99
Dallas Mavericks,83,San Antonio Spurs,112
Indiana Pacers,126,Denver Nuggets,129
Houston Rockets,112,Los Angeles Lakers,95
Philadelphia 76ers,113,New York Knicks,119
Utah Jazz,119,Charlotte Hornets,124
Portland Trail Blazers,108,Washington Wizards,98
New Orleans Pelicans,99,Memphis Grizzlies,101
Chicago Bulls,111,Detroit Pistons,101
Orlando Magic,81,Atlanta Hawks,98
Brooklyn Nets,100,Toronto Raptors,112
Golden State Warriors,132,Cleveland Cavaliers,98
Boston Celtics,113,Dallas Mavericks,118
Houston Rockets,132,Los Angeles Clippers,140
Milwaukee Bucks,91,Miami Heat,79
Minnesota Timberwolves,99,New Orleans Pelicans,114
Oklahoma City Thunder,110,Denver Nuggets,104
Indiana Pacers,97,Phoenix Suns,94
Philadelphia 76ers,96,Orlando Magic,87
Miami Heat,87,Washington Wizards,106
Cleveland Cavaliers,91,Brooklyn Nets,78
Utah Jazz,111,New York Knicks,118
Boston Celtics,109,Toronto Raptors,115
Golden State Warriors,125,Chicago Bulls,94
Detroit Pistons,123,Houston Rockets,114
Charlotte Hornets,95,Oklahoma City Thunder,109
Minnesota Timberwolves,94,Dallas Mavericks,106
Sacramento Kings,112,Los Angeles Lakers,93
Atlanta Hawks,104,Portland Trail Blazers,98
Los Angeles Clippers,102,Cleveland Cavaliers,115
Detroit Pistons,99,New Orleans Pelicans,115
Memphis Grizzlies,102,Denver Nuggets,101
Atlanta Hawks,88,Sacramento Kings,91
San Antonio Spurs,117,Phoenix Suns,89
Charlotte Hornets,120,Orlando Magic,116
Chicago Bulls,101,Boston Celtics,110
Utah Jazz,108,Brooklyn Nets,86
Los Angeles Clippers,116,New York Knicks,88
Milwaukee Bucks,98,Houston Rockets,102
Miami Heat,81,Toronto Raptors,101
Oklahoma City Thunder,109,Dallas Mavericks,106
Indiana Pacers,110,Golden State Warriors,122
San Antonio Spurs,108,Los Angeles Lakers,95
New York Knicks,84,Charlotte Hornets,97
Milwaukee Bucks,99,New Orleans Pelicans,116
Memphis Grizzlies,101,Minnesota Timberwolves,106
Chicago Bulls,96,Cleveland Cavaliers,83
Atlanta Hawks,95,Phoenix Suns,98
Detroit Pistons,101,Denver Nuggets,104
Los Angeles Lakers,103,Portland Trail Blazers,121
Indiana Pacers,97,Sacramento Kings,108
Dallas Mavericks,104,Houston Rockets,115
Los Angeles Clippers,94,Toronto Raptors,112
Boston Celtics,112,Philadelphia 76ers,92
Oklahoma City Thunder,106,Brooklyn Nets,116
Minnesota Timberwolves,107,Cleveland Cavaliers,114
Boston Celtics,116,Washington Wizards,91
Miami Heat,89,Chicago Bulls,84
Orlando Magic,102,Memphis Grizzlies,108
Houston Rockets,112,New Orleans Pelicans,111
Atlanta Hawks,119,Denver Nuggets,105
Detroit Pistons,95,Utah Jazz,92
Charlotte Hornets,129,Sacramento Kings,128
San Antonio Spurs,90,Golden State Warriors,120
Los Angeles Clippers,91,Indiana Pacers,89
Phoenix Suns,103,Philadelphia 76ers,113
Miami Heat,102,Brooklyn Nets,98
Oklahoma City Thunder,128,New York Knicks,122
Washington Wizards,89,Toronto Raptors,106
Orlando Magic,100,Milwaukee Bucks,107
Sacramento Kings,97,Portland Trail Blazers,112
Dallas Mavericks,92,Los Angeles Lakers,90
Phoenix Suns,93,Cleveland Cavaliers,115
Denver Nuggets,103,Boston Celtics,111
Philadelphia 76ers,97,Detroit Pistons,110
Los Angeles Clippers,85,Atlanta Hawks,83
Oklahoma City Thunder,126,Minnesota Timberwolves,123
Houston Rockets,99,San Antonio Spurs,130
Charlotte Hornets,73,Utah Jazz,102
Dallas Mavericks,107,Golden State Warriors,127
Atlanta Hawks,92,Indiana Pacers,111
Denver Nuggets,117,Washington Wizards,113
Milwaukee Bucks,83,Memphis Grizzlies,103
Sacramento Kings,105,New Orleans Pelicans,114
New York Knicks,93,Toronto Raptors,103
Chicago Bulls,114,Los Angeles Lakers,91
Orlando Magic,94,Boston Celtics,113
Cleveland Cavaliers,114,Detroit Pistons,106
Phoenix Suns,84,New York Knicks,102
Miami Heat,107,Milwaukee Bucks,103
Houston Rockets,108,Oklahoma City Thunder,116
Brooklyn Nets,79,Dallas Mavericks,91
Minnesota Timberwolves,90,Utah Jazz,103
Charlotte Hornets,91,Portland Trail Blazers,109
Los Angeles Lakers,93,Los Angeles Clippers,105
Golden State Warriors,108,Philadelphia 76ers,105
Detroit Pistons,107,Toronto Raptors,111
Denver Nuggets,105,Indiana Pacers,109
Brooklyn Nets,103,New Orleans Pelicans,105
Washington Wizards,123,Houston Rockets,122
Sacramento Kings,117,Memphis Grizzlies,121
San Antonio Spurs,103,Cleveland Cavaliers,117
Chicago Bulls,93,Los Angeles Clippers,120
Atlanta Hawks,87,Miami Heat,105
Boston Celtics,114,Orlando Magic,119
Phoenix Suns,78,Dallas Mavericks,91
Golden State Warriors,116,New York Knicks,95
Minnesota Timberwolves,93,Portland Trail Blazers,96
Charlotte Hornets,101,Los Angeles Lakers,82
