Team1,Team1Score,Team2,Team2Score
Washington Wizards,97,Cleveland Cavaliers,85
Los Angeles Lakers,91,Philadelphia 76ers,103
Phoenix Suns,91,Brooklyn Nets,94
Orlando Magic,96,Minnesota Timberwolves,93
Memphis Grizzlies,113,New Orleans Pelicans,104
Dallas Mavericks,115,Portland Trail Blazers,112
Golden State Warriors,116,Charlotte Hornets,99
Los Angeles Lakers,108,Washington Wizards,104
Phoenix Suns,122,Detroit Pistons,127
Philadelphia 76ers,87,New York Knicks,99
Toronto Raptors,96,Atlanta Hawks,86
Denver Nuggets,90,Chicago Bulls,99
New Orleans Pelicans,101,Houston Rockets,108
Milwaukee Bucks,70,San Antonio Spurs,95
Indiana Pacers,103,Los Angeles Clippers,91
Oklahoma City Thunder,95,Miami Heat,97
Denver Nuggets,106,Toronto Raptors,105
Orlando Magic,103,Utah Jazz,94
San Antonio Spurs,103,Memphis Grizzlies,83
Indiana Pacers,111,Portland Trail Blazers,123
Boston Celtics,114,Sacramento Kings,97
Brooklyn Nets,91,New York Knicks,108
Phoenix Suns,106,Washington Wizards,109
Milwaukee Bucks,95,Detroit Pistons,102
Los Angeles Lakers,87,Atlanta Hawks,100
Houston Rockets,100,Dallas Mavericks,96
Cleveland Cavaliers,108,New Orleans Pelicans,114
Denver Nuggets,108,Philadelphia 76ers,105
Golden State Warriors,112,Toronto Raptors,109
Charlotte Hornets,102,Chicago Bulls,96
Sacramento Kings,113,Houston Rockets,120
Cleveland Cavaliers,84,Miami Heat,99
Portland Trail Blazers,109,Minnesota Timberwolves,103
New York Knicks,91,Milwaukee Bucks,106
Boston Celtics,105,San Antonio Spurs,108
Indiana Pacers,119,Utah Jazz,122
Orlando Magic,101,Los Angeles Clippers,103
Phoenix Suns,93,Memphis Grizzlies,95
Golden State Warriors,114,Brooklyn Nets,98
Los Angeles Lakers,91,Detroit Pistons,111
Dallas Mavericks,116,Washington Wizards,104
Sacramento Kings,95,Oklahoma City Thunder,98
Detroit Pistons,84,Charlotte Hornets,104
San Antonio Spurs,119,Philadelphia 76ers,68
Washington Wizards,114,Miami Heat,103
Dallas Mavericks,104,New York Knicks,97
Los Angeles Lakers,93,Toronto Raptors,102
Phoenix Suns,103,Chicago Bulls,101
Portland Trail Blazers,88,Milwaukee Bucks,90
Los Angeles Clippers,110,Minnesota Timberwolves,106
Boston Celtics,111,New Orleans Pelicans,93
Portland Trail Blazers,100,Cleveland Cavaliers,105
Golden State Warriors,131,Indiana Pacers,123
Houston Rockets,105,Brooklyn Nets,110
Oklahoma City Thunder,125,Memphis Grizzlies,88
Orlando Magic,85,Denver Nuggets,74
Utah Jazz,106,Sacramento Kings,114
Chicago Bulls,100,Boston Celtics,105
Miami Heat,81,Charlotte Hornets,99
Houston Rockets,109,Washington Wizards,103
Memphis Grizzlies,93,Detroit Pistons,92
San Antonio Spurs,94,Toronto Raptors,97
Los Angeles Clippers,109,Milwaukee Bucks,95
Los Angeles Lakers,122,Minnesota Timberwolves,123
Orlando Magic,104,Phoenix Suns,107
New York Knicks,85,Utah Jazz,106
Atlanta Hawks,98,Dallas Mavericks,95
Philadelphia 76ers,91,Brooklyn Nets,100
Los Angeles Clippers,80,Chicago Bulls,83
Atlanta Hawks,94,Oklahoma City Thunder,107
New York Knicks,97,Sacramento Kings,99
Miami Heat,83,Indiana Pacers,96
Cleveland Cavaliers,111,Orlando Magic,76
Detroit Pistons,107,Philadelphia 76ers,95
Golden State Warriors,124,Boston Celtics,119
Milwaukee Bucks,83,Toronto Raptors,90
Charlotte Hornets,123,Memphis Grizzlies,99
Washington Wizards,105,New Orleans Pelicans,107
Minnesota Timberwolves,108,Denver Nuggets,111
Oklahoma City Thunder,94,Utah Jazz,90
Portland Trail Blazers,106,Phoenix Suns,96
Los Angeles Lakers,87,San Antonio Spurs,109
Los Angeles Clippers,105,Brooklyn Nets,100
Boston Celtics,98,Charlotte Hornets,93
Indiana Pacers,96,Detroit Pistons,118
San Antonio Spurs,103,Atlanta Hawks,78
New Orleans Pelicans,94,Chicago Bulls,98
Los Angeles Lakers,97,Houston Rockets,126
Washington Wizards,114,Dallas Mavericks,111
Golden State Warriors,95,Milwaukee Bucks,108
New York Knicks,112,Portland Trail Blazers,110
Minnesota Timberwolves,101,Phoenix Suns,108
Memphis Grizzlies,97,Miami Heat,100
Philadelphia 76ers,76,Toronto Raptors,96
Utah Jazz,98,Oklahoma City Thunder,104
Toronto Raptors,90,Indiana Pacers,106
Orlando Magic,105,Brooklyn Nets,82
Los Angeles Clippers,105,Detroit Pistons,103
Miami Heat,100,Atlanta Hawks,88
Philadelphia 76ers,96,Chicago Bulls,115
Washington Wizards,95,Memphis Grizzlies,112
Phoenix Suns,94,Dallas Mavericks,104
Utah Jazz,81,San Antonio Spurs,118
Houston Rockets,108,Denver Nuggets,114
New Orleans Pelicans,101,Portland Trail Blazers,105
Cleveland Cavaliers,89,Boston Celtics,77
Denver Nuggets,112,Minnesota Timberwolves,100
Houston Rockets,97,Sacramento Kings,107
Milwaukee Bucks,95,Los Angeles Lakers,113
Dallas Mavericks,81,Indiana Pacers,107
Charlotte Hornets,98,Orlando Magic,113
Miami Heat,104,Brooklyn Nets,98
Boston Celtics,116,Detroit Pistons,119
Minnesota Timberwolves,102,New York Knicks,107
Philadelphia 76ers,106,Atlanta Hawks,127
Memphis Grizzlies,85,Chicago Bulls,98
Portland Trail Blazers,90,Oklahoma City Thunder,106
Washington Wizards,95,San Antonio Spurs,114
New Orleans Pelicans,104,Utah Jazz,94
Phoenix Suns,103,Golden State Warriors,128
Milwaukee Bucks,90,Los Angeles Clippers,103
Toronto Raptors,99,Charlotte Hornets,109
Oklahoma City Thunder,100,Cleveland Cavaliers,104
Houston Rockets,107,Los Angeles Lakers,87
Brooklyn Nets,97,Indiana Pacers,104
Portland Trail Blazers,94,Orlando Magic,102
New York Knicks,107,Philadelphia 76ers,97
Atlanta Hawks,109,Boston Celtics,101
Detroit Pistons,147,Chicago Bulls,144
Toronto Raptors,108,Miami Heat,94
Sacramento Kings,95,Minnesota Timberwolves,99
Los Angeles Clippers,107,San Antonio Spurs,115
Memphis Grizzlies,88,Dallas Mavericks,97
Denver Nuggets,88,Utah Jazz,97
Milwaukee Bucks,112,Golden State Warriors,121
New Orleans Pelicans,88,Phoenix Suns,104
Los Angeles Lakers,78,Oklahoma City Thunder,118
Charlotte Hornets,101,Washington Wizards,109
Chicago Bulls,91,New York Knicks,107
Los Angeles Clippers,97,Houston Rockets,107
Indiana Pacers,84,Memphis Grizzlies,96
Minnesota Timberwolves,100,Brooklyn Nets,85
Portland Trail Blazers,109,Miami Heat,116
Philadelphia 76ers,86,Cleveland Cavaliers,108
Milwaukee Bucks,101,Phoenix Suns,95
Atlanta Hawks,103,Orlando Magic,100
Sacramento Kings,104,Toronto Raptors,94
New Orleans Pelicans,130,Denver Nuggets,125
Sacramento Kings,99,Washington Wizards,113
Minnesota Timberwolves,99,Boston Celtics,113
Orlando Magic,107,New York Knicks,99
