Team1,Team1Score,Team2,Team2Score
Portland Trail Blazers,97,Atlanta Hawks,106
Brooklyn Nets,105,Chicago Bulls,102
Charlotte Hornets,95,Houston Rockets,102
Indiana Pacers,92,San Antonio Spurs,106
Phoenix Suns,89,Utah Jazz,110
Oklahoma City Thunder,100,Los Angeles Clippers,99
Memphis Grizzlies,104,Philadelphia 76ers,90
Detroit Pistons,93,Miami Heat,92
Dallas Mavericks,99,Toronto Raptors,103
Los Angeles Lakers,111,Denver Nuggets,107
Boston Celtics,102,Charlotte Hornets,89
New York Knicks,84,Cleveland Cavaliers,91
Sacramento Kings,108,Indiana Pacers,106
Houston Rockets,101,Orlando Magic,104
Memphis Grizzlies,91,Washington Wizards,100
Dallas Mavericks,119,Brooklyn Nets,118
Detroit Pistons,100,Atlanta Hawks,107
Philadelphia 76ers,100,Milwaukee Bucks,113
San Antonio Spurs,108,Minnesota Timberwolves,83
Portland Trail Blazers,89,New Orleans Pelicans,115
Denver Nuggets,104,Phoenix Suns,96
Utah Jazz,85,Golden State Warriors,103
Oklahoma City Thunder,120,Los Angeles Lakers,85
New Orleans Pelicans,88,Miami Heat,94
Chicago Bulls,105,Oklahoma City Thunder,96
Cleveland Cavaliers,83,Golden State Warriors,89
San Antonio Spurs,84,Houston Rockets,88
Los Angeles Clippers,94,Los Angeles Lakers,84
Washington Wizards,111,Brooklyn Nets,96
Toronto Raptors,111,Milwaukee Bucks,90
Memphis Grizzlies,92,Charlotte Hornets,98
Houston Rockets,108,New Orleans Pelicans,110
Miami Heat,108,Orlando Magic,101
New York Knicks,98,Atlanta Hawks,117
Boston Celtics,99,Detroit Pistons,93
Indiana Pacers,102,Minnesota Timberwolves,88
Chicago Bulls,111,Dallas Mavericks,118
Denver Nuggets,86,San Antonio Spurs,101
Philadelphia 76ers,111,Phoenix Suns,104
Los Angeles Clippers,109,Utah Jazz,104
Cleveland Cavaliers,76,Portland Trail Blazers,105
Los Angeles Lakers,96,Memphis Grizzlies,112
New York Knicks,91,Boston Celtics,100
Denver Nuggets,112,Oklahoma City Thunder,122
Portland Trail Blazers,98,Sacramento Kings,94
Los Angeles Lakers,98,Charlotte Hornets,108
Atlanta Hawks,87,Indiana Pacers,93
New Orleans Pelicans,89,Orlando Magic,104
Los Angeles Clippers,108,Washington Wizards,91
Brooklyn Nets,111,Miami Heat,105
Toronto Raptors,97,Chicago Bulls,104
Milwaukee Bucks,93,Dallas Mavericks,103
Minnesota Timberwolves,95,San Antonio Spurs,101
Cleveland Cavaliers,101,Phoenix Suns,97
Philadelphia 76ers,91,Utah Jazz,95
Sacramento Kings,103,Golden State Warriors,122
Detroit Pistons,96,New York Knicks,108
Atlanta Hawks,121,Houston Rockets,115
Miami Heat,90,Memphis Grizzlies,99
Milwaukee Bucks,123,Oklahoma City Thunder,131
Cleveland Cavaliers,93,Denver Nuggets,87
Los Angeles Clippers,122,Charlotte Hornets,117
Brooklyn Nets,93,Orlando Magic,100
Los Angeles Lakers,112,Boston Celtics,104
Washington Wizards,91,Toronto Raptors,94
Indiana Pacers,100,Chicago Bulls,102
Utah Jazz,80,Minnesota Timberwolves,94
Golden State Warriors,91,Dallas Mavericks,114
Phoenix Suns,79,San Antonio Spurs,112
Denver Nuggets,103,Portland Trail Blazers,110
Philadelphia 76ers,110,Sacramento Kings,105
Minnesota Timberwolves,90,Detroit Pistons,115
Milwaukee Bucks,120,Indiana Pacers,116
Golden State Warriors,114,Houston Rockets,110
Los Angeles Clippers,95,New Orleans Pelicans,89
Phoenix Suns,106,Oklahoma City Thunder,110
Portland Trail Blazers,96,Utah Jazz,109
