Team1,Team1Score,Team2,Team2Score
Cleveland Cavaliers,111,Indiana Pacers,106
Detroit Pistons,105,Brooklyn Nets,100
Dallas Mavericks,97,Atlanta Hawks,112
Memphis Grizzlies,110,New Orleans Pelicans,95
Washington Wizards,98,Oklahoma City Thunder,114
Orlando Magic,92,San Antonio Spurs,107
Toronto Raptors,93,Denver Nuggets,112
Chicago Bulls,96,Utah Jazz,105
Milwaukee Bucks,104,Sacramento Kings,111
Boston Celtics,97,New York Knicks,89
Miami Heat,102,Houston Rockets,115
Toronto Raptors,104,Phoenix Suns,97
Milwaukee Bucks,95,Portland Trail Blazers,107
Minnesota Timberwolves,115,Los Angeles Lakers,119
Cleveland Cavaliers,97,Charlotte Hornets,106
Atlanta Hawks,124,Philadelphia 76ers,86
Detroit Pistons,95,Boston Celtics,102
Indiana Pacers,114,Brooklyn Nets,100
Orlando Magic,114,Oklahoma City Thunder,117
Golden State Warriors,134,Washington Wizards,121
Miami Heat,93,Dallas Mavericks,90
New Orleans Pelicans,97,San Antonio Spurs,110
Denver Nuggets,81,Utah Jazz,85
Chicago Bulls,107,Sacramento Kings,102
Minnesota Timberwolves,108,Los Angeles Clippers,102
New York Knicks,105,Detroit Pistons,111
Houston Rockets,111,Phoenix Suns,105
Los Angeles Lakers,99,New Orleans Pelicans,96
Toronto Raptors,110,Portland Trail Blazers,103
Indiana Pacers,96,Atlanta Hawks,102
Miami Heat,98,Charlotte Hornets,95
Los Angeles Clippers,107,Orlando Magic,93
Philadelphia 76ers,94,Washington Wizards,106
Sacramento Kings,119,Brooklyn Nets,128
Boston Celtics,104,Cleveland Cavaliers,103
Memphis Grizzlies,91,New York Knicks,85
Chicago Bulls,110,Denver Nuggets,115
Milwaukee Bucks,81,Utah Jazz,84
San Antonio Spurs,116,Dallas Mavericks,90
Portland Trail Blazers,96,Houston Rockets,79
Washington Wizards,104,Charlotte Hornets,108
Detroit Pistons,104,Indiana Pacers,112
New Orleans Pelicans,84,Cleveland Cavaliers,99
Brooklyn Nets,98,Philadelphia 76ers,103
Dallas Mavericks,114,Memphis Grizzlies,110
Chicago Bulls,105,Minnesota Timberwolves,112
Los Angeles Lakers,102,San Antonio Spurs,106
Oklahoma City Thunder,108,Golden State Warriors,116
Utah Jazz,98,Phoenix Suns,89
Sacramento Kings,119,Boston Celtics,128
Denver Nuggets,101,New York Knicks,96
Atlanta Hawks,94,Orlando Magic,96
Los Angeles Clippers,100,Miami Heat,93
Chicago Bulls,91,Charlotte Hornets,108
Sacramento Kings,100,Cleveland Cavaliers,120
Los Angeles Lakers,87,Indiana Pacers,89
Los Angeles Clippers,98,Philadelphia 76ers,92
Denver Nuggets,104,Brooklyn Nets,105
Toronto Raptors,103,Detroit Pistons,89
Orlando Magic,117,Atlanta Hawks,110
Portland Trail Blazers,112,Memphis Grizzlies,106
New Orleans Pelicans,116,Minnesota Timberwolves,102
Oklahoma City Thunder,122,Phoenix Suns,106
San Antonio Spurs,119,Miami Heat,101
Boston Celtics,111,Milwaukee Bucks,112
Washington Wizards,111,New York Knicks,108
Utah Jazz,121,Dallas Mavericks,119
Houston Rockets,110,Golden State Warriors,123
Charlotte Hornets,117,Indiana Pacers,95
San Antonio Spurs,98,Orlando Magic,96
Sacramento Kings,114,Philadelphia 76ers,110
Los Angeles Clippers,134,Boston Celtics,139
Memphis Grizzlies,109,Brooklyn Nets,90
Denver Nuggets,103,Detroit Pistons,92
Atlanta Hawks,113,Chicago Bulls,90
Los Angeles Lakers,111,Cleveland Cavaliers,120
Toronto Raptors,112,Minnesota Timberwolves,117
Utah Jazz,96,New Orleans Pelicans,100
Golden State Warriors,112,Phoenix Suns,104
Houston Rockets,103,Portland Trail Blazers,116
Washington Wizards,92,Milwaukee Bucks,99
New Orleans Pelicans,95,Oklahoma City Thunder,121
Utah Jazz,89,Washington Wizards,103
Chicago Bulls,95,Cleveland Cavaliers,106
San Antonio Spurs,86,Los Angeles Clippers,105
Dallas Mavericks,104,Orlando Magic,110
Detroit Pistons,86,Washington Wizards,98
New York Knicks,98,Brooklyn Nets,109
Miami Heat,115,Atlanta Hawks,111
Toronto Raptors,106,Chicago Bulls,116
Minnesota Timberwolves,104,Memphis Grizzlies,109
Charlotte Hornets,98,Milwaukee Bucks,95
Philadelphia 76ers,114,New Orleans Pelicans,121
Indiana Pacers,101,Oklahoma City Thunder,98
Houston Rockets,116,Phoenix Suns,100
Golden State Warriors,105,Portland Trail Blazers,137
Denver Nuggets,110,Sacramento Kings,116
San Antonio Spurs,119,Los Angeles Lakers,113
Boston Celtics,93,Utah Jazz,111
Milwaukee Bucks,117,Atlanta Hawks,109
Washington Wizards,94,Miami Heat,114
New York Knicks,103,Minnesota Timberwolves,95
Golden State Warriors,115,Los Angeles Clippers,112
New Orleans Pelicans,111,Detroit Pistons,106
Cleveland Cavaliers,115,Oklahoma City Thunder,92
Boston Celtics,121,Denver Nuggets,101
San Antonio Spurs,118,Phoenix Suns,111
Charlotte Hornets,104,Brooklyn Nets,96
Indiana Pacers,105,Orlando Magic,102
Memphis Grizzlies,85,Toronto Raptors,98
Philadelphia 76ers,103,Dallas Mavericks,129
Los Angeles Lakers,115,Chicago Bulls,126
Utah Jazz,111,Portland Trail Blazers,115
Detroit Pistons,96,Cleveland Cavaliers,88
Indiana Pacers,93,Miami Heat,101
Toronto Raptors,122,New York Knicks,95
Golden State Warriors,102,Atlanta Hawks,92
Los Angeles Lakers,101,Milwaukee Bucks,108
Boston Celtics,122,Minnesota Timberwolves,124
Phoenix Suns,84,Los Angeles Clippers,124
Orlando Magic,124,Philadelphia 76ers,115
New Orleans Pelicans,89,Washington Wizards,109
Sacramento Kings,114,Denver Nuggets,110
Houston Rockets,114,Utah Jazz,117
Brooklyn Nets,104,Portland Trail Blazers,112
Charlotte Hornets,103,Cleveland Cavaliers,114
New York Knicks,105,Indiana Pacers,108
Philadelphia 76ers,91,Detroit Pistons,111
Golden State Warriors,118,Miami Heat,112
Minnesota Timberwolves,105,Toronto Raptors,114
Washington Wizards,104,Chicago Bulls,109
Los Angeles Lakers,119,Memphis Grizzlies,128
Oklahoma City Thunder,116,Dallas Mavericks,103
Denver Nuggets,87,Los Angeles Clippers,81
San Antonio Spurs,108,Sacramento Kings,92
Golden State Warriors,130,Orlando Magic,114
Milwaukee Bucks,107,Boston Celtics,112
Oklahoma City Thunder,119,New Orleans Pelicans,123
Brooklyn Nets,116,Phoenix Suns,106
Houston Rockets,119,Portland Trail Blazers,105
San Antonio Spurs,96,Utah Jazz,78
Charlotte Hornets,96,Indiana Pacers,95
Washington Wizards,103,Philadelphia 76ers,94
Orlando Magic,95,New York Knicks,108
Cleveland Cavaliers,97,Toronto Raptors,99
Chicago Bulls,88,Atlanta Hawks,103
Denver Nuggets,116,Dallas Mavericks,122
Los Angeles Clippers,117,Sacramento Kings,107
Memphis Grizzlies,112,Los Angeles Lakers,95
Miami Heat,89,Boston Celtics,101
Minnesota Timberwolves,112,New Orleans Pelicans,110
Portland Trail Blazers,103,Chicago Bulls,95
San Antonio Spurs,104,Houston Rockets,94
Detroit Pistons,102,Milwaukee Bucks,91
Golden State Warriors,121,Oklahoma City Thunder,118
Memphis Grizzlies,106,Phoenix Suns,111
Brooklyn Nets,98,Utah Jazz,96
Cleveland Cavaliers,99,Washington Wizards,113
Charlotte Hornets,76,Atlanta Hawks,87
Toronto Raptors,101,Detroit Pistons,114
Portland Trail Blazers,111,Indiana Pacers,102
Philadelphia 76ers,116,Orlando Magic,130
Minnesota Timberwolves,101,Dallas Mavericks,128
Miami Heat,98,New York Knicks,81
Indiana Pacers,96,Cleveland Cavaliers,100
Philadelphia 76ers,108,Washington Wizards,116
Utah Jazz,95,Boston Celtics,100
Houston Rockets,121,Milwaukee Bucks,128
Memphis Grizzlies,103,Denver Nuggets,96
Oklahoma City Thunder,131,Sacramento Kings,116
Brooklyn Nets,95,Los Angeles Clippers,105
