TEAM_ABBREVIATION,GAME_ID,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
DAL,0021800484,DAL @ GSW,L,239,116,42,92,0.457,14,39.0,0.359,18,28,0.643,11.0,35.0,46.0,28,9.0,3,13,14,-4.0
DAL,0021800468,DAL @ LAC,L,242,121,43,92,0.467,10,28.0,0.357,25,33,0.758,16.0,29.0,45.0,24,8.0,0,11,30,-4.0
DAL,0021800454,DAL @ DEN,L,241,118,40,86,0.465,15,37.0,0.405,23,30,0.767,6.0,27.0,33.0,26,8.0,1,8,17,-8.0
DAL,0021800440,DAL vs. SAC,L,240,113,40,96,0.417,9,35.0,0.257,24,31,0.774,16.0,37.0,53.0,22,6.0,5,14,18,-7.0
DAL,0021800419,DAL @ PHX,L,240,89,31,78,0.397,5,33.0,0.152,22,33,0.667,14.0,39.0,53.0,14,7.0,4,23,19,-10.0
DAL,0021800412,DAL vs. ATL,W,241,114,35,75,0.467,12,34.0,0.353,32,43,0.744,4.0,32.0,36.0,22,13.0,5,14,16,7.0
DAL,0021800397,DAL vs. ORL,W,241,101,35,82,0.427,10,35.0,0.286,21,25,0.84,9.0,43.0,52.0,28,7.0,4,12,11,25.0
DAL,0021800378,DAL vs. HOU,W,239,107,41,83,0.494,12,30.0,0.4,13,16,0.813,14.0,30.0,44.0,21,9.0,3,15,14,3.0
DAL,0021800363,DAL @ NOP,L,240,106,39,91,0.429,14,46.0,0.304,14,21,0.667,11.0,34.0,45.0,26,7.0,4,18,17,-26.0
DAL,0021800352,DAL vs. POR,W,240,111,38,88,0.432,11,30.0,0.367,24,35,0.686,15.0,35.0,50.0,25,11.0,4,13,19,9.0
DAL,0021800341,DAL vs. LAC,W,240,114,42,95,0.442,8,23.0,0.348,22,26,0.846,17.0,47.0,64.0,20,6.0,5,16,21,4.0
DAL,0021800328,DAL @ LAL,L,240,103,34,86,0.395,10,39.0,0.256,25,34,0.735,9.0,37.0,46.0,20,9.0,4,16,25,-11.0
DAL,0021800309,DAL @ HOU,W,241,128,46,85,0.541,17,34.0,0.5,19,24,0.792,10.0,27.0,37.0,27,10.0,7,14,17,20.0
DAL,0021800283,DAL vs. BOS,W,240,113,42,87,0.483,16,41.0,0.39,13,21,0.619,13.0,30.0,43.0,27,12.0,3,16,16,9.0
DAL,0021800261,DAL vs. BKN,W,240,119,38,78,0.487,11,27.0,0.407,32,41,0.78,8.0,37.0,45.0,21,10.0,3,13,20,6.0
DAL,0021800244,DAL @ MEM,L,241,88,30,88,0.341,10,32.0,0.313,18,21,0.857,7.0,36.0,43.0,17,8.0,4,9,19,-10.0
DAL,0021800232,DAL vs. GSW,W,240,112,40,86,0.465,10,34.0,0.294,22,34,0.647,8.0,38.0,46.0,18,6.0,5,10,18,3.0
DAL,0021800210,DAL vs. UTA,W,241,118,45,77,0.584,12,28.0,0.429,16,24,0.667,7.0,44.0,51.0,24,12.0,6,19,19,50.0
DAL,0021800193,DAL @ CHI,W,241,103,37,79,0.468,10,33.0,0.303,19,29,0.655,7.0,42.0,49.0,18,11.0,7,19,22,5.0
DAL,0021800181,DAL vs. OKC,W,240,111,43,77,0.558,14,29.0,0.483,11,17,0.647,4.0,34.0,38.0,31,9.0,5,16,23,15.0
DAL,0021800160,DAL @ UTA,L,240,102,29,73,0.397,8,24.0,0.333,36,40,0.9,12.0,37.0,49.0,14,3.0,4,24,27,-15.0
DAL,0021800150,DAL vs. WAS,W,237,119,39,82,0.476,15,34.0,0.441,26,27,0.963,10.0,40.0,50.0,25,4.0,6,17,22,19.0
DAL,0021800121,DAL vs. NYK,L,238,106,40,81,0.494,11,29.0,0.379,15,24,0.625,11.0,29.0,40.0,22,6.0,1,18,28,-12.0
DAL,0021800109,DAL @ LAL,L,240,113,43,86,0.5,13,29.0,0.448,14,19,0.737,10.0,30.0,40.0,24,5.0,5,23,24,-1.0
DAL,0021800094,DAL @ SAS,L,265,108,43,91,0.473,10,34.0,0.294,12,17,0.706,8.0,41.0,49.0,15,9.0,3,22,21,-5.0
DAL,0021800084,DAL vs. UTA,L,239,104,38,91,0.418,9,28.0,0.321,19,25,0.76,12.0,31.0,43.0,24,6.0,3,13,19,-9.0
DAL,0021800069,DAL @ TOR,L,241,107,38,92,0.413,12,30.0,0.4,19,24,0.792,10.0,34.0,44.0,22,6.0,6,14,17,-9.0
DAL,0021800052,DAL @ ATL,L,240,104,38,91,0.418,12,40.0,0.3,16,26,0.615,9.0,43.0,52.0,25,7.0,9,17,27,-7.0
DAL,0021800044,DAL vs. CHI,W,242,115,40,93,0.43,15,47.0,0.319,20,21,0.952,13.0,28.0,41.0,25,8.0,2,15,16,6.0
DAL,0021800032,DAL vs. MIN,W,239,140,49,98,0.5,17,50.0,0.34,25,34,0.735,15.0,27.0,42.0,29,8.0,8,16,28,4.0
DAL,0021800013,DAL @ PHX,L,240,100,38,88,0.432,10,33.0,0.303,14,20,0.7,10.0,28.0,38.0,28,7.0,5,9,16,-21.0
DAL,1521800064,DAL vs. WAS,W,201,96,34,72,0.472,9,25.0,0.36,19,28,0.679,15.0,29.0,44.0,16,6.0,6,22,23,0.4
DAL,1521800049,DAL vs. CHI,L,200,83,31,76,0.408,8,28.0,0.286,13,22,0.591,14.0,20.0,34.0,18,9.0,3,15,17,-11.6
DAL,1521800036,DAL vs. GSW,W,200,91,32,76,0.421,9,24.0,0.375,18,33,0.545,23.0,32.0,55.0,18,9.0,5,17,10,24.4
DAL,1521800025,DAL @ MIL,W,200,81,31,80,0.388,4,24.0,0.167,15,18,0.833,13.0,30.0,43.0,16,15.0,6,15,13,2.0
DAL,1521800008,DAL @ PHX,L,202,85,28,82,0.341,9,31.0,0.29,20,24,0.833,19.0,20.0,39.0,14,10.0,4,10,19,-12.0
DEN,0021801228,DEN vs. MIN,W,241,99,39,87,0.448,10,33.0,0.303,11,17,0.647,12.0,41.0,53.0,23,6.0,4,12,12,4.0
DEN,0021801217,DEN @ UTA,L,241,108,41,88,0.466,12,25.0,0.48,14,22,0.636,3.0,28.0,31.0,24,9.0,3,7,28,-10.0
DEN,0021801206,DEN @ POR,L,241,108,42,95,0.442,13,33.0,0.394,11,20,0.55,12.0,30.0,42.0,24,9.0,4,10,26,-7.0
DEN,0021801190,DEN vs. POR,W,240,119,43,84,0.512,7,27.0,0.259,26,29,0.897,12.0,27.0,39.0,27,10.0,4,9,19,9.0
DEN,0021801173,DEN vs. SAS,W,242,113,47,87,0.54,12,33.0,0.364,7,12,0.583,8.0,39.0,47.0,41,6.0,3,14,20,28.0
DEN,0021801164,DEN @ GSW,L,240,102,36,96,0.375,7,30.0,0.233,23,29,0.793,12.0,28.0,40.0,23,19.0,4,15,15,-14.0
DEN,0021801148,DEN vs. WAS,L,240,90,35,93,0.376,7,36.0,0.194,13,20,0.65,12.0,45.0,57.0,18,6.0,5,11,18,-5.0
DEN,0021801133,DEN @ OKC,W,240,115,48,85,0.565,14,33.0,0.424,5,6,0.833,7.0,32.0,39.0,30,6.0,1,12,21,10.0
DEN,0021801126,DEN @ HOU,L,240,85,31,84,0.369,4,24.0,0.167,19,20,0.95,7.0,31.0,38.0,22,7.0,3,14,17,-27.0
DEN,0021801115,DEN vs. DET,W,240,95,37,87,0.425,7,27.0,0.259,14,20,0.7,11.0,45.0,56.0,22,3.0,2,14,19,3.0
DEN,0021801097,DEN @ IND,L,240,88,33,93,0.355,7,29.0,0.241,15,16,0.938,15.0,26.0,41.0,21,5.0,7,17,17,-36.0
DEN,0021801082,DEN @ NYK,W,241,111,40,96,0.417,15,38.0,0.395,16,19,0.842,17.0,45.0,62.0,24,5.0,5,8,15,18.0
DEN,0021801075,DEN @ WAS,W,240,113,46,87,0.529,14,30.0,0.467,7,11,0.636,9.0,31.0,40.0,30,9.0,4,8,20,5.0
DEN,0021801052,DEN @ BOS,W,240,114,46,94,0.489,14,39.0,0.359,8,10,0.8,11.0,40.0,51.0,29,6.0,5,17,19,9.0
DEN,0021801040,DEN vs. IND,W,240,102,39,82,0.476,11,38.0,0.289,13,20,0.65,9.0,30.0,39.0,27,6.0,5,10,22,2.0
DEN,0021801025,DEN vs. DAL,W,240,100,39,81,0.481,8,29.0,0.276,14,17,0.824,8.0,36.0,44.0,27,6.0,7,11,16,1.0
DEN,0021801012,DEN vs. MIN,W,241,133,51,85,0.6,18,30.0,0.6,13,15,0.867,7.0,29.0,36.0,40,6.0,6,14,16,26.0
DEN,0021800984,DEN @ GSW,L,241,105,33,87,0.379,12,33.0,0.364,27,35,0.771,14.0,32.0,46.0,21,9.0,3,17,22,-17.0
DEN,0021800974,DEN @ LAL,W,239,115,45,98,0.459,13,42.0,0.31,12,17,0.706,18.0,37.0,55.0,33,6.0,3,8,17,16.0
DEN,0021800954,DEN @ SAS,L,239,103,41,95,0.432,17,40.0,0.425,4,4,1.0,8.0,35.0,43.0,27,5.0,3,12,17,-1.0
DEN,0021800941,DEN vs. NOP,L,241,112,39,92,0.424,9,32.0,0.281,25,29,0.862,10.0,34.0,44.0,25,13.0,7,16,22,-8.0
DEN,0021800926,DEN vs. UTA,L,240,104,40,99,0.404,7,25.0,0.28,17,24,0.708,16.0,39.0,55.0,25,6.0,5,12,23,-7.0
DEN,0021800910,DEN vs. OKC,W,239,121,41,88,0.466,13,28.0,0.464,26,35,0.743,11.0,36.0,47.0,28,9.0,4,18,28,9.0
DEN,0021800895,DEN vs. LAC,W,240,123,44,85,0.518,12,34.0,0.353,23,35,0.657,12.0,44.0,56.0,30,11.0,6,22,28,27.0
DEN,0021800880,DEN @ DAL,W,240,114,42,103,0.408,14,37.0,0.378,16,25,0.64,21.0,42.0,63.0,32,11.0,2,13,26,10.0
DEN,0021800860,DEN vs. SAC,W,241,120,45,99,0.455,8,31.0,0.258,22,25,0.88,14.0,39.0,53.0,26,7.0,1,13,19,2.0
DEN,0021800847,DEN vs. MIA,W,241,103,38,89,0.427,16,37.0,0.432,11,13,0.846,10.0,35.0,45.0,27,7.0,6,15,17,16.0
DEN,0021800818,DEN @ PHI,L,240,110,46,94,0.489,6,26.0,0.231,12,13,0.923,8.0,32.0,40.0,35,5.0,3,12,19,-7.0
DEN,0021800804,DEN @ BKN,L,240,130,50,99,0.505,13,35.0,0.371,17,21,0.81,12.0,36.0,48.0,32,7.0,8,13,26,-5.0
DEN,0021800790,DEN @ DET,L,241,103,41,92,0.446,9,28.0,0.321,12,22,0.545,10.0,22.0,32.0,28,10.0,3,13,19,-26.0
DEN,0021800783,DEN @ MIN,W,241,107,42,89,0.472,13,33.0,0.394,10,14,0.714,15.0,33.0,48.0,29,3.0,7,10,16,1.0
DEN,0021800774,DEN vs. HOU,W,239,136,51,82,0.622,14,31.0,0.452,20,23,0.87,10.0,26.0,36.0,37,7.0,4,8,14,14.0
DEN,0021800761,DEN @ NOP,W,240,105,42,89,0.472,9,30.0,0.3,12,19,0.632,6.0,37.0,43.0,31,10.0,7,9,17,6.0
DEN,0021800747,DEN @ MEM,W,240,95,37,84,0.44,8,36.0,0.222,13,14,0.929,9.0,28.0,37.0,17,10.0,2,15,18,3.0
DEN,0021800733,DEN vs. PHI,W,241,126,48,94,0.511,8,24.0,0.333,22,29,0.759,11.0,40.0,51.0,27,4.0,4,10,21,16.0
DEN,0021800728,DEN vs. PHX,W,241,132,47,94,0.5,15,36.0,0.417,23,29,0.793,16.0,41.0,57.0,26,9.0,1,12,20,37.0
DEN,0021800715,DEN @ UTA,L,240,108,42,88,0.477,8,27.0,0.296,16,20,0.8,12.0,38.0,50.0,20,7.0,9,14,25,-7.2
DEN,0021800687,DEN vs. CLE,W,240,124,50,89,0.562,15,37.0,0.405,9,11,0.818,12.0,31.0,43.0,33,7.0,2,11,25,22.0
DEN,0021800669,DEN vs. CHI,W,238,135,50,96,0.521,20,40.0,0.5,15,20,0.75,13.0,32.0,45.0,34,6.0,2,7,16,30.0
DEN,0021800655,DEN vs. GSW,L,238,111,42,92,0.457,14,34.0,0.412,13,16,0.813,9.0,27.0,36.0,30,4.0,3,8,12,-31.0
DEN,0021800643,DEN vs. POR,W,239,116,45,81,0.556,9,22.0,0.409,17,20,0.85,4.0,31.0,35.0,21,5.0,0,11,20,3.0
DEN,0021800635,DEN @ PHX,L,239,93,34,88,0.386,10,31.0,0.323,15,22,0.682,13.0,37.0,50.0,25,7.0,6,15,19,-9.0
DEN,0021800618,DEN vs. LAC,W,239,121,50,99,0.505,11,28.0,0.393,10,13,0.769,15.0,38.0,53.0,29,7.0,8,9,23,21.0
DEN,0021800601,DEN @ MIA,W,241,103,41,87,0.471,9,27.0,0.333,12,17,0.706,15.0,35.0,50.0,32,2.0,2,16,20,4.0
DEN,0021800593,DEN @ HOU,L,240,113,44,93,0.473,7,29.0,0.241,18,21,0.857,14.0,32.0,46.0,26,7.0,3,14,21,-12.0
DEN,0021800576,DEN vs. CHA,W,241,123,47,102,0.461,14,39.0,0.359,15,20,0.75,17.0,29.0,46.0,30,10.0,6,7,19,13.0
DEN,0021800564,DEN @ SAC,W,240,117,41,89,0.461,14,39.0,0.359,21,30,0.7,16.0,38.0,54.0,24,3.0,3,14,20,4.0
DEN,0021800551,DEN vs. NYK,W,240,115,44,95,0.463,12,34.0,0.353,15,23,0.652,16.0,37.0,53.0,36,7.0,6,8,19,7.0
DEN,0021800533,DEN @ PHX,W,242,122,42,76,0.553,18,35.0,0.514,20,26,0.769,10.0,30.0,40.0,31,10.0,3,21,20,4.0
DEN,0021800524,DEN vs. SAS,W,240,102,39,85,0.459,10,29.0,0.345,14,17,0.824,16.0,36.0,52.0,29,5.0,4,20,20,3.0
DEN,0021800510,DEN @ SAS,L,239,103,35,90,0.389,18,40.0,0.45,15,23,0.652,11.0,36.0,47.0,29,10.0,3,12,17,-8.0
DEN,0021800479,DEN @ LAC,L,240,111,41,97,0.423,9,31.0,0.29,20,25,0.8,13.0,24.0,37.0,21,10.0,5,9,16,-21.0
DEN,0021800454,DEN vs. DAL,W,239,126,50,90,0.556,12,29.0,0.414,14,18,0.778,12.0,35.0,47.0,33,7.0,3,15,28,8.0
DEN,0021800442,DEN vs. TOR,W,240,95,36,85,0.424,10,30.0,0.333,13,16,0.813,10.0,34.0,44.0,21,7.0,4,8,14,9.0
DEN,0021800426,DEN vs. OKC,W,241,109,42,83,0.506,11,34.0,0.324,14,15,0.933,12.0,36.0,48.0,29,8.0,6,20,24,11.0
DEN,0021800398,DEN vs. MEM,W,238,105,39,77,0.506,9,28.0,0.321,18,23,0.783,11.0,29.0,40.0,22,11.0,6,13,17,6.0
DEN,0021800380,DEN @ ATL,L,239,98,36,97,0.371,9,36.0,0.25,17,21,0.81,11.0,37.0,48.0,28,11.0,4,15,16,-8.0
DEN,0021800368,DEN @ CHA,L,242,107,39,101,0.386,8,35.0,0.229,21,26,0.808,20.0,35.0,55.0,24,6.0,12,9,28,-6.0
DEN,0021800356,DEN @ ORL,W,266,124,45,82,0.549,11,19.0,0.579,23,37,0.622,4.0,39.0,43.0,34,5.0,2,10,19,6.0
DEN,0021800347,DEN @ TOR,W,242,106,40,89,0.449,11,28.0,0.393,15,24,0.625,15.0,34.0,49.0,32,9.0,2,20,14,3.0
DEN,0021800329,DEN @ POR,W,240,113,40,87,0.46,14,30.0,0.467,19,26,0.731,13.0,28.0,41.0,28,11.0,3,11,21,1.0
DEN,0021800304,DEN vs. LAL,W,241,117,47,97,0.485,9,25.0,0.36,14,15,0.933,16.0,44.0,60.0,28,7.0,4,11,17,32.0
DEN,0021800282,DEN @ OKC,W,240,105,39,95,0.411,10,30.0,0.333,17,24,0.708,15.0,39.0,54.0,26,6.0,9,14,20,7.0
DEN,0021800276,DEN vs. ORL,W,240,112,44,93,0.473,9,28.0,0.321,15,17,0.882,12.0,39.0,51.0,33,10.0,5,11,20,25.0
DEN,0021800260,DEN @ MIN,W,241,103,42,89,0.472,14,35.0,0.4,5,6,0.833,9.0,31.0,40.0,29,12.0,4,13,22,2.0
DEN,0021800245,DEN @ MIL,L,240,98,40,94,0.426,12,41.0,0.293,6,9,0.667,13.0,30.0,43.0,30,6.0,4,17,20,-6.0
DEN,0021800228,DEN @ NOP,L,240,115,46,95,0.484,15,39.0,0.385,8,13,0.615,10.0,33.0,43.0,30,5.0,6,13,23,-10.0
DEN,0021800214,DEN vs. ATL,W,240,138,53,94,0.564,13,31.0,0.419,19,25,0.76,11.0,45.0,56.0,34,12.0,6,15,24,45.0
DEN,0021800200,DEN vs. HOU,L,240,99,38,76,0.5,11,25.0,0.44,12,16,0.75,7.0,24.0,31.0,27,11.0,2,16,20,-10.0
DEN,0021800187,DEN vs. MIL,L,239,114,41,89,0.461,18,38.0,0.474,14,20,0.7,10.0,29.0,39.0,27,8.0,5,10,16,-7.0
DEN,0021800171,DEN vs. BKN,L,239,110,40,87,0.46,5,18.0,0.278,25,34,0.735,15.0,39.0,54.0,20,3.0,5,12,28,-2.0
DEN,0021800158,DEN @ MEM,L,240,87,32,82,0.39,8,32.0,0.25,15,19,0.789,13.0,28.0,41.0,19,9.0,3,16,22,-2.0
DEN,0021800145,DEN vs. BOS,W,240,115,41,90,0.456,13,34.0,0.382,20,28,0.714,15.0,32.0,47.0,25,5.0,4,13,14,8.0
DEN,0021800131,DEN vs. UTA,W,240,103,41,83,0.494,9,28.0,0.321,12,19,0.632,8.0,40.0,48.0,32,8.0,0,17,26,15.0
DEN,0021800112,DEN @ CLE,W,241,110,41,85,0.482,10,26.0,0.385,18,21,0.857,14.0,30.0,44.0,22,8.0,7,12,18,19.0
DEN,0021800106,DEN @ CHI,W,266,108,45,99,0.455,7,26.0,0.269,11,18,0.611,17.0,39.0,56.0,24,7.0,9,16,16,1.0
DEN,0021800095,DEN vs. NOP,W,240,116,42,93,0.452,11,35.0,0.314,21,23,0.913,9.0,32.0,41.0,28,14.0,5,13,17,5.0
DEN,0021800066,DEN @ LAL,L,239,114,46,92,0.5,6,23.0,0.261,16,20,0.8,10.0,34.0,44.0,22,8.0,5,19,22,-7.0
DEN,0021800051,DEN vs. SAC,W,239,126,51,99,0.515,11,30.0,0.367,13,15,0.867,15.0,34.0,49.0,31,11.0,3,12,22,14.0
DEN,0021800038,DEN vs. GSW,W,240,100,35,86,0.407,6,32.0,0.188,24,42,0.571,13.0,34.0,47.0,21,11.0,4,8,22,2.0
DEN,0021800033,DEN vs. PHX,W,241,119,43,85,0.506,9,28.0,0.321,24,29,0.828,9.0,45.0,54.0,28,12.0,6,18,31,28.0
DEN,0021800012,DEN @ LAC,W,240,107,33,87,0.379,8,24.0,0.333,33,42,0.786,14.0,42.0,56.0,20,6.0,9,10,22,9.2
DEN,1521800066,DEN vs. MIN,L,198,71,30,75,0.4,4,21.0,0.19,7,12,0.583,14.0,30.0,44.0,20,9.0,3,20,18,-9.8
DEN,1521800052,DEN vs. TOR,L,200,77,31,79,0.392,8,28.0,0.286,7,13,0.538,14.0,26.0,40.0,16,8.0,2,10,18,-8.0
DEN,1521800037,DEN vs. MIL,W,201,90,33,71,0.465,11,22.0,0.5,13,17,0.765,7.0,23.0,30.0,22,9.0,0,11,27,8.8
DEN,1521800019,DEN vs. BOS,W,202,82,33,75,0.44,5,16.0,0.313,11,12,0.917,8.0,31.0,39.0,17,9.0,3,14,18,9.0
DEN,1521800009,DEN @ MIN,W,200,70,29,71,0.408,4,21.0,0.19,8,12,0.667,7.0,36.0,43.0,17,9.0,4,14,24,14.4
GSW,0021801225,GSW @ MEM,L,239,117,46,92,0.5,13,30.0,0.433,12,14,0.857,9.0,30.0,39.0,32,3.0,5,14,17,-15.0
GSW,0021801215,GSW @ NOP,W,241,112,43,89,0.483,12,30.0,0.4,14,21,0.667,11.0,47.0,58.0,25,8.0,3,14,17,9.0
GSW,0021801205,GSW vs. LAC,W,238,131,53,97,0.546,12,37.0,0.324,13,15,0.867,11.0,37.0,48.0,34,16.0,8,9,22,27.0
GSW,0021801191,GSW vs. CLE,W,240,120,46,87,0.529,20,37.0,0.541,8,8,1.0,4.0,34.0,38.0,29,2.0,8,13,21,6.0
GSW,0021801179,GSW @ LAL,W,241,108,43,98,0.439,18,46.0,0.391,4,5,0.8,9.0,42.0,51.0,30,11.0,5,14,18,18.0
GSW,0021801164,GSW vs. DEN,W,238,116,50,92,0.543,13,34.0,0.382,3,8,0.375,13.0,42.0,55.0,36,11.0,11,24,21,14.0
GSW,0021801150,GSW vs. CHA,W,238,137,53,88,0.602,21,33.0,0.636,10,12,0.833,10.0,40.0,50.0,41,7.0,10,15,19,47.0
GSW,0021801132,GSW @ MIN,L,266,130,46,98,0.469,18,40.0,0.45,20,28,0.714,8.0,37.0,45.0,27,11.0,3,14,24,-1.0
GSW,0021801118,GSW @ MEM,W,241,118,45,84,0.536,15,31.0,0.484,13,15,0.867,6.0,40.0,46.0,30,9.0,7,14,19,15.0
GSW,0021801101,GSW vs. DET,W,240,121,46,74,0.622,13,25.0,0.52,16,19,0.842,7.0,30.0,37.0,31,3.0,5,13,23,7.0
GSW,0021801092,GSW vs. DAL,L,241,91,36,90,0.4,4,30.0,0.133,15,21,0.714,8.0,28.0,36.0,22,6.0,2,10,22,-35.0
GSW,0021801079,GSW vs. IND,W,240,112,44,89,0.494,13,36.0,0.361,11,16,0.688,10.0,40.0,50.0,32,6.0,8,15,19,23.0
GSW,0021801062,GSW @ MIN,W,240,117,44,91,0.484,19,42.0,0.452,10,14,0.714,8.0,38.0,46.0,39,6.0,7,13,25,10.0
GSW,0021801055,GSW @ SAS,L,241,105,41,88,0.466,13,39.0,0.333,10,12,0.833,7.0,36.0,43.0,27,7.0,6,13,20,-6.0
GSW,0021801038,GSW @ OKC,W,238,110,39,83,0.47,15,35.0,0.429,17,22,0.773,8.0,45.0,53.0,25,10.0,6,16,22,22.0
GSW,0021801018,GSW @ HOU,W,240,106,42,85,0.494,12,32.0,0.375,10,10,1.0,12.0,32.0,44.0,28,7.0,2,14,20,2.0
GSW,0021801000,GSW vs. PHX,L,240,111,42,95,0.442,10,43.0,0.233,17,22,0.773,15.0,34.0,49.0,34,10.0,6,17,24,-4.0
GSW,0021800984,GSW vs. DEN,W,239,122,45,84,0.536,18,35.0,0.514,14,21,0.667,7.0,36.0,43.0,32,11.0,10,17,28,17.0
GSW,0021800964,GSW vs. BOS,L,240,95,34,85,0.4,8,35.0,0.229,19,23,0.826,9.0,36.0,45.0,26,5.0,2,21,24,-33.0
GSW,0021800938,GSW @ PHI,W,240,120,41,81,0.506,14,33.0,0.424,24,34,0.706,4.0,35.0,39.0,23,14.0,7,13,22,3.0
GSW,0021800923,GSW @ ORL,L,242,96,39,97,0.402,9,40.0,0.225,9,10,0.9,9.0,38.0,47.0,16,5.0,3,12,14,-7.0
GSW,0021800915,GSW @ MIA,L,240,125,44,89,0.494,17,48.0,0.354,20,28,0.714,8.0,29.0,37.0,21,7.0,3,8,21,-1.0
GSW,0021800897,GSW @ CHA,W,239,121,48,95,0.505,14,41.0,0.341,11,13,0.846,13.0,36.0,49.0,35,9.0,8,15,18,11.0
GSW,0021800892,GSW vs. HOU,L,240,112,42,90,0.467,14,36.0,0.389,14,20,0.7,9.0,36.0,45.0,26,9.0,10,17,19,-6.0
GSW,0021800871,GSW vs. SAC,W,241,125,43,94,0.457,19,46.0,0.413,20,24,0.833,8.0,41.0,49.0,32,5.0,11,15,26,2.0
GSW,0021800862,GSW @ POR,L,240,107,39,97,0.402,13,38.0,0.342,16,18,0.889,18.0,31.0,49.0,26,1.0,9,8,26,-22.0
GSW,0021800852,GSW vs. UTA,W,239,115,44,89,0.494,13,41.0,0.317,14,21,0.667,5.0,35.0,40.0,29,12.0,7,6,20,7.0
GSW,0021800838,GSW vs. MIA,W,240,120,44,82,0.537,13,36.0,0.361,19,26,0.731,7.0,29.0,36.0,28,8.0,5,12,16,2.0
GSW,0021800822,GSW @ PHX,W,241,117,41,81,0.506,10,29.0,0.345,25,35,0.714,9.0,40.0,49.0,30,5.0,9,18,23,10.0
GSW,0021800810,GSW vs. SAS,W,242,141,55,95,0.579,16,34.0,0.471,15,21,0.714,14.0,38.0,52.0,42,14.0,5,11,20,39.0
GSW,0021800782,GSW vs. LAL,W,241,115,43,91,0.473,11,34.0,0.324,18,19,0.947,7.0,37.0,44.0,31,4.0,9,10,17,14.0
GSW,0021800768,GSW vs. PHI,L,240,104,41,88,0.466,11,38.0,0.289,11,16,0.688,9.0,28.0,37.0,30,13.0,7,15,19,-9.0
GSW,0021800745,GSW @ IND,W,240,132,53,98,0.541,13,31.0,0.419,13,16,0.813,13.0,35.0,48.0,39,9.0,7,12,19,32.0
GSW,0021800732,GSW @ BOS,W,240,115,37,83,0.446,12,33.0,0.364,29,34,0.853,11.0,42.0,53.0,25,8.0,7,14,19,4.0
GSW,0021800716,GSW @ WAS,W,239,126,50,88,0.568,7,20.0,0.35,19,21,0.905,8.0,42.0,50.0,34,5.0,6,15,21,8.0
GSW,0021800701,GSW @ LAL,W,239,130,50,98,0.51,16,37.0,0.432,14,19,0.737,13.0,37.0,50.0,41,8.0,6,10,27,19.0
GSW,0021800676,GSW @ LAC,W,239,112,42,86,0.488,9,37.0,0.243,19,27,0.704,3.0,40.0,43.0,31,11.0,8,10,24,18.0
GSW,0021800663,GSW vs. NOP,W,239,147,49,102,0.48,24,49.0,0.49,25,31,0.806,10.0,47.0,57.0,33,8.0,5,10,24,7.0
GSW,0021800655,GSW @ DEN,W,241,142,57,95,0.6,21,39.0,0.538,7,10,0.7,12.0,38.0,50.0,38,6.0,4,10,20,31.0
GSW,0021800642,GSW @ DAL,W,240,119,45,99,0.455,19,45.0,0.422,10,12,0.833,16.0,33.0,49.0,26,9.0,8,10,22,5.0
GSW,0021800629,GSW vs. CHI,W,240,146,53,92,0.576,18,39.0,0.462,22,26,0.846,11.0,38.0,49.0,38,6.0,8,12,27,37.0
GSW,0021800605,GSW vs. NYK,W,240,122,49,96,0.51,14,45.0,0.311,10,12,0.833,15.0,34.0,49.0,36,9.0,10,15,14,27.0
GSW,0021800583,GSW @ SAC,W,242,127,47,93,0.505,21,47.0,0.447,12,14,0.857,12.0,35.0,47.0,29,5.0,8,13,16,4.0
GSW,0021800565,GSW vs. HOU,L,264,134,53,102,0.52,14,37.0,0.378,14,15,0.933,9.0,38.0,47.0,33,8.0,6,14,19,-1.0
GSW,0021800548,GSW @ PHX,W,242,132,46,84,0.548,14,28.0,0.5,26,32,0.813,7.0,37.0,44.0,31,7.0,8,15,24,23.0
GSW,0021800534,GSW @ POR,W,239,115,40,80,0.5,12,25.0,0.48,23,28,0.821,5.0,37.0,42.0,27,9.0,4,12,18,10.0
GSW,0021800516,GSW vs. POR,L,267,109,45,106,0.425,13,44.0,0.295,6,15,0.4,14.0,45.0,59.0,36,10.0,9,15,19,-1.0
GSW,0021800500,GSW vs. LAL,L,241,101,38,93,0.409,9,36.0,0.25,16,21,0.762,7.0,30.0,37.0,28,5.0,1,13,21,-26.0
GSW,0021800494,GSW vs. LAC,W,240,129,42,93,0.452,14,40.0,0.35,31,36,0.861,15.0,31.0,46.0,22,9.0,7,7,27,2.0
GSW,0021800484,GSW vs. DAL,W,239,120,45,98,0.459,15,43.0,0.349,15,16,0.938,15.0,39.0,54.0,34,7.0,7,13,23,4.0
GSW,0021800464,GSW @ UTA,L,240,103,38,95,0.4,10,31.0,0.323,17,18,0.944,10.0,38.0,48.0,18,10.0,9,12,21,-5.0
GSW,0021800449,GSW vs. MEM,W,240,110,37,85,0.435,12,31.0,0.387,24,27,0.889,6.0,36.0,42.0,23,10.0,5,10,19,17.0
GSW,0021800428,GSW @ SAC,W,241,130,44,96,0.458,15,40.0,0.375,27,36,0.75,15.0,45.0,60.0,32,5.0,0,18,23,5.0
