TEAM_ABBREVIATION,GAME_ID,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
SAC,0021800231,SAC @ HOU,L,240,112,46,102,0.451,11,35.0,0.314,9,12,0.75,13.0,26.0,39.0,23,10.0,3,14,21,-20.0
SAC,0021800220,SAC @ MEM,L,240,104,37,80,0.463,12,33.0,0.364,18,24,0.75,9.0,33.0,42.0,23,9.0,2,21,24,-8.0
SAC,0021800197,SAC vs. SAS,W,240,104,43,86,0.5,11,24.0,0.458,7,12,0.583,7.0,38.0,45.0,27,12.0,3,12,20,5.0
SAC,0021800183,SAC vs. LAL,L,239,86,32,92,0.348,6,25.0,0.24,16,20,0.8,13.0,37.0,50.0,11,7.0,5,19,20,-15.0
SAC,0021800173,SAC vs. MIN,W,239,121,43,95,0.453,12,32.0,0.375,23,29,0.793,12.0,37.0,49.0,25,7.0,6,12,29,11.0
SAC,0021800161,SAC vs. TOR,L,239,105,42,88,0.477,8,23.0,0.348,13,18,0.722,6.0,25.0,31.0,27,10.0,5,15,26,-9.0
SAC,0021800133,SAC @ MIL,L,241,109,42,95,0.442,14,36.0,0.389,11,22,0.5,8.0,36.0,44.0,24,6.0,4,15,26,-35.0
SAC,0021800114,SAC @ ATL,W,239,146,53,98,0.541,14,35.0,0.4,26,32,0.813,10.0,36.0,46.0,38,14.0,3,14,29,31.0
SAC,0021800098,SAC @ ORL,W,241,107,41,84,0.488,8,22.0,0.364,17,26,0.654,8.0,43.0,51.0,22,8.0,6,15,20,8.0
SAC,0021800089,SAC @ MIA,W,242,123,48,97,0.495,12,26.0,0.462,15,25,0.6,9.0,37.0,46.0,28,8.0,8,12,23,10.0
SAC,0021800073,SAC vs. WAS,W,240,116,44,95,0.463,14,37.0,0.378,14,23,0.609,14.0,39.0,53.0,25,8.0,4,18,18,4.0
SAC,0021800061,SAC vs. MEM,W,239,97,35,83,0.422,6,18.0,0.333,21,33,0.636,15.0,42.0,57.0,19,7.0,5,14,15,5.0
SAC,0021800051,SAC @ DEN,L,241,112,45,86,0.523,13,31.0,0.419,9,20,0.45,9.0,30.0,39.0,29,7.0,6,16,17,-14.0
SAC,0021800037,SAC @ OKC,W,240,131,50,91,0.549,10,22.0,0.455,21,28,0.75,12.0,34.0,46.0,28,11.0,7,17,26,11.0
SAC,0021800022,SAC @ NOP,L,241,129,50,96,0.521,10,25.0,0.4,19,26,0.731,9.0,30.0,39.0,24,6.0,2,13,26,-20.0
SAC,0021800011,SAC vs. UTA,L,240,117,49,95,0.516,7,19.0,0.368,12,18,0.667,5.0,32.0,37.0,17,8.0,3,9,27,-6.0
SAC,1521800068,SAC @ GSW,W,200,69,30,69,0.435,2,20.0,0.1,7,9,0.778,8.0,35.0,43.0,15,8.0,4,19,17,-4.8
SAC,1521800047,SAC @ CLE,L,200,84,29,81,0.358,7,28.0,0.25,19,30,0.633,15.0,24.0,39.0,15,9.0,3,15,24,-9.6
SAC,1521800044,SAC @ MEM,W,200,94,36,67,0.537,6,15.0,0.4,16,23,0.696,9.0,31.0,40.0,21,4.0,3,13,15,17.8
SAC,1521800029,SAC @ LAC,L,200,78,31,75,0.413,4,17.0,0.235,12,17,0.706,6.0,32.0,38.0,10,8.0,2,12,20,-7.0
SAC,1521800016,SAC vs. PHX,L,200,63,22,68,0.324,2,19.0,0.105,17,24,0.708,11.0,30.0,41.0,8,11.0,5,16,23,-12.6
SAC,1321800006,SAC vs. MIA,L,240,76,27,59,0.458,10,24.0,0.417,12,17,0.706,8.0,30.0,38.0,14,2.0,4,19,24,-14.0
SAC,1321800004,SAC vs. GSW,L,239,54,19,69,0.275,4,26.0,0.154,12,16,0.75,8.0,33.0,41.0,9,8.0,3,14,17,-20.6
SAC,1321800002,SAC vs. LAL,W,241,98,36,69,0.522,9,23.0,0.391,17,23,0.739,6.0,27.0,33.0,21,7.0,7,15,22,5.0
SAS,0021801227,SAS vs. DAL,W,242,105,41,88,0.466,8,24.0,0.333,15,18,0.833,8.0,45.0,53.0,22,6.0,2,10,14,11.0
SAS,0021801196,SAS @ CLE,W,240,112,43,82,0.524,9,22.0,0.409,17,22,0.773,11.0,38.0,49.0,27,10.0,5,18,18,22.0
SAS,0021801182,SAS @ WAS,W,241,129,51,91,0.56,10,25.0,0.4,17,20,0.85,12.0,30.0,42.0,34,3.0,4,9,18,17.0
SAS,0021801173,SAS @ DEN,L,241,85,31,81,0.383,5,27.0,0.185,18,25,0.72,11.0,27.0,38.0,15,9.0,7,11,14,-28.0
SAS,0021801162,SAS vs. ATL,W,240,117,42,80,0.525,14,30.0,0.467,19,22,0.864,4.0,41.0,45.0,23,6.0,6,16,17,6.0
SAS,0021801149,SAS vs. SAC,L,239,106,44,94,0.468,8,27.0,0.296,10,14,0.714,15.0,27.0,42.0,24,7.0,3,11,22,-7.0
SAS,0021801129,SAS vs. CLE,W,241,116,45,85,0.529,14,33.0,0.424,12,17,0.706,4.0,29.0,33.0,27,8.0,6,11,14,6.0
SAS,0021801107,SAS @ CHA,L,264,116,44,108,0.407,13,39.0,0.333,15,21,0.714,17.0,43.0,60.0,24,4.0,5,12,21,-9.0
SAS,0021801100,SAS @ BOS,W,239,115,50,98,0.51,8,24.0,0.333,7,8,0.875,11.0,40.0,51.0,32,1.0,4,8,19,19.0
SAS,0021801084,SAS @ HOU,L,240,105,41,90,0.456,7,24.0,0.292,16,17,0.941,9.0,39.0,48.0,27,6.0,7,11,23,-6.0
SAS,0021801071,SAS vs. MIA,L,240,105,38,88,0.432,14,34.0,0.412,15,21,0.714,10.0,36.0,46.0,30,2.0,3,8,13,-5.0
SAS,0021801055,SAS vs. GSW,W,239,111,41,88,0.466,10,26.0,0.385,19,22,0.864,10.0,36.0,46.0,20,7.0,5,10,12,6.0
SAS,0021801039,SAS vs. POR,W,242,108,37,79,0.468,8,17.0,0.471,26,30,0.867,4.0,40.0,44.0,17,4.0,10,10,14,5.0
SAS,0021801032,SAS vs. NYK,W,242,109,47,88,0.534,7,21.0,0.333,8,10,0.8,6.0,39.0,45.0,31,8.0,6,9,13,26.0
SAS,0021801011,SAS @ DAL,W,240,112,43,82,0.524,8,22.0,0.364,18,18,1.0,7.0,31.0,38.0,26,11.0,3,12,25,7.0
SAS,0021800999,SAS vs. MIL,W,241,121,49,100,0.49,12,29.0,0.414,11,15,0.733,8.0,38.0,46.0,24,6.0,3,4,18,7.0
SAS,0021800968,SAS @ ATL,W,241,111,44,89,0.494,10,33.0,0.303,13,18,0.722,6.0,43.0,49.0,27,4.0,9,16,23,7.0
SAS,0021800954,SAS vs. DEN,W,240,104,41,85,0.482,8,25.0,0.32,14,19,0.737,6.0,37.0,43.0,27,8.0,7,9,13,1.0
SAS,0021800940,SAS vs. OKC,W,240,116,45,91,0.495,8,19.0,0.421,18,25,0.72,11.0,38.0,49.0,15,8.0,6,11,19,14.0
SAS,0021800917,SAS vs. DET,W,240,105,42,81,0.519,9,17.0,0.529,12,17,0.706,7.0,48.0,55.0,24,3.0,7,10,11,12.0
SAS,0021800900,SAS @ BKN,L,239,85,35,96,0.365,4,24.0,0.167,11,12,0.917,10.0,37.0,47.0,14,6.0,6,11,13,-16.0
SAS,0021800896,SAS @ NYK,L,240,118,42,94,0.447,6,24.0,0.25,28,31,0.903,14.0,36.0,50.0,18,3.0,4,7,20,-12.0
SAS,0021800876,SAS @ TOR,L,239,117,43,89,0.483,12,37.0,0.324,19,22,0.864,9.0,39.0,48.0,27,7.0,6,14,22,-3.0
SAS,0021800850,SAS @ MEM,W,240,108,36,86,0.419,13,21.0,0.619,23,29,0.793,10.0,33.0,43.0,23,6.0,5,7,14,1.0
SAS,0021800825,SAS @ UTA,L,240,105,40,89,0.449,7,22.0,0.318,18,20,0.9,5.0,31.0,36.0,24,7.0,3,9,17,-20.0
SAS,0021800816,SAS @ POR,L,239,118,48,91,0.527,12,21.0,0.571,10,14,0.714,10.0,33.0,43.0,19,3.0,3,18,16,-9.0
SAS,0021800810,SAS @ GSW,L,240,102,35,81,0.432,12,32.0,0.375,20,21,0.952,4.0,26.0,30.0,24,6.0,5,18,19,-39.0
SAS,0021800795,SAS @ SAC,L,240,112,42,98,0.429,9,32.0,0.281,19,21,0.905,15.0,31.0,46.0,18,6.0,3,8,20,-15.0
SAS,0021800779,SAS vs. NOP,W,240,113,44,92,0.478,9,23.0,0.391,16,18,0.889,10.0,40.0,50.0,29,5.0,2,11,16,5.0
SAS,0021800767,SAS vs. BKN,W,241,117,40,100,0.4,12,33.0,0.364,25,29,0.862,13.0,37.0,50.0,23,6.0,3,9,21,3.0
SAS,0021800754,SAS vs. PHX,W,239,126,47,100,0.47,15,34.0,0.441,17,20,0.85,14.0,22.0,36.0,29,9.0,4,11,15,2.0
SAS,0021800742,SAS vs. WAS,W,240,132,49,86,0.57,16,34.0,0.471,18,21,0.857,7.0,42.0,49.0,31,6.0,4,15,20,13.0
SAS,0021800730,SAS @ NOP,W,239,126,47,91,0.516,11,24.0,0.458,21,25,0.84,9.0,42.0,51.0,30,5.0,3,9,19,12.0
SAS,0021800711,SAS @ PHI,L,239,120,47,82,0.573,13,27.0,0.481,13,15,0.867,5.0,31.0,36.0,24,8.0,6,15,15,-2.0
SAS,0021800690,SAS vs. LAC,L,241,95,39,84,0.464,8,19.0,0.421,9,17,0.529,10.0,41.0,51.0,21,6.0,8,18,25,-8.0
SAS,0021800674,SAS @ MIN,W,240,116,41,82,0.5,11,24.0,0.458,23,29,0.793,9.0,32.0,41.0,24,3.0,4,16,25,3.0
SAS,0021800661,SAS @ DAL,W,240,105,41,83,0.494,13,30.0,0.433,10,12,0.833,11.0,25.0,36.0,26,9.0,6,9,19,4.0
SAS,0021800647,SAS vs. CHA,L,241,93,38,82,0.463,7,20.0,0.35,10,12,0.833,3.0,33.0,36.0,21,4.0,6,12,15,-15.0
SAS,0021800634,SAS @ OKC,L,240,112,44,96,0.458,10,31.0,0.323,14,20,0.7,13.0,39.0,52.0,21,5.0,7,14,18,-10.0
SAS,0021800619,SAS vs. OKC,W,290,154,56,99,0.566,16,19.0,0.842,26,29,0.897,5.0,38.0,43.0,38,8.0,10,17,25,7.0
SAS,0021800611,SAS @ MEM,L,241,86,30,83,0.361,11,27.0,0.407,15,23,0.652,8.0,45.0,53.0,14,4.0,2,13,19,-10.0
SAS,0021800591,SAS @ DET,W,238,119,43,79,0.544,7,20.0,0.35,26,32,0.813,9.0,29.0,38.0,24,5.0,5,9,15,12.0
SAS,0021800581,SAS vs. MEM,W,240,108,36,73,0.493,7,22.0,0.318,29,35,0.829,3.0,40.0,43.0,26,10.0,3,15,19,20.0
SAS,0021800563,SAS vs. TOR,W,239,125,47,85,0.553,13,27.0,0.481,18,20,0.9,8.0,36.0,44.0,32,7.0,0,12,19,18.0
SAS,0021800545,SAS vs. BOS,W,239,120,45,91,0.495,14,26.0,0.538,16,18,0.889,8.0,35.0,43.0,27,6.0,4,11,17,9.0
SAS,0021800535,SAS @ LAC,W,239,122,44,87,0.506,6,23.0,0.261,28,31,0.903,8.0,41.0,49.0,27,10.0,4,15,25,11.0
SAS,0021800524,SAS @ DEN,L,241,99,40,89,0.449,8,27.0,0.296,11,20,0.55,12.0,26.0,38.0,23,14.0,3,10,19,-3.0
SAS,0021800510,SAS vs. DEN,W,240,111,42,90,0.467,10,32.0,0.313,17,22,0.773,7.0,43.0,50.0,29,6.0,4,10,17,8.0
SAS,0021800483,SAS @ HOU,L,241,101,42,88,0.477,10,24.0,0.417,7,11,0.636,5.0,38.0,43.0,24,3.0,9,9,17,-7.0
SAS,0021800475,SAS vs. MIN,W,241,124,46,87,0.529,19,33.0,0.576,13,18,0.722,11.0,39.0,50.0,36,7.0,3,16,22,26.0
SAS,0021800456,SAS @ ORL,W,239,129,50,77,0.649,12,19.0,0.632,17,21,0.81,4.0,41.0,45.0,29,5.0,4,11,15,39.0
SAS,0021800448,SAS vs. PHI,W,240,123,49,87,0.563,9,23.0,0.391,16,17,0.941,4.0,41.0,45.0,28,5.0,9,6,14,27.0
SAS,0021800433,SAS vs. CHI,L,240,93,32,73,0.438,7,21.0,0.333,22,26,0.846,7.0,34.0,41.0,18,3.0,5,15,18,-5.0
SAS,0021800417,SAS vs. LAC,W,241,125,48,83,0.578,10,22.0,0.455,19,24,0.792,8.0,39.0,47.0,25,10.0,7,11,20,38.0
SAS,0021800403,SAS vs. PHX,W,239,111,41,83,0.494,13,21.0,0.619,16,19,0.842,8.0,38.0,46.0,28,7.0,2,15,15,25.0
SAS,0021800390,SAS vs. UTA,W,239,110,47,89,0.528,5,14.0,0.357,11,12,0.917,10.0,36.0,46.0,26,7.0,7,11,15,13.0
SAS,0021800375,SAS vs. LAL,W,241,133,46,91,0.505,13,31.0,0.419,28,33,0.848,9.0,39.0,48.0,27,4.0,7,10,18,13.0
SAS,0021800364,SAS @ LAL,L,240,113,43,96,0.448,7,27.0,0.259,20,20,1.0,11.0,38.0,49.0,18,8.0,2,10,24,-8.0
SAS,0021800354,SAS @ UTA,L,239,105,44,90,0.489,7,22.0,0.318,10,11,0.909,7.0,25.0,32.0,25,7.0,5,16,19,-34.0
SAS,0021800342,SAS vs. POR,W,239,131,50,83,0.602,11,15.0,0.733,20,22,0.909,5.0,29.0,34.0,29,5.0,4,12,15,13.0
SAS,0021800326,SAS vs. HOU,L,239,105,39,86,0.453,10,28.0,0.357,17,20,0.85,9.0,32.0,41.0,24,4.0,4,13,18,-31.0
SAS,0021800311,SAS @ MIN,L,239,89,34,87,0.391,8,27.0,0.296,13,13,1.0,12.0,34.0,46.0,23,1.0,8,18,17,-39.0
SAS,0021800297,SAS @ CHI,W,239,108,45,93,0.484,10,30.0,0.333,8,9,0.889,7.0,39.0,46.0,29,7.0,2,10,16,1.0
SAS,0021800284,SAS @ MIL,L,241,129,49,92,0.533,10,21.0,0.476,21,28,0.75,9.0,30.0,39.0,27,8.0,3,10,21,-6.0
SAS,0021800272,SAS @ IND,W,238,111,42,83,0.506,10,21.0,0.476,17,24,0.708,9.0,37.0,46.0,28,3.0,4,15,19,11.0
SAS,0021800262,SAS vs. MEM,L,239,103,35,82,0.427,7,22.0,0.318,26,30,0.867,10.0,33.0,43.0,21,4.0,5,8,20,-1.0
SAS,0021800246,SAS @ NOP,L,239,126,45,94,0.479,12,24.0,0.5,24,30,0.8,18.0,26.0,44.0,22,7.0,0,15,20,-14.0
SAS,0021800238,SAS vs. GSW,W,242,104,41,92,0.446,10,24.0,0.417,12,17,0.706,11.0,37.0,48.0,24,3.0,5,10,18,12.0
SAS,0021800215,SAS @ LAC,L,240,111,41,102,0.402,9,29.0,0.31,20,25,0.8,15.0,30.0,45.0,19,7.0,6,5,24,-5.0
SAS,0021800211,SAS @ PHX,L,240,96,35,83,0.422,7,23.0,0.304,19,24,0.792,13.0,30.0,43.0,16,7.0,4,18,12,-20.0
SAS,0021800197,SAS @ SAC,L,241,99,38,87,0.437,10,31.0,0.323,13,16,0.813,9.0,34.0,43.0,25,5.0,4,15,12,-5.0
SAS,0021800180,SAS vs. HOU,W,239,96,33,74,0.446,10,20.0,0.5,20,27,0.741,8.0,38.0,46.0,17,3.0,5,15,20,7.0
SAS,0021800156,SAS @ MIA,L,241,88,31,94,0.33,13,32.0,0.406,13,14,0.929,12.0,37.0,49.0,19,8.0,5,12,19,-7.0
SAS,0021800137,SAS vs. ORL,L,240,110,38,88,0.432,12,35.0,0.343,22,25,0.88,10.0,33.0,43.0,25,3.0,5,11,21,-7.0
SAS,0021800130,SAS vs. NOP,W,240,109,45,96,0.469,8,23.0,0.348,11,14,0.786,8.0,35.0,43.0,29,8.0,4,9,21,14.0
SAS,0021800110,SAS @ PHX,W,240,120,46,83,0.554,4,18.0,0.222,24,26,0.923,6.0,41.0,47.0,24,7.0,6,14,15,30.0
SAS,0021800094,SAS vs. DAL,W,265,113,42,91,0.462,9,20.0,0.45,20,21,0.952,5.0,36.0,41.0,27,17.0,2,17,19,5.0
SAS,0021800082,SAS vs. LAL,W,240,110,44,91,0.484,3,16.0,0.188,19,24,0.792,12.0,37.0,49.0,20,7.0,5,13,17,4.0
SAS,0021800058,SAS vs. IND,L,241,96,35,87,0.402,6,19.0,0.316,20,21,0.952,15.0,31.0,46.0,16,3.0,3,13,16,-20.0
SAS,0021800048,SAS @ LAL,W,264,143,50,97,0.515,15,28.0,0.536,28,38,0.737,10.0,37.0,47.0,32,9.0,3,9,26,1.0
SAS,0021800034,SAS @ POR,L,239,108,42,100,0.42,13,30.0,0.433,11,14,0.786,15.0,25.0,40.0,29,5.0,4,6,17,-13.0
SAS,0021800010,SAS vs. MIN,W,241,112,40,93,0.43,11,25.0,0.44,21,29,0.724,19.0,33.0,52.0,22,3.0,4,12,22,4.0
SAS,1521800065,SAS @ PHX,L,199,55,22,70,0.314,5,25.0,0.2,6,10,0.6,5.0,22.0,27.0,11,7.0,5,13,18,-35.0
SAS,1521800058,SAS @ MIL,L,210,75,29,73,0.397,7,28.0,0.25,10,13,0.769,7.0,32.0,39.0,16,5.0,14,14,17,0.0
SAS,1521800041,SAS @ POR,L,200,89,34,73,0.466,10,23.0,0.435,11,15,0.733,12.0,23.0,35.0,20,9.0,5,22,27,-6.0
SAS,1521800022,SAS vs. WAS,W,200,95,36,72,0.5,6,14.0,0.429,17,19,0.895,9.0,28.0,37.0,18,7.0,5,21,23,5.0
SAS,1521800012,SAS @ IND,L,201,76,29,69,0.42,4,19.0,0.211,14,20,0.7,8.0,28.0,36.0,13,3.0,2,12,25,-9.4
SAS,1621800005,SAS vs. MEM,W,201,94,32,69,0.464,15,25.0,0.6,15,22,0.682,6.0,29.0,35.0,20,6.0,2,14,13,3.2
SAS,1621800003,SAS @ ATL,W,200,103,36,70,0.514,9,21.0,0.429,22,28,0.786,6.0,45.0,51.0,24,9.0,10,17,23,25.8
SAS,1621800002,SAS @ UTA,L,199,76,30,78,0.385,6,25.0,0.24,10,19,0.526,8.0,33.0,41.0,18,7.0,8,12,17,-25.0
OKC,0021801226,OKC @ MIL,W,240,127,48,99,0.485,23,54.0,0.426,8,13,0.615,9.0,44.0,53.0,40,7.0,3,12,20,11.0
OKC,0021801218,OKC vs. HOU,W,240,112,40,96,0.417,16,41.0,0.39,16,20,0.8,18.0,38.0,56.0,20,5.0,2,12,19,1.0
OKC,0021801197,OKC @ MIN,W,239,132,48,92,0.522,14,34.0,0.412,22,26,0.846,14.0,32.0,46.0,27,6.0,4,13,30,6.0
OKC,0021801186,OKC vs. DET,W,240,123,48,101,0.475,12,29.0,0.414,15,22,0.682,21.0,38.0,59.0,30,10.0,4,17,24,13.0
OKC,0021801161,OKC vs. LAL,W,241,119,47,102,0.461,13,44.0,0.295,12,20,0.6,17.0,33.0,50.0,33,15.0,7,12,14,16.0
OKC,0021801146,OKC vs. DAL,L,241,103,38,98,0.388,11,43.0,0.256,16,22,0.727,15.0,34.0,49.0,19,6.0,6,8,21,-3.0
OKC,0021801133,OKC vs. DEN,L,239,105,43,88,0.489,8,27.0,0.296,11,16,0.688,11.0,24.0,35.0,19,5.0,5,13,17,-10.0
OKC,0021801119,OKC vs. IND,W,240,107,41,92,0.446,13,36.0,0.361,12,19,0.632,9.0,35.0,44.0,29,7.0,7,6,14,8.0
OKC,0021801104,OKC @ MEM,L,241,103,38,95,0.4,12,36.0,0.333,15,20,0.75,12.0,29.0,41.0,17,8.0,4,10,25,-12.0
OKC,0021801083,OKC @ TOR,W,240,116,42,94,0.447,20,43.0,0.465,12,14,0.857,12.0,27.0,39.0,30,9.0,6,12,21,7.0
OKC,0021801072,OKC vs. TOR,L,265,114,43,103,0.417,13,43.0,0.302,15,29,0.517,16.0,32.0,48.0,22,6.0,2,17,22,-9.0
OKC,0021801054,OKC vs. MIA,L,241,107,38,87,0.437,10,37.0,0.27,21,27,0.778,13.0,36.0,49.0,21,4.0,8,19,17,-9.0
OKC,0021801038,OKC vs. GSW,L,239,88,31,96,0.323,13,41.0,0.317,13,23,0.565,17.0,35.0,52.0,18,4.0,5,16,18,-22.0
OKC,0021801020,OKC @ IND,L,240,106,38,86,0.442,14,30.0,0.467,16,20,0.8,8.0,36.0,44.0,24,11.0,5,17,28,-2.0
OKC,0021801017,OKC vs. BKN,W,240,108,41,96,0.427,11,28.0,0.393,15,19,0.789,16.0,35.0,51.0,21,9.0,6,11,20,12.0
OKC,0021801005,OKC @ UTA,W,240,98,36,79,0.456,7,22.0,0.318,19,27,0.704,6.0,42.0,48.0,18,8.0,5,16,21,9.0
OKC,0021800985,OKC @ LAC,L,241,110,41,102,0.402,11,44.0,0.25,17,26,0.654,14.0,38.0,52.0,20,3.0,7,11,34,-8.0
OKC,0021800976,OKC @ POR,W,265,129,48,105,0.457,8,27.0,0.296,25,32,0.781,16.0,42.0,58.0,14,7.0,5,15,31,8.0
OKC,0021800963,OKC @ MIN,L,239,120,42,94,0.447,18,46.0,0.391,18,31,0.581,15.0,30.0,45.0,20,4.0,8,12,26,-11.0
OKC,0021800951,OKC vs. MEM,W,242,99,33,93,0.355,9,30.0,0.3,24,33,0.727,17.0,36.0,53.0,19,10.0,5,14,19,4.0
OKC,0021800940,OKC @ SAS,L,240,102,40,88,0.455,7,29.0,0.241,15,24,0.625,11.0,34.0,45.0,17,7.0,2,13,19,-14.0
OKC,0021800927,OKC vs. PHI,L,241,104,38,87,0.437,8,27.0,0.296,20,28,0.714,8.0,36.0,44.0,28,5.0,3,12,18,-4.0
OKC,0021800910,OKC @ DEN,L,240,112,43,95,0.453,10,38.0,0.263,16,25,0.64,14.0,32.0,46.0,31,10.0,5,17,34,-9.0
OKC,0021800890,OKC vs. SAC,L,240,116,40,105,0.381,14,46.0,0.304,22,28,0.786,16.0,43.0,59.0,17,2.0,6,14,26,-3.0
OKC,0021800881,OKC vs. UTA,W,289,148,55,118,0.466,18,44.0,0.409,20,25,0.8,11.0,32.0,43.0,29,16.0,5,11,29,1.0
OKC,0021800866,OKC @ NOP,L,240,122,50,106,0.472,10,44.0,0.227,12,13,0.923,17.0,31.0,48.0,27,8.0,6,13,21,-9.0
OKC,0021800846,OKC vs. POR,W,240,120,41,86,0.477,16,35.0,0.457,22,29,0.759,7.0,38.0,45.0,23,9.0,7,12,28,9.0
OKC,0021800832,OKC @ HOU,W,240,117,40,89,0.449,13,34.0,0.382,24,30,0.8,12.0,41.0,53.0,20,7.0,5,19,24,5.0
OKC,0021800815,OKC vs. MEM,W,240,117,43,90,0.478,17,44.0,0.386,14,22,0.636,11.0,33.0,44.0,29,17.0,2,11,25,22.0
OKC,0021800802,OKC vs. ORL,W,240,132,46,92,0.5,13,30.0,0.433,27,37,0.73,8.0,41.0,49.0,25,11.0,2,17,25,10.0
OKC,0021800788,OKC @ BOS,L,239,129,45,92,0.489,14,35.0,0.4,25,34,0.735,11.0,31.0,42.0,25,12.0,5,11,18,-5.0
OKC,0021800772,OKC @ MIA,W,239,118,44,91,0.484,16,30.0,0.533,14,19,0.737,13.0,37.0,50.0,23,10.0,4,15,20,16.0
OKC,0021800751,OKC @ ORL,W,239,126,49,91,0.538,9,21.0,0.429,19,26,0.731,6.0,37.0,43.0,25,7.0,8,7,16,9.0
OKC,0021800738,OKC vs. MIL,W,240,118,44,94,0.468,16,32.0,0.5,14,25,0.56,11.0,41.0,52.0,29,5.0,10,11,21,6.0
OKC,0021800717,OKC vs. NOP,W,240,122,50,101,0.495,14,32.0,0.438,8,16,0.5,14.0,43.0,57.0,33,8.0,2,14,15,6.0
OKC,0021800703,OKC vs. POR,W,241,123,43,85,0.506,11,23.0,0.478,26,33,0.788,9.0,28.0,37.0,26,16.0,4,10,20,9.0
OKC,0021800691,OKC @ NYK,W,241,127,45,83,0.542,15,29.0,0.517,22,27,0.815,10.0,39.0,49.0,26,7.0,2,18,31,18.0
OKC,0021800678,OKC @ PHI,W,239,117,41,93,0.441,12,31.0,0.387,23,26,0.885,11.0,34.0,45.0,20,10.0,6,10,24,2.0
OKC,0021800670,OKC vs. LAL,L,265,128,41,104,0.394,22,54.0,0.407,24,36,0.667,15.0,29.0,44.0,31,10.0,4,15,22,-10.0
OKC,0021800653,OKC @ ATL,L,240,126,43,94,0.457,9,32.0,0.281,31,41,0.756,15.0,25.0,40.0,22,16.0,3,12,18,-16.0
OKC,0021800634,OKC vs. SAS,W,240,122,43,93,0.462,11,23.0,0.478,25,29,0.862,7.0,40.0,47.0,27,10.0,5,7,16,10.0
OKC,0021800619,OKC @ SAS,L,291,147,58,114,0.509,15,35.0,0.429,16,24,0.667,14.0,35.0,49.0,33,8.0,5,13,24,-7.0
OKC,0021800603,OKC vs. MIN,L,240,117,43,85,0.506,12,30.0,0.4,19,26,0.731,10.0,33.0,43.0,22,4.0,5,16,30,-2.0
OKC,0021800588,OKC vs. WAS,L,240,98,38,88,0.432,10,25.0,0.4,12,19,0.632,7.0,34.0,41.0,22,8.0,3,14,17,-18.0
OKC,0021800575,OKC @ POR,W,242,111,40,94,0.426,8,25.0,0.32,23,26,0.885,11.0,38.0,49.0,18,9.0,6,10,21,2.0
OKC,0021800562,OKC @ LAL,W,239,107,40,105,0.381,7,31.0,0.226,20,31,0.645,17.0,47.0,64.0,22,8.0,5,11,24,7.0
OKC,0021800547,OKC vs. DAL,W,241,122,46,103,0.447,6,24.0,0.25,24,35,0.686,11.0,35.0,46.0,22,13.0,3,10,30,20.0
OKC,0021800539,OKC @ DAL,L,241,103,40,93,0.43,9,38.0,0.237,14,21,0.667,7.0,32.0,39.0,17,15.0,2,11,23,-2.0
OKC,0021800525,OKC @ PHX,W,240,118,51,95,0.537,7,20.0,0.35,9,13,0.692,11.0,38.0,49.0,22,12.0,4,16,13,16.0
OKC,0021800498,OKC @ HOU,L,240,109,43,98,0.439,9,30.0,0.3,14,21,0.667,18.0,34.0,52.0,23,12.0,11,15,22,-4.0
OKC,0021800493,OKC vs. MIN,L,240,112,43,90,0.478,9,25.0,0.36,17,22,0.773,9.0,36.0,45.0,17,4.0,10,13,27,-2.0
OKC,0021800485,OKC @ UTA,W,241,107,42,89,0.472,9,25.0,0.36,14,22,0.636,8.0,43.0,51.0,19,11.0,5,17,21,1.0
OKC,0021800466,OKC @ SAC,W,241,132,51,102,0.5,13,32.0,0.406,17,27,0.63,18.0,48.0,66.0,27,8.0,6,17,24,19.0
OKC,0021800447,OKC vs. CHI,W,242,121,43,89,0.483,8,21.0,0.381,27,33,0.818,17.0,32.0,49.0,24,14.0,2,19,21,25.0
OKC,0021800434,OKC vs. LAC,W,239,110,42,90,0.467,9,22.0,0.409,17,24,0.708,9.0,31.0,40.0,26,13.0,7,11,20,6.0
OKC,0021800426,OKC @ DEN,L,242,98,37,90,0.411,7,19.0,0.368,17,29,0.586,19.0,24.0,43.0,14,9.0,4,13,17,-11.0
OKC,0021800411,OKC @ NOP,L,239,114,42,87,0.483,13,43.0,0.302,17,27,0.63,9.0,30.0,39.0,23,10.0,6,18,27,-4.0
OKC,0021800396,OKC vs. UTA,W,239,122,43,85,0.506,8,21.0,0.381,28,39,0.718,12.0,31.0,43.0,25,12.0,2,17,26,9.0
OKC,0021800373,OKC @ CHI,L,240,112,43,94,0.457,10,28.0,0.357,16,24,0.667,14.0,37.0,51.0,25,12.0,6,22,22,-2.0
OKC,0021800358,OKC @ BKN,W,240,114,43,99,0.434,13,38.0,0.342,15,26,0.577,17.0,43.0,60.0,28,8.0,6,13,23,2.0
OKC,0021800343,OKC @ DET,W,241,110,43,85,0.506,7,25.0,0.28,17,20,0.85,6.0,46.0,52.0,23,10.0,8,17,24,27.0
OKC,0021800325,OKC vs. ATL,W,241,124,46,88,0.523,18,41.0,0.439,14,15,0.933,7.0,39.0,46.0,30,12.0,7,20,24,15.0
