Team1,Team1Score,Team2,Team2Score
Los Angeles Clippers,96,Chicago Bulls,86
Cleveland Cavaliers,103,Houston Rockets,105
Golden State Warriors,106,Boston Celtics,101
Philadelphia 76ers,74,Indiana Pacers,94
Charlotte Hornets,98,Orlando Magic,83
Portland Trail Blazers,110,Sacramento Kings,99
Oklahoma City Thunder,108,Los Angeles Lakers,101
New Orleans Pelicans,99,Denver Nuggets,92
Toronto Raptors,114,Philadelphia 76ers,103
Golden State Warriors,108,Brooklyn Nets,110
Phoenix Suns,98,Miami Heat,115
Los Angeles Clippers,110,Minnesota Timberwolves,105
New Orleans Pelicans,93,Dallas Mavericks,102
Los Angeles Lakers,103,Charlotte Hornets,104
Boston Celtics,79,Cleveland Cavaliers,110
Sacramento Kings,124,New York Knicks,86
Houston Rockets,96,Atlanta Hawks,104
Washington Wizards,92,Chicago Bulls,97
Utah Jazz,93,Memphis Grizzlies,82
Milwaukee Bucks,95,Denver Nuggets,106
New York Knicks,82,Indiana Pacers,105
Phoenix Suns,105,Orlando Magic,100
Utah Jazz,84,Boston Celtics,85
Charlotte Hornets,115,Brooklyn Nets,91
Cleveland Cavaliers,120,Toronto Raptors,112
Memphis Grizzlies,102,Houston Rockets,100
Los Angeles Lakers,94,Miami Heat,100
Denver Nuggets,100,Minnesota Timberwolves,85
Detroit Pistons,85,New Orleans Pelicans,88
Philadelphia 76ers,118,Oklahoma City Thunder,123
Sacramento Kings,85,San Antonio Spurs,112
Milwaukee Bucks,93,Golden State Warriors,102
Portland Trail Blazers,98,Los Angeles Clippers,93
Oklahoma City Thunder,105,Chicago Bulls,108
Dallas Mavericks,75,Portland Trail Blazers,94
Toronto Raptors,94,Charlotte Hornets,103
Chicago Bulls,84,Indiana Pacers,98
Sacramento Kings,114,Orlando Magic,119
Utah Jazz,89,Philadelphia 76ers,83
Miami Heat,97,Washington Wizards,99
Cleveland Cavaliers,97,Atlanta Hawks,106
Phoenix Suns,108,Brooklyn Nets,100
Detroit Pistons,93,Houston Rockets,103
Los Angeles Lakers,90,Memphis Grizzlies,97
Boston Celtics,104,New Orleans Pelicans,98
Denver Nuggets,111,San Antonio Spurs,120
Dallas Mavericks,89,Golden State Warriors,104
Memphis Grizzlies,89,New Orleans Pelicans,95
Phoenix Suns,79,Cleveland Cavaliers,89
Sacramento Kings,109,Miami Heat,114
Indiana Pacers,92,New York Knicks,86
Atlanta Hawks,84,Philadelphia 76ers,92
Portland Trail Blazers,113,Minnesota Timberwolves,121
Washington Wizards,85,Milwaukee Bucks,91
Houston Rockets,114,Denver Nuggets,100
Chicago Bulls,105,San Antonio Spurs,116
Los Angeles Clippers,98,Golden State Warriors,106
Utah Jazz,95,Brooklyn Nets,88
Charlotte Hornets,108,Detroit Pistons,101
Boston Celtics,98,Orlando Magic,103
Toronto Raptors,104,Oklahoma City Thunder,108
Dallas Mavericks,100,Los Angeles Lakers,93
Washington Wizards,95,Charlotte Hornets,69
Sacramento Kings,105,Atlanta Hawks,130
Boston Celtics,100,Miami Heat,90
Memphis Grizzlies,101,Chicago Bulls,91
New Orleans Pelicans,114,Milwaukee Bucks,103
New York Knicks,78,Denver Nuggets,106
Golden State Warriors,98,Phoenix Suns,80
