Team1,Team1Score,Team2,Team2Score
Minnesota Timberwolves,76,Los Angeles Clippers,89
Orlando Magic,86,Indiana Pacers,118
New Orleans Pelicans,111,Brooklyn Nets,91
Cleveland Cavaliers,127,Dallas Mavericks,94
Toronto Raptors,107,San Antonio Spurs,117
New York Knicks,82,Utah Jazz,87
Detroit Pistons,85,Los Angeles Lakers,93
Sacramento Kings,113,Charlotte Hornets,106
Chicago Bulls,104,Philadelphia 76ers,95
Memphis Grizzlies,92,Boston Celtics,95
Brooklyn Nets,98,Miami Heat,104
Orlando Magic,91,Milwaukee Bucks,97
Los Angeles Clippers,120,Oklahoma City Thunder,108
Atlanta Hawks,102,Denver Nuggets,115
Minnesota Timberwolves,97,Phoenix Suns,106
Detroit Pistons,98,Golden State Warriors,105
Houston Rockets,100,Portland Trail Blazers,105
Milwaukee Bucks,103,Indiana Pacers,109
Memphis Grizzlies,87,Washington Wizards,107
Houston Rockets,91,Utah Jazz,109
Cleveland Cavaliers,128,San Antonio Spurs,125
New York Knicks,101,Los Angeles Lakers,94
Chicago Bulls,91,Charlotte Hornets,101
Sacramento Kings,107,Philadelphia 76ers,114
Orlando Magic,88,Boston Celtics,95
Miami Heat,92,Toronto Raptors,102
Minnesota Timberwolves,99,Oklahoma City Thunder,113
Los Angeles Clippers,99,Dallas Mavericks,129
Golden State Warriors,103,Denver Nuggets,114
Atlanta Hawks,96,Phoenix Suns,87
Detroit Pistons,99,Portland Trail Blazers,118
Boston Celtics,93,Indiana Pacers,89
Sacramento Kings,97,Washington Wizards,113
Brooklyn Nets,94,Philadelphia 76ers,87
Milwaukee Bucks,83,Memphis Grizzlies,96
Detroit Pistons,85,Utah Jazz,88
New York Knicks,94,Golden State Warriors,125
Chicago Bulls,100,Oklahoma City Thunder,109
Houston Rockets,100,Los Angeles Clippers,98
Denver Nuggets,118,New Orleans Pelicans,111
Cleveland Cavaliers,123,Orlando Magic,108
Minnesota Timberwolves,97,San Antonio Spurs,123
Portland Trail Blazers,113,Toronto Raptors,97
New York Knicks,89,Phoenix Suns,102
Atlanta Hawks,91,Los Angeles Lakers,86
Toronto Raptors,117,Indiana Pacers,98
Portland Trail Blazers,97,Washington Wizards,105
Philadelphia 76ers,89,Boston Celtics,108
Denver Nuggets,81,Memphis Grizzlies,92
Cleveland Cavaliers,92,Miami Heat,106
Brooklyn Nets,122,Minnesota Timberwolves,106
Oklahoma City Thunder,115,Dallas Mavericks,119
Charlotte Hornets,66,Utah Jazz,94
Atlanta Hawks,110,Sacramento Kings,103
Los Angeles Lakers,105,Golden State Warriors,108
Memphis Grizzlies,95,Detroit Pistons,105
San Antonio Spurs,100,New York Knicks,104
Orlando Magic,94,Houston Rockets,107
Milwaukee Bucks,84,New Orleans Pelicans,85
Charlotte Hornets,92,Los Angeles Clippers,99
Brooklyn Nets,92,Cleveland Cavaliers,117
Detroit Pistons,83,Philadelphia 76ers,94
Portland Trail Blazers,104,Miami Heat,108
Minnesota Timberwolves,100,Toronto Raptors,105
Indiana Pacers,86,Chicago Bulls,103
Orlando Magic,102,Dallas Mavericks,107
San Antonio Spurs,114,Milwaukee Bucks,103
Boston Celtics,118,Oklahoma City Thunder,122
Los Angeles Clippers,116,Sacramento Kings,105
Atlanta Hawks,95,Golden State Warriors,114
Washington Wizards,88,Utah Jazz,84
Minnesota Timberwolves,95,New York Knicks,92
Denver Nuggets,108,Houston Rockets,118
New Orleans Pelicans,72,Phoenix Suns,74
Utah Jazz,80,Los Angeles Lakers,73
Portland Trail Blazers,104,Orlando Magic,111
New York Knicks,81,Philadelphia 76ers,97
Milwaukee Bucks,127,Brooklyn Nets,129
Indiana Pacers,92,Cleveland Cavaliers,95
Denver Nuggets,91,Miami Heat,108
Toronto Raptors,92,Chicago Bulls,108
Atlanta Hawks,115,Oklahoma City Thunder,123
Memphis Grizzlies,112,Dallas Mavericks,101
Boston Celtics,89,San Antonio Spurs,101
Charlotte Hornets,91,Sacramento Kings,101
New Orleans Pelicans,96,Golden State Warriors,112
Washington Wizards,99,Los Angeles Clippers,113
Brooklyn Nets,123,Indiana Pacers,111
Chicago Bulls,91,Detroit Pistons,107
Phoenix Suns,117,Houston Rockets,102
Portland Trail Blazers,86,Memphis Grizzlies,97
Utah Jazz,91,Golden State Warriors,106
San Antonio Spurs,114,Atlanta Hawks,95
Cleveland Cavaliers,108,Milwaukee Bucks,90
Miami Heat,75,Oklahoma City Thunder,93
New Orleans Pelicans,100,Los Angeles Clippers,107
New York Knicks,89,Toronto Raptors,106
Detroit Pistons,105,Boston Celtics,97
Denver Nuggets,119,Orlando Magic,100
Washington Wizards,86,Sacramento Kings,109
Charlotte Hornets,109,Minnesota Timberwolves,98
Dallas Mavericks,92,Phoenix Suns,98
Philadelphia 76ers,87,Los Angeles Lakers,101
Houston Rockets,110,Indiana Pacers,100
Boston Celtics,110,Brooklyn Nets,91
Memphis Grizzlies,103,New York Knicks,82
Charlotte Hornets,86,Chicago Bulls,98
Minnesota Timberwolves,106,Utah Jazz,104
Washington Wizards,76,Golden State Warriors,107
Toronto Raptors,104,Detroit Pistons,108
San Antonio Spurs,94,Dallas Mavericks,101
Miami Heat,88,Milwaukee Bucks,89
Los Angeles Lakers,117,Oklahoma City Thunder,127
Philadelphia 76ers,106,Sacramento Kings,107
Golden State Warriors,122,Portland Trail Blazers,108
Brooklyn Nets,91,Charlotte Hornets,88
Los Angeles Clippers,111,New York Knicks,80
Atlanta Hawks,95,Orlando Magic,83
Chicago Bulls,116,Toronto Raptors,103
Indiana Pacers,103,Washington Wizards,101
Miami Heat,93,Boston Celtics,86
Cleveland Cavaliers,111,Memphis Grizzlies,89
Los Angeles Lakers,101,Minnesota Timberwolves,99
Houston Rockets,95,New Orleans Pelicans,93
Philadelphia 76ers,99,Denver Nuggets,85
Portland Trail Blazers,92,Utah Jazz,89
Oklahoma City Thunder,91,San Antonio Spurs,130
Sacramento Kings,108,Phoenix Suns,99
Indiana Pacers,107,Milwaukee Bucks,111
Detroit Pistons,111,Orlando Magic,97
Los Angeles Clippers,119,Philadelphia 76ers,98
Charlotte Hornets,107,Washington Wizards,110
Miami Heat,86,Atlanta Hawks,99
Cleveland Cavaliers,98,Brooklyn Nets,106
Boston Celtics,96,New York Knicks,92
Los Angeles Lakers,83,Toronto Raptors,94
Minnesota Timberwolves,110,Houston Rockets,120
Golden State Warriors,107,Memphis Grizzlies,84
Sacramento Kings,88,New Orleans Pelicans,102
Dallas Mavericks,76,San Antonio Spurs,94
Utah Jazz,91,Denver Nuggets,107
Portland Trail Blazers,87,Phoenix Suns,81
Atlanta Hawks,100,Charlotte Hornets,115
New York Knicks,80,Chicago Bulls,111
Golden State Warriors,108,Milwaukee Bucks,95
Oklahoma City Thunder,89,Utah Jazz,94
Denver Nuggets,114,Portland Trail Blazers,120
Houston Rockets,99,Washington Wizards,91
Los Angeles Lakers,99,Brooklyn Nets,107
Minnesota Timberwolves,88,New Orleans Pelicans,110
Philadelphia 76ers,86,Cleveland Cavaliers,87
Los Angeles Clippers,119,Boston Celtics,106
Detroit Pistons,102,Miami Heat,109
Dallas Mavericks,99,Indiana Pacers,104
Memphis Grizzlies,89,San Antonio Spurs,103
Oklahoma City Thunder,109,Phoenix Suns,97
Boston Celtics,116,Charlotte Hornets,104
Los Angeles Lakers,113,Philadelphia 76ers,111
Milwaukee Bucks,88,Atlanta Hawks,101
Houston Rockets,96,Toronto Raptors,99
Sacramento Kings,83,Memphis Grizzlies,97
Utah Jazz,104,Minnesota Timberwolves,84
Phoenix Suns,86,Portland Trail Blazers,109
Indiana Pacers,106,Brooklyn Nets,111
Atlanta Hawks,95,Detroit Pistons,105
San Antonio Spurs,95,Miami Heat,81
Golden State Warriors,110,Los Angeles Clippers,106
