Team1,Team1Score,Team2,Team2Score
Golden State Warriors,102,Minnesota Timberwolves,86
Utah Jazz,92,Sacramento Kings,101
Phoenix Suns,120,Los Angeles Clippers,121
Toronto Raptors,101,Cleveland Cavaliers,105
Portland Trail Blazers,98,Detroit Pistons,86
Dallas Mavericks,105,Memphis Grizzlies,114
New York Knicks,93,New Orleans Pelicans,104
Milwaukee Bucks,101,Oklahoma City Thunder,114
Miami Heat,103,Phoenix Suns,97
San Antonio Spurs,96,Utah Jazz,100
Sacramento Kings,95,Los Angeles Lakers,98
Boston Celtics,87,Charlotte Hornets,96
Los Angeles Clippers,103,Indiana Pacers,96
Washington Wizards,91,Orlando Magic,89
Philadelphia 76ers,79,Atlanta Hawks,95
Brooklyn Nets,80,Chicago Bulls,105
New Orleans Pelicans,107,Dallas Mavericks,112
Portland Trail Blazers,82,Minnesota Timberwolves,90
New York Knicks,95,San Antonio Spurs,109
Miami Heat,82,Denver Nuggets,102
Houston Rockets,93,Golden State Warriors,105
Cleveland Cavaliers,94,Oklahoma City Thunder,103
Houston Rockets,113,Sacramento Kings,109
Portland Trail Blazers,106,Chicago Bulls,115
Los Angeles Clippers,96,Washington Wizards,104
Orlando Magic,81,Atlanta Hawks,87
New York Knicks,101,Boston Celtics,95
Philadelphia 76ers,70,Brooklyn Nets,88
Indiana Pacers,94,Toronto Raptors,106
Charlotte Hornets,107,Memphis Grizzlies,113
Oklahoma City Thunder,111,Minnesota Timberwolves,92
Cleveland Cavaliers,114,New Orleans Pelicans,119
Detroit Pistons,105,Phoenix Suns,103
Miami Heat,100,Utah Jazz,95
Los Angeles Lakers,112,San Antonio Spurs,110
Golden State Warriors,105,Dallas Mavericks,98
Brooklyn Nets,114,Charlotte Hornets,87
Portland Trail Blazers,95,Indiana Pacers,85
Atlanta Hawks,99,Orlando Magic,100
Los Angeles Clippers,106,Milwaukee Bucks,111
Memphis Grizzlies,120,Philadelphia 76ers,115
Denver Nuggets,96,Houston Rockets,108
Detroit Pistons,95,Sacramento Kings,90
Chicago Bulls,93,Miami Heat,75
Golden State Warriors,128,New Orleans Pelicans,122
Utah Jazz,84,Washington Wizards,93
Los Angeles Lakers,100,Minnesota Timberwolves,94
Phoenix Suns,88,Oklahoma City Thunder,112
Toronto Raptors,95,New York Knicks,90
San Antonio Spurs,99,Denver Nuggets,91
Charlotte Hornets,88,Cleveland Cavaliers,97
Los Angeles Lakers,91,Indiana Pacers,110
Boston Celtics,105,Philadelphia 76ers,87
Chicago Bulls,86,Atlanta Hawks,93
Orlando Magic,82,Toronto Raptors,95
Milwaukee Bucks,96,Phoenix Suns,94
San Antonio Spurs,95,Portland Trail Blazers,108
Detroit Pistons,91,Los Angeles Clippers,113
Minnesota Timberwolves,95,Washington Wizards,109
Miami Heat,95,Brooklyn Nets,91
Golden State Warriors,98,Memphis Grizzlies,105
Utah Jazz,111,New Orleans Pelicans,119
Dallas Mavericks,107,New York Knicks,87
Oklahoma City Thunder,104,Sacramento Kings,92
Phoenix Suns,111,Charlotte Hornets,106
Atlanta Hawks,127,Cleveland Cavaliers,98
Orlando Magic,92,Boston Celtics,109
Dallas Mavericks,117,Detroit Pistons,106
Utah Jazz,105,Miami Heat,87
Brooklyn Nets,89,Toronto Raptors,105
Memphis Grizzlies,117,San Antonio Spurs,116
Milwaukee Bucks,97,Portland Trail Blazers,104
Houston Rockets,115,Denver Nuggets,111
Indiana Pacers,100,Los Angeles Clippers,102
New York Knicks,97,Chicago Bulls,103
New Orleans Pelicans,99,Houston Rockets,90
Milwaukee Bucks,108,Sacramento Kings,107
Oklahoma City Thunder,109,Golden State Warriors,114
Utah Jazz,101,Orlando Magic,94
Charlotte Hornets,109,Philadelphia 76ers,91
Minnesota Timberwolves,98,Boston Celtics,114
Brooklyn Nets,91,Cleveland Cavaliers,95
Toronto Raptors,110,Detroit Pistons,100
Washington Wizards,105,Miami Heat,103
Chicago Bulls,103,Memphis Grizzlies,97
Portland Trail Blazers,129,San Antonio Spurs,119
Los Angeles Clippers,106,Denver Nuggets,109
Oklahoma City Thunder,104,Los Angeles Lakers,103
Phoenix Suns,99,New York Knicks,90
Utah Jazz,86,Charlotte Hornets,104
Portland Trail Blazers,114,New Orleans Pelicans,88
Atlanta Hawks,104,Houston Rockets,97
San Antonio Spurs,93,Dallas Mavericks,99
Indiana Pacers,73,Denver Nuggets,76
Milwaukee Bucks,102,Los Angeles Clippers,106
New York Knicks,108,Toronto Raptors,118
Memphis Grizzlies,91,Cleveland Cavaliers,105
Detroit Pistons,105,Brooklyn Nets,110
Boston Celtics,84,Miami Heat,100
Philadelphia 76ers,96,Orlando Magic,88
Los Angeles Lakers,101,Sacramento Kings,108
Phoenix Suns,104,Washington Wizards,92
Indiana Pacers,100,Minnesota Timberwolves,96
New Orleans Pelicans,101,Oklahoma City Thunder,99
Denver Nuggets,82,Charlotte Hornets,110
Toronto Raptors,120,Chicago Bulls,129
Portland Trail Blazers,95,Houston Rockets,110
Utah Jazz,97,Memphis Grizzlies,91
Atlanta Hawks,105,Dallas Mavericks,102
Los Angeles Clippers,118,San Antonio Spurs,125
Sacramento Kings,108,Golden State Warriors,128
Minnesota Timberwolves,104,Cleveland Cavaliers,125
New Orleans Pelicans,84,Indiana Pacers,96
Boston Celtics,95,Orlando Magic,100
Chicago Bulls,99,Washington Wizards,91
Los Angeles Clippers,104,Atlanta Hawks,107
Denver Nuggets,96,Brooklyn Nets,102
Philadelphia 76ers,91,Miami Heat,87
Charlotte Hornets,108,Milwaukee Bucks,101
Portland Trail Blazers,115,Oklahoma City Thunder,111
Dallas Mavericks,115,Phoenix Suns,124
Golden State Warriors,105,Los Angeles Lakers,115
Washington Wizards,102,New York Knicks,91
Oklahoma City Thunder,114,San Antonio Spurs,106
Cleveland Cavaliers,91,Miami Heat,101
Los Angeles Lakers,93,Chicago Bulls,113
Golden State Warriors,86,Los Angeles Clippers,100
Brooklyn Nets,109,Boston Celtics,107
Cleveland Cavaliers,98,Orlando Magic,89
Milwaukee Bucks,107,Atlanta Hawks,77
Indiana Pacers,109,Detroit Pistons,119
Houston Rockets,117,Memphis Grizzlies,111
San Antonio Spurs,90,New Orleans Pelicans,97
Charlotte Hornets,75,Oklahoma City Thunder,98
Los Angeles Lakers,98,Dallas Mavericks,102
Minnesota Timberwolves,102,Denver Nuggets,106
Philadelphia 76ers,93,Portland Trail Blazers,114
Phoenix Suns,115,Sacramento Kings,106
Toronto Raptors,110,Los Angeles Clippers,98
Orlando Magic,102,Charlotte Hornets,94
Boston Celtics,88,Washington Wizards,101
Memphis Grizzlies,103,Miami Heat,95
Indiana Pacers,110,Brooklyn Nets,85
New Orleans Pelicans,100,Chicago Bulls,107
Atlanta Hawks,90,Milwaukee Bucks,85
Philadelphia 76ers,71,Utah Jazz,88
New York Knicks,129,Sacramento Kings,135
Minnesota Timberwolves,97,Golden State Warriors,110
Detroit Pistons,103,Cleveland Cavaliers,80
Houston Rockets,106,San Antonio Spurs,110
Oklahoma City Thunder,107,Dallas Mavericks,112
Toronto Raptors,116,Denver Nuggets,102
New York Knicks,79,Portland Trail Blazers,101
Phoenix Suns,116,Los Angeles Lakers,107
Milwaukee Bucks,104,Charlotte Hornets,94
Chicago Bulls,92,Indiana Pacers,90
Sacramento Kings,99,Brooklyn Nets,107
Orlando Magic,102,Miami Heat,101
Washington Wizards,104,Houston Rockets,103
Utah Jazz,97,Los Angeles Clippers,101
Detroit Pistons,109,Orlando Magic,86
Cleveland Cavaliers,101,Atlanta Hawks,109
Brooklyn Nets,96,Chicago Bulls,82
San Antonio Spurs,87,Memphis Grizzlies,95
Phoenix Suns,106,New Orleans Pelicans,110
Washington Wizards,87,Dallas Mavericks,114
Los Angeles Lakers,111,Denver Nuggets,103
Minnesota Timberwolves,94,Utah Jazz,100
Toronto Raptors,97,Portland Trail Blazers,102
Philadelphia 76ers,86,Golden State Warriors,126
Sacramento Kings,84,Boston Celtics,106
Miami Heat,95,Indiana Pacers,106
New York Knicks,78,Los Angeles Clippers,99
Milwaukee Bucks,96,Cleveland Cavaliers,80
Charlotte Hornets,83,Houston Rockets,102
New Orleans Pelicans,93,San Antonio Spurs,95
Phoenix Suns,134,Oklahoma City Thunder,137
