Team1,Team1Score,Team2,Team2Score
Boston Celtics,96,Toronto Raptors,109
Milwaukee Bucks,87,Chicago Bulls,95
Utah Jazz,82,Houston Rockets,97
San Antonio Spurs,108,Minnesota Timberwolves,93
Orlando Magic,92,Portland Trail Blazers,103
Washington Wizards,89,Atlanta Hawks,120
Miami Heat,104,Los Angeles Clippers,90
Phoenix Suns,110,Memphis Grizzlies,122
Cleveland Cavaliers,84,Sacramento Kings,103
Portland Trail Blazers,106,Los Angeles Lakers,94
New Orleans Pelicans,100,Boston Celtics,108
Houston Rockets,113,Brooklyn Nets,99
Detroit Pistons,114,Toronto Raptors,111
Orlando Magic,121,Chicago Bulls,114
Minnesota Timberwolves,110,Indiana Pacers,101
Atlanta Hawks,105,Philadelphia 76ers,87
San Antonio Spurs,93,Washington Wizards,101
Cleveland Cavaliers,100,Phoenix Suns,107
Golden State Warriors,116,Utah Jazz,105
Dallas Mavericks,108,Sacramento Kings,104
Miami Heat,78,Los Angeles Lakers,75
San Antonio Spurs,98,Charlotte Hornets,93
Houston Rockets,113,Orlando Magic,120
Memphis Grizzlies,103,Brooklyn Nets,92
New Orleans Pelicans,105,Detroit Pistons,94
Philadelphia 76ers,84,Toronto Raptors,100
Atlanta Hawks,105,Boston Celtics,91
Washington Wizards,105,Chicago Bulls,99
Dallas Mavericks,107,Denver Nuggets,114
Miami Heat,89,Golden State Warriors,104
Los Angeles Clippers,100,Portland Trail Blazers,94
New York Knicks,79,Milwaukee Bucks,95
Oklahoma City Thunder,101,Houston Rockets,112
Cleveland Cavaliers,109,Los Angeles Lakers,102
Detroit Pistons,98,Indiana Pacers,96
Memphis Grizzlies,106,Orlando Magic,96
New Orleans Pelicans,81,Philadelphia 76ers,96
Brooklyn Nets,102,Washington Wizards,80
Chicago Bulls,119,Boston Celtics,103
Atlanta Hawks,110,Toronto Raptors,89
Golden State Warriors,115,Oklahoma City Thunder,127
Denver Nuggets,89,Dallas Mavericks,97
Portland Trail Blazers,96,San Antonio Spurs,110
Minnesota Timberwolves,99,Phoenix Suns,110
Los Angeles Lakers,85,Utah Jazz,94
Miami Heat,95,Sacramento Kings,83
Cleveland Cavaliers,126,Los Angeles Clippers,121
Indiana Pacers,71,Charlotte Hornets,80
Philadelphia 76ers,89,Detroit Pistons,107
Washington Wizards,99,Brooklyn Nets,90
Atlanta Hawks,107,Chicago Bulls,99
Golden State Warriors,131,Houston Rockets,106
Minnesota Timberwolves,113,Denver Nuggets,105
Portland Trail Blazers,98,Memphis Grizzlies,102
Los Angeles Clippers,117,Sacramento Kings,108
New Orleans Pelicans,95,Toronto Raptors,93
Oklahoma City Thunder,127,Orlando Magic,99
Utah Jazz,69,San Antonio Spurs,89
Minnesota Timberwolves,80,Charlotte Hornets,105
Philadelphia 76ers,76,Washington Wizards,111
Detroit Pistons,82,Atlanta Hawks,93
Boston Celtics,93,Los Angeles Clippers,102
Denver Nuggets,79,Golden State Warriors,122
Dallas Mavericks,103,Memphis Grizzlies,95
Indiana Pacers,98,Houston Rockets,110
New Orleans Pelicans,92,New York Knicks,99
Chicago Bulls,94,Cleveland Cavaliers,108
Toronto Raptors,92,Milwaukee Bucks,89
Los Angeles Lakers,100,Phoenix Suns,115
Sacramento Kings,94,Portland Trail Blazers,98
Oklahoma City Thunder,94,Miami Heat,86
San Antonio Spurs,109,Denver Nuggets,99
Miami Heat,76,Charlotte Hornets,78
Utah Jazz,92,Cleveland Cavaliers,106
New York Knicks,98,Philadelphia 76ers,91
Indiana Pacers,91,Atlanta Hawks,110
Orlando Magic,118,Detroit Pistons,128
Toronto Raptors,86,Memphis Grizzlies,92
Dallas Mavericks,98,Minnesota Timberwolves,75
Los Angeles Lakers,80,New Orleans Pelicans,96
Oklahoma City Thunder,105,Washington Wizards,103
Portland Trail Blazers,113,Phoenix Suns,118
Brooklyn Nets,103,Sacramento Kings,100
Houston Rockets,113,Golden State Warriors,126
San Antonio Spurs,81,Chicago Bulls,104
Utah Jazz,101,Milwaukee Bucks,99
Boston Celtics,90,Portland Trail Blazers,89
Brooklyn Nets,84,Los Angeles Clippers,123
Toronto Raptors,91,Philadelphia 76ers,86
Oklahoma City Thunder,93,Atlanta Hawks,103
Charlotte Hornets,90,Cleveland Cavaliers,129
Indiana Pacers,87,Miami Heat,89
Orlando Magic,106,New York Knicks,113
Chicago Bulls,102,Dallas Mavericks,98
New Orleans Pelicans,92,Minnesota Timberwolves,84
Los Angeles Lakers,85,San Antonio Spurs,99
Boston Celtics,100,Denver Nuggets,99
Houston Rockets,113,Phoenix Suns,111
Sacramento Kings,101,Golden State Warriors,126
New York Knicks,71,Charlotte Hornets,76
Detroit Pistons,86,Milwaukee Bucks,101
Philadelphia 76ers,83,Memphis Grizzlies,101
Brooklyn Nets,73,Utah Jazz,108
Washington Wizards,96,Portland Trail Blazers,103
Miami Heat,96,Chicago Bulls,84
Oklahoma City Thunder,98,Cleveland Cavaliers,108
Minnesota Timberwolves,100,Atlanta Hawks,112
Dallas Mavericks,106,New Orleans Pelicans,109
Indiana Pacers,106,Orlando Magic,99
Los Angeles Clippers,120,Phoenix Suns,100
Milwaukee Bucks,95,San Antonio Spurs,101
Detroit Pistons,110,Toronto Raptors,114
Washington Wizards,117,Denver Nuggets,115
Boston Celtics,111,Golden State Warriors,114
Houston Rockets,99,Los Angeles Lakers,87
Orlando Magic,94,Memphis Grizzlies,103
Philadelphia 76ers,74,New Orleans Pelicans,99
Minnesota Timberwolves,84,Oklahoma City Thunder,92
Boston Celtics,99,Utah Jazz,90
Denver Nuggets,98,Los Angeles Clippers,102
Toronto Raptors,104,Indiana Pacers,91
Cleveland Cavaliers,103,Detroit Pistons,95
Milwaukee Bucks,109,Miami Heat,102
Memphis Grizzlies,109,Dallas Mavericks,90
Chicago Bulls,113,Golden State Warriors,111
Washington Wizards,98,Los Angeles Lakers,92
Portland Trail Blazers,94,Cleveland Cavaliers,99
Detroit Pistons,69,Philadelphia 76ers,89
Sacramento Kings,102,Toronto Raptors,119
Brooklyn Nets,102,Atlanta Hawks,113
Dallas Mavericks,94,Houston Rockets,99
Boston Celtics,98,Minnesota Timberwolves,110
Denver Nuggets,93,New Orleans Pelicans,85
Oklahoma City Thunder,92,New York Knicks,100
Charlotte Hornets,86,San Antonio Spurs,95
Los Angeles Clippers,94,Utah Jazz,89
Washington Wizards,98,Phoenix Suns,106
New York Knicks,82,Indiana Pacers,103
Milwaukee Bucks,115,Orlando Magic,100
Denver Nuggets,69,Memphis Grizzlies,99
Chicago Bulls,118,Los Angeles Lakers,123
Minnesota Timberwolves,94,Philadelphia 76ers,103
Portland Trail Blazers,99,Atlanta Hawks,105
Houston Rockets,93,Boston Celtics,87
Toronto Raptors,127,Brooklyn Nets,122
Sacramento Kings,90,Cleveland Cavaliers,101
Dallas Mavericks,93,Miami Heat,72
Los Angeles Clippers,103,New Orleans Pelicans,108
Golden State Warriors,100,Utah Jazz,110
Chicago Bulls,93,Phoenix Suns,99
Sacramento Kings,99,Indiana Pacers,94
Dallas Mavericks,108,Orlando Magic,93
Toronto Raptors,120,Washington Wizards,116
Philadelphia 76ers,85,Atlanta Hawks,91
Houston Rockets,101,Detroit Pistons,114
Oklahoma City Thunder,74,Memphis Grizzlies,85
Cleveland Cavaliers,106,Minnesota Timberwolves,90
Portland Trail Blazers,88,Milwaukee Bucks,95
Charlotte Hornets,104,Denver Nuggets,86
Los Angeles Clippers,105,San Antonio Spurs,85
Phoenix Suns,87,Golden State Warriors,106
