Team1,Team1Score,Team2,Team2Score
Denver Nuggets,101,Chicago Bulls,106
Sacramento Kings,110,Minnesota Timberwolves,107
Cleveland Cavaliers,91,Charlotte Hornets,87
Brooklyn Nets,100,Orlando Magic,98
Dallas Mavericks,119,Boston Celtics,101
Detroit Pistons,97,New York Knicks,81
Houston Rockets,83,New Orleans Pelicans,111
Washington Wizards,102,Oklahoma City Thunder,109
Indiana Pacers,94,Milwaukee Bucks,91
Philadelphia 76ers,96,Phoenix Suns,112
Atlanta Hawks,98,Utah Jazz,92
Toronto Raptors,105,Golden State Warriors,126
Memphis Grizzlies,109,Los Angeles Lakers,106
Charlotte Hornets,98,Orlando Magic,90
Boston Celtics,104,Chicago Bulls,109
Miami Heat,79,Houston Rockets,115
Utah Jazz,101,Minnesota Timberwolves,89
Washington Wizards,92,San Antonio Spurs,101
Memphis Grizzlies,85,Denver Nuggets,114
Atlanta Hawks,115,Portland Trail Blazers,107
Philadelphia 76ers,91,Los Angeles Clippers,127
Dallas Mavericks,109,Cleveland Cavaliers,90
Sacramento Kings,95,Detroit Pistons,114
Brooklyn Nets,84,Miami Heat,88
Milwaukee Bucks,95,New York Knicks,82
Toronto Raptors,109,Phoenix Suns,125
Indiana Pacers,87,Los Angeles Lakers,88
Cleveland Cavaliers,92,Philadelphia 76ers,95
Charlotte Hornets,104,Boston Celtics,95
Dallas Mavericks,96,Brooklyn Nets,88
Houston Rockets,105,Chicago Bulls,114
New York Knicks,83,Memphis Grizzlies,105
Denver Nuggets,110,Minnesota Timberwolves,101
Washington Wizards,92,New Orleans Pelicans,85
Indiana Pacers,105,Utah Jazz,101
Los Angeles Lakers,94,Portland Trail Blazers,98
Oklahoma City Thunder,91,Golden State Warriors,117
Atlanta Hawks,107,Los Angeles Clippers,98
Phoenix Suns,102,Milwaukee Bucks,96
Detroit Pistons,105,San Antonio Spurs,104
New Orleans Pelicans,94,Charlotte Hornets,98
Houston Rockets,105,Cleveland Cavaliers,93
Milwaukee Bucks,97,Philadelphia 76ers,77
New York Knicks,91,Washington Wizards,101
Memphis Grizzlies,86,Atlanta Hawks,96
Boston Celtics,89,Brooklyn Nets,81
Utah Jazz,97,Chicago Bulls,77
Detroit Pistons,108,Dallas Mavericks,95
Orlando Magic,90,Denver Nuggets,93
Phoenix Suns,113,Minnesota Timberwolves,111
Oklahoma City Thunder,83,Sacramento Kings,104
Indiana Pacers,102,Golden State Warriors,117
Los Angeles Lakers,89,Los Angeles Clippers,114
Charlotte Hornets,103,Toronto Raptors,95
Houston Rockets,120,New York Knicks,96
Miami Heat,83,Portland Trail Blazers,99
Boston Celtics,103,Indiana Pacers,107
Philadelphia 76ers,90,Brooklyn Nets,88
Atlanta Hawks,106,Detroit Pistons,103
Memphis Grizzlies,95,New Orleans Pelicans,106
Utah Jazz,94,Oklahoma City Thunder,99
Chicago Bulls,86,Washington Wizards,102
Minnesota Timberwolves,84,Milwaukee Bucks,98
Phoenix Suns,95,San Antonio Spurs,100
Denver Nuggets,118,Sacramento Kings,108
Cleveland Cavaliers,94,Golden State Warriors,112
Orlando Magic,84,Los Angeles Lakers,101
Charlotte Hornets,110,New York Knicks,82
Dallas Mavericks,100,Los Angeles Clippers,120
Brooklyn Nets,93,Detroit Pistons,98
Indiana Pacers,92,Philadelphia 76ers,93
