Team1,Team1Score,Team2,Team2Score
Orlando Magic,84,New Orleans Pelicans,101
Dallas Mavericks,100,San Antonio Spurs,101
Houston Rockets,108,Los Angeles Lakers,90
Milwaukee Bucks,106,Charlotte Hornets,108
Philadelphia 76ers,91,Indiana Pacers,103
Atlanta Hawks,102,Toronto Raptors,109
Washington Wizards,95,Miami Heat,107
Brooklyn Nets,105,Boston Celtics,121
Chicago Bulls,104,New York Knicks,80
Minnesota Timberwolves,101,Memphis Grizzlies,105
Detroit Pistons,79,Denver Nuggets,89
Houston Rockets,104,Utah Jazz,93
Los Angeles Lakers,99,Phoenix Suns,119
Golden State Warriors,95,Sacramento Kings,77
Oklahoma City Thunder,89,Portland Trail Blazers,106
Washington Wizards,105,Orlando Magic,98
New York Knicks,95,Cleveland Cavaliers,90
Detroit Pistons,91,Minnesota Timberwolves,97
Utah Jazz,102,Dallas Mavericks,120
Oklahoma City Thunder,90,Los Angeles Clippers,93
Memphis Grizzlies,97,Indiana Pacers,89
Cleveland Cavaliers,114,Chicago Bulls,108
Philadelphia 76ers,81,Milwaukee Bucks,93
San Antonio Spurs,89,Phoenix Suns,94
Portland Trail Blazers,94,Sacramento Kings,103
Los Angeles Clippers,118,Los Angeles Lakers,111
