Team1,Team1Score,Team2,Team2Score
Detroit Pistons,78,Charlotte Hornets,102
San Antonio Spurs,103,Orlando Magic,91
Philadelphia 76ers,93,Washington Wizards,106
Indiana Pacers,87,Boston Celtics,100
Brooklyn Nets,100,New York Knicks,98
Sacramento Kings,111,Houston Rockets,115
Chicago Bulls,91,Milwaukee Bucks,95
Toronto Raptors,113,Minnesota Timberwolves,99
Dallas Mavericks,135,Oklahoma City Thunder,131
Denver Nuggets,84,Utah Jazz,98
Los Angeles Clippers,126,Portland Trail Blazers,122
New Orleans Pelicans,113,Los Angeles Lakers,92
Miami Heat,88,Cleveland Cavaliers,114
Houston Rockets,108,Dallas Mavericks,101
Phoenix Suns,106,Golden State Warriors,107
Charlotte Hornets,74,Indiana Pacers,93
New York Knicks,87,Washington Wizards,101
Milwaukee Bucks,110,Boston Celtics,101
Toronto Raptors,109,Brooklyn Nets,114
Detroit Pistons,82,Chicago Bulls,88
Oklahoma City Thunder,92,Memphis Grizzlies,100
Orlando Magic,97,Minnesota Timberwolves,84
Denver Nuggets,93,San Antonio Spurs,123
New Orleans Pelicans,101,Sacramento Kings,95
Portland Trail Blazers,107,Los Angeles Lakers,77
Philadelphia 76ers,91,Charlotte Hornets,92
Brooklyn Nets,99,Atlanta Hawks,131
Miami Heat,98,Detroit Pistons,99
Boston Celtics,117,Toronto Raptors,116
Washington Wizards,92,Memphis Grizzlies,83
Golden State Warriors,123,Dallas Mavericks,110
Orlando Magic,97,Milwaukee Bucks,90
Los Angeles Clippers,107,Denver Nuggets,92
Utah Jazz,85,Phoenix Suns,87
New Orleans Pelicans,90,Portland Trail Blazers,99
Houston Rockets,115,Oklahoma City Thunder,112
Chicago Bulls,94,Cleveland Cavaliers,99
Miami Heat,89,Indiana Pacers,112
Golden State Warriors,92,San Antonio Spurs,107
Philadelphia 76ers,91,New York Knicks,101
Utah Jazz,101,Sacramento Kings,95
Los Angeles Clippers,106,Los Angeles Lakers,78
Portland Trail Blazers,96,Brooklyn Nets,106
Phoenix Suns,69,Atlanta Hawks,96
Charlotte Hornets,100,Miami Heat,105
Golden State Warriors,100,New Orleans Pelicans,103
San Antonio Spurs,113,Oklahoma City Thunder,88
Minnesota Timberwolves,111,Sacramento Kings,116
Los Angeles Lakers,100,Los Angeles Clippers,105
Toronto Raptors,92,Charlotte Hornets,74
Boston Celtics,113,Detroit Pistons,103
Chicago Bulls,103,Orlando Magic,105
Washington Wizards,119,Philadelphia 76ers,90
Atlanta Hawks,114,Brooklyn Nets,111
Indiana Pacers,102,New York Knicks,86
New Orleans Pelicans,74,Memphis Grizzlies,110
Cleveland Cavaliers,104,Milwaukee Bucks,99
Houston Rockets,98,San Antonio Spurs,110
