Team1,Team1Score,Team2,Team2Score
Los Angeles Lakers,101,Denver Nuggets,119
Sacramento Kings,91,Utah Jazz,103
Phoenix Suns,104,Dallas Mavericks,107
Minnesota Timberwolves,91,Portland Trail Blazers,116
Chicago Bulls,89,Miami Heat,78
Portland Trail Blazers,105,Golden State Warriors,116
Toronto Raptors,101,Orlando Magic,99
Charlotte Hornets,80,Atlanta Hawks,104
Washington Wizards,80,Brooklyn Nets,117
Boston Celtics,99,Cleveland Cavaliers,90
Indiana Pacers,107,Detroit Pistons,103
Milwaukee Bucks,99,New York Knicks,91
San Antonio Spurs,104,Houston Rockets,103
Phoenix Suns,75,New Orleans Pelicans,90
Sacramento Kings,103,Oklahoma City Thunder,116
Dallas Mavericks,144,Denver Nuggets,143
Memphis Grizzlies,89,Utah Jazz,88
Minnesota Timberwolves,98,Los Angeles Lakers,106
New York Knicks,80,Orlando Magic,79
Toronto Raptors,107,Miami Heat,104
Philadelphia 76ers,107,Chicago Bulls,114
Memphis Grizzlies,86,Los Angeles Clippers,94
Utah Jazz,111,Portland Trail Blazers,105
Minnesota Timberwolves,101,Golden State Warriors,110
Cleveland Cavaliers,78,Boston Celtics,117
Brooklyn Nets,73,Milwaukee Bucks,96
Charlotte Hornets,77,Detroit Pistons,116
Sacramento Kings,111,Denver Nuggets,122
Oklahoma City Thunder,104,Indiana Pacers,116
Atlanta Hawks,99,Washington Wizards,108
New Orleans Pelicans,114,Houston Rockets,121
Phoenix Suns,91,San Antonio Spurs,107
Dallas Mavericks,120,Los Angeles Lakers,106
Houston Rockets,100,Charlotte Hornets,90
Detroit Pistons,97,Cleveland Cavaliers,109
Milwaukee Bucks,107,Philadelphia 76ers,97
New York Knicks,112,Atlanta Hawks,108
Chicago Bulls,113,Brooklyn Nets,86
Orlando Magic,93,Miami Heat,100
New Orleans Pelicans,100,Minnesota Timberwolves,88
Portland Trail Blazers,90,Oklahoma City Thunder,101
Dallas Mavericks,92,Utah Jazz,109
Los Angeles Lakers,92,Sacramento Kings,102
Memphis Grizzlies,107,Golden State Warriors,111
Denver Nuggets,103,Los Angeles Clippers,110
Toronto Raptors,93,Boston Celtics,95
Washington Wizards,95,Indiana Pacers,99
Los Angeles Clippers,112,Phoenix Suns,101
Charlotte Hornets,87,Toronto Raptors,92
Orlando Magic,88,Brooklyn Nets,101
Atlanta Hawks,85,Chicago Bulls,91
Washington Wizards,108,Cleveland Cavaliers,113
Portland Trail Blazers,98,Dallas Mavericks,114
Utah Jazz,91,Houston Rockets,117
Boston Celtics,105,Milwaukee Bucks,100
Oklahoma City Thunder,138,Minnesota Timberwolves,113
San Antonio Spurs,103,New Orleans Pelicans,108
Detroit Pistons,112,New York Knicks,90
Miami Heat,105,Philadelphia 76ers,101
Indiana Pacers,83,Memphis Grizzlies,95
Denver Nuggets,126,Golden State Warriors,133
Sacramento Kings,122,Los Angeles Lakers,99
Washington Wizards,93,Toronto Raptors,86
New Orleans Pelicans,99,Golden State Warriors,106
Milwaukee Bucks,91,Chicago Bulls,103
Dallas Mavericks,108,Houston Rockets,118
Boston Celtics,100,Cleveland Cavaliers,113
Brooklyn Nets,92,Atlanta Hawks,99
Portland Trail Blazers,86,Memphis Grizzlies,100
San Antonio Spurs,92,Los Angeles Clippers,107
Milwaukee Bucks,82,Chicago Bulls,91
New Orleans Pelicans,87,Golden State Warriors,97
Boston Celtics,91,Cleveland Cavaliers,99
Washington Wizards,117,Toronto Raptors,106
Dallas Mavericks,99,Houston Rockets,111
Brooklyn Nets,91,Atlanta Hawks,96
Portland Trail Blazers,82,Memphis Grizzlies,97
San Antonio Spurs,111,Los Angeles Clippers,107
Cleveland Cavaliers,103,Boston Celtics,95
Chicago Bulls,113,Milwaukee Bucks,106
Golden State Warriors,123,New Orleans Pelicans,119
Houston Rockets,130,Dallas Mavericks,128
Toronto Raptors,99,Washington Wizards,106
Los Angeles Clippers,73,San Antonio Spurs,100
Atlanta Hawks,83,Brooklyn Nets,91
Chicago Bulls,90,Milwaukee Bucks,92
Golden State Warriors,109,New Orleans Pelicans,98
Memphis Grizzlies,115,Portland Trail Blazers,109
Cleveland Cavaliers,101,Boston Celtics,93
Los Angeles Clippers,114,San Antonio Spurs,105
Toronto Raptors,94,Washington Wizards,125
Houston Rockets,109,Dallas Mavericks,121
Atlanta Hawks,115,Brooklyn Nets,120
Milwaukee Bucks,94,Chicago Bulls,88
Memphis Grizzlies,92,Portland Trail Blazers,99
Dallas Mavericks,94,Houston Rockets,103
San Antonio Spurs,111,Los Angeles Clippers,107
Brooklyn Nets,97,Atlanta Hawks,107
Portland Trail Blazers,93,Memphis Grizzlies,99
Chicago Bulls,120,Milwaukee Bucks,66
Los Angeles Clippers,102,San Antonio Spurs,96
