Team1,Team1Score,Team2,Team2Score
Utah Jazz,106,Denver Nuggets,96
Phoenix Suns,91,San Antonio Spurs,102
Chicago Bulls,86,Memphis Grizzlies,102
Orlando Magic,102,New York Knicks,93
Cleveland Cavaliers,102,Charlotte Bobcats,94
Milwaukee Bucks,82,Philadelphia 76ers,94
Houston Rockets,114,Washington Wizards,106
Portland Trail Blazers,84,New Orleans Hornets,77
New Jersey Nets,91,Los Angeles Clippers,101
Toronto Raptors,84,Atlanta Hawks,93
Oklahoma City Thunder,97,Boston Celtics,88
Sacramento Kings,86,Minnesota Timberwolves,99
Dallas Mavericks,70,Los Angeles Lakers,73
Golden State Warriors,105,Cleveland Cavaliers,95
Charlotte Bobcats,89,Orlando Magic,96
San Antonio Spurs,98,Miami Heat,120
Phoenix Suns,97,Chicago Bulls,118
Detroit Pistons,80,Houston Rockets,97
Denver Nuggets,105,Milwaukee Bucks,95
Los Angeles Clippers,79,Utah Jazz,108
San Antonio Spurs,85,Orlando Magic,83
Denver Nuggets,108,Philadelphia 76ers,104
Oklahoma City Thunder,102,Washington Wizards,105
Toronto Raptors,73,Boston Celtics,96
Golden State Warriors,100,New Jersey Nets,107
Phoenix Suns,91,New York Knicks,88
Portland Trail Blazers,89,Atlanta Hawks,92
Detroit Pistons,85,Minnesota Timberwolves,93
Memphis Grizzlies,93,New Orleans Hornets,87
Indiana Pacers,88,Sacramento Kings,92
Dallas Mavericks,89,Los Angeles Clippers,91
New Orleans Hornets,88,Houston Rockets,90
Los Angeles Lakers,87,Miami Heat,98
Dallas Mavericks,94,Utah Jazz,91
Atlanta Hawks,76,Philadelphia 76ers,90
Portland Trail Blazers,94,Toronto Raptors,84
Denver Nuggets,108,Washington Wizards,104
Phoenix Suns,79,Boston Celtics,71
Chicago Bulls,114,Cleveland Cavaliers,75
Memphis Grizzlies,98,Detroit Pistons,81
Milwaukee Bucks,100,New York Knicks,86
Los Angeles Lakers,80,Orlando Magic,92
Sacramento Kings,88,San Antonio Spurs,86
Indiana Pacers,94,Golden State Warriors,91
Minnesota Timberwolves,101,Los Angeles Clippers,98
Cleveland Cavaliers,94,Atlanta Hawks,121
Portland Trail Blazers,91,Detroit Pistons,94
Philadelphia 76ers,92,Miami Heat,113
Denver Nuggets,119,New York Knicks,114
Charlotte Bobcats,89,Chicago Bulls,95
San Antonio Spurs,102,Houston Rockets,105
Sacramento Kings,95,Memphis Grizzlies,128
Oklahoma City Thunder,84,New Jersey Nets,74
Dallas Mavericks,83,New Orleans Hornets,81
Minnesota Timberwolves,98,Utah Jazz,108
Boston Celtics,100,Washington Wizards,94
Toronto Raptors,91,Los Angeles Clippers,103
Milwaukee Bucks,91,Miami Heat,82
Charlotte Bobcats,87,New Jersey Nets,97
Indiana Pacers,98,Los Angeles Lakers,96
Washington Wizards,83,Philadelphia 76ers,103
Orlando Magic,56,Boston Celtics,87
New Jersey Nets,95,Chicago Bulls,110
Atlanta Hawks,97,Milwaukee Bucks,92
Houston Rockets,107,Minnesota Timberwolves,92
San Antonio Spurs,104,New Orleans Hornets,102
Detroit Pistons,79,Oklahoma City Thunder,99
Phoenix Suns,87,Dallas Mavericks,93
Sacramento Kings,89,Portland Trail Blazers,101
Memphis Grizzlies,91,Golden State Warriors,90
New York Knicks,111,Charlotte Bobcats,78
Orlando Magic,102,Indiana Pacers,83
Cleveland Cavaliers,85,Miami Heat,92
Toronto Raptors,99,Phoenix Suns,96
Memphis Grizzlies,84,Portland Trail Blazers,97
New York Knicks,81,Cleveland Cavaliers,91
New Jersey Nets,97,Philadelphia 76ers,90
Charlotte Bobcats,75,Washington Wizards,92
Miami Heat,101,Detroit Pistons,98
Indiana Pacers,95,Chicago Bulls,90
Milwaukee Bucks,105,Houston Rockets,99
New Orleans Hornets,91,Oklahoma City Thunder,101
Minnesota Timberwolves,105,Dallas Mavericks,90
Atlanta Hawks,83,San Antonio Spurs,105
Toronto Raptors,111,Utah Jazz,106
Denver Nuggets,122,Sacramento Kings,93
Portland Trail Blazers,93,Golden State Warriors,101
Los Angeles Clippers,91,Los Angeles Lakers,96
Boston Celtics,91,Orlando Magic,83
Memphis Grizzlies,91,Los Angeles Clippers,98
Charlotte Bobcats,72,Philadelphia 76ers,89
Indiana Pacers,87,Boston Celtics,94
New Jersey Nets,99,Cleveland Cavaliers,96
Atlanta Hawks,107,Detroit Pistons,101
Milwaukee Bucks,100,Chicago Bulls,107
Washington Wizards,76,Houston Rockets,103
New York Knicks,89,Miami Heat,99
San Antonio Spurs,79,Minnesota Timberwolves,87
Orlando Magic,67,New Orleans Hornets,93
Utah Jazz,101,Dallas Mavericks,116
Toronto Raptors,81,Denver Nuggets,96
Phoenix Suns,71,Portland Trail Blazers,109
Oklahoma City Thunder,120,Golden State Warriors,109
Washington Wizards,102,Charlotte Bobcats,99
Detroit Pistons,74,Philadelphia 76ers,95
New York Knicks,84,Houston Rockets,97
Los Angeles Lakers,89,Milwaukee Bucks,100
Memphis Grizzlies,84,Phoenix Suns,86
Sacramento Kings,93,Utah Jazz,96
Chicago Bulls,93,Miami Heat,97
Cleveland Cavaliers,88,Boston Celtics,87
Toronto Raptors,94,New Jersey Nets,73
Indiana Pacers,106,Orlando Magic,85
San Antonio Spurs,100,Dallas Mavericks,101
Los Angeles Lakers,106,Minnesota Timberwolves,101
Atlanta Hawks,94,New Orleans Hornets,72
Los Angeles Clippers,109,Denver Nuggets,105
Orlando Magic,69,Philadelphia 76ers,74
Chicago Bulls,98,Washington Wizards,88
New Orleans Hornets,95,Miami Heat,109
Minnesota Timberwolves,120,Houston Rockets,108
San Antonio Spurs,83,Memphis Grizzlies,73
Detroit Pistons,82,Milwaukee Bucks,103
Dallas Mavericks,122,Phoenix Suns,99
Portland Trail Blazers,89,Utah Jazz,93
Oklahoma City Thunder,100,Los Angeles Clippers,112
Boston Celtics,93,Cleveland Cavaliers,90
New Jersey Nets,99,Indiana Pacers,106
Atlanta Hawks,100,Toronto Raptors,77
Detroit Pistons,86,New York Knicks,113
Denver Nuggets,97,Memphis Grizzlies,100
Sacramento Kings,90,Golden State Warriors,93
Charlotte Bobcats,73,Los Angeles Lakers,106
