Team1,Team1Score,Team2,Team2Score
New Jersey Nets,82,Cleveland Cavaliers,98
Charlotte Bobcats,90,Miami Heat,129
Toronto Raptors,96,Orlando Magic,102
Boston Celtics,94,Washington Wizards,86
Dallas Mavericks,82,Minnesota Timberwolves,99
Memphis Grizzlies,64,Chicago Bulls,104
Los Angeles Lakers,90,Denver Nuggets,99
New Orleans Hornets,80,Sacramento Kings,96
Portland Trail Blazers,88,Los Angeles Clippers,93
Golden State Warriors,91,Phoenix Suns,102
Washington Wizards,92,Boston Celtics,100
Orlando Magic,78,Detroit Pistons,89
Atlanta Hawks,100,Miami Heat,92
Indiana Pacers,108,New Jersey Nets,94
Toronto Raptors,90,New York Knicks,85
San Antonio Spurs,96,Minnesota Timberwolves,106
Oklahoma City Thunder,87,Dallas Mavericks,100
Milwaukee Bucks,86,Denver Nuggets,91
New Orleans Hornets,90,Utah Jazz,94
Charlotte Bobcats,101,Cleveland Cavaliers,115
Atlanta Hawks,74,Chicago Bulls,76
Sacramento Kings,96,Memphis Grizzlies,113
Portland Trail Blazers,103,Oklahoma City Thunder,93
Milwaukee Bucks,73,Utah Jazz,85
Houston Rockets,99,Los Angeles Lakers,108
Washington Wizards,85,Orlando Magic,103
Cleveland Cavaliers,77,Toronto Raptors,92
New Jersey Nets,70,Boston Celtics,89
Chicago Bulls,99,Detroit Pistons,83
Indiana Pacers,83,Miami Heat,118
Charlotte Bobcats,118,New York Knicks,110
Memphis Grizzlies,90,Minnesota Timberwolves,86
Philadelphia 76ers,101,New Orleans Hornets,93
Phoenix Suns,89,Dallas Mavericks,98
Golden State Warriors,95,San Antonio Spurs,101
Sacramento Kings,83,Denver Nuggets,110
Houston Rockets,89,Los Angeles Clippers,117
Miami Heat,116,Atlanta Hawks,109
Dallas Mavericks,71,San Antonio Spurs,93
Milwaukee Bucks,100,Sacramento Kings,103
Los Angeles Lakers,96,Portland Trail Blazers,107
Atlanta Hawks,102,Charlotte Bobcats,96
Detroit Pistons,73,Philadelphia 76ers,96
New Jersey Nets,97,Toronto Raptors,85
New York Knicks,99,Washington Wizards,96
Indiana Pacers,87,Boston Celtics,74
Cleveland Cavaliers,98,Minnesota Timberwolves,87
Denver Nuggets,96,New Orleans Hornets,88
Houston Rockets,94,Oklahoma City Thunder,109
Chicago Bulls,97,Orlando Magic,83
Memphis Grizzlies,85,Utah Jazz,94
Golden State Warriors,90,Los Angeles Lakers,97
Portland Trail Blazers,77,Phoenix Suns,102
Chicago Bulls,94,Atlanta Hawks,109
Charlotte Bobcats,77,Indiana Pacers,99
New York Knicks,103,Detroit Pistons,80
Miami Heat,101,New Jersey Nets,90
Oklahoma City Thunder,98,Houston Rockets,95
Toronto Raptors,62,Philadelphia 76ers,97
Denver Nuggets,117,San Antonio Spurs,121
New Orleans Hornets,81,Dallas Mavericks,96
Utah Jazz,88,Golden State Warriors,87
Milwaukee Bucks,86,Los Angeles Clippers,92
Minnesota Timberwolves,93,Washington Wizards,72
Orlando Magic,104,Sacramento Kings,97
San Antonio Spurs,96,Oklahoma City Thunder,108
Milwaukee Bucks,93,Phoenix Suns,109
Cleveland Cavaliers,78,Portland Trail Blazers,98
Memphis Grizzlies,82,Los Angeles Lakers,90
Indiana Pacers,86,Philadelphia 76ers,96
Minnesota Timberwolves,87,Toronto Raptors,97
Atlanta Hawks,106,New Jersey Nets,101
Charlotte Bobcats,87,New York Knicks,91
Detroit Pistons,68,Chicago Bulls,92
New Orleans Hornets,94,Denver Nuggets,81
Houston Rockets,82,Charlotte Bobcats,70
Sacramento Kings,85,Philadelphia 76ers,112
Toronto Raptors,78,Washington Wizards,93
Dallas Mavericks,100,Detroit Pistons,86
Oklahoma City Thunder,100,Memphis Grizzlies,95
San Antonio Spurs,103,Milwaukee Bucks,106
Chicago Bulls,111,Minnesota Timberwolves,100
Cleveland Cavaliers,105,Utah Jazz,113
Los Angeles Clippers,97,Portland Trail Blazers,105
Miami Heat,106,Golden State Warriors,111
Phoenix Suns,83,Los Angeles Lakers,99
Atlanta Hawks,84,Indiana Pacers,96
Sacramento Kings,98,Toronto Raptors,91
Philadelphia 76ers,79,New York Knicks,85
Dallas Mavericks,90,Boston Celtics,85
Washington Wizards,64,Chicago Bulls,78
Oklahoma City Thunder,95,New Orleans Hornets,85
Houston Rockets,95,San Antonio Spurs,101
New Jersey Nets,115,Denver Nuggets,123
Los Angeles Lakers,90,Utah Jazz,87
Orlando Magic,107,Portland Trail Blazers,104
Miami Heat,89,Los Angeles Clippers,95
Charlotte Bobcats,81,Atlanta Hawks,111
New York Knicks,83,Memphis Grizzlies,94
Detroit Pistons,93,Milwaukee Bucks,102
Cleveland Cavaliers,101,Phoenix Suns,90
Orlando Magic,117,Golden State Warriors,109
Detroit Pistons,98,Charlotte Bobcats,81
Washington Wizards,89,Philadelphia 76ers,120
Indiana Pacers,95,Toronto Raptors,90
Chicago Bulls,88,Boston Celtics,79
Sacramento Kings,89,Houston Rockets,103
Minnesota Timberwolves,87,New Orleans Hornets,80
Milwaukee Bucks,76,Dallas Mavericks,102
Portland Trail Blazers,83,San Antonio Spurs,99
New Jersey Nets,110,Phoenix Suns,103
Miami Heat,104,Denver Nuggets,117
Cleveland Cavaliers,92,Los Angeles Lakers,97
Minnesota Timberwolves,91,Atlanta Hawks,93
Golden State Warriors,100,Charlotte Bobcats,112
Boston Celtics,83,Indiana Pacers,97
Philadelphia 76ers,103,Washington Wizards,90
Toronto Raptors,64,Chicago Bulls,77
Portland Trail Blazers,105,Houston Rockets,107
New Orleans Hornets,99,Memphis Grizzlies,108
New York Knicks,92,Oklahoma City Thunder,104
Sacramento Kings,60,Dallas Mavericks,99
New Jersey Nets,94,Utah Jazz,107
Los Angeles Lakers,94,Los Angeles Clippers,102
Golden State Warriors,99,Detroit Pistons,91
