Team1,Team1Score,Team2,Team2Score
Miami Heat,111,Cleveland Cavaliers,87
Sacramento Kings,108,Detroit Pistons,114
Minnesota Timberwolves,111,Houston Rockets,98
Denver Nuggets,102,Memphis Grizzlies,103
New Orleans Hornets,89,New York Knicks,85
Golden State Warriors,87,Oklahoma City Thunder,110
Dallas Mavericks,82,Philadelphia 76ers,75
Washington Wizards,100,Utah Jazz,114
Phoenix Suns,99,Los Angeles Lakers,111
San Antonio Spurs,103,Los Angeles Clippers,100
New Jersey Nets,97,Chicago Bulls,85
Golden State Warriors,103,Memphis Grizzlies,104
Atlanta Hawks,77,Portland Trail Blazers,97
Dallas Mavericks,97,New York Knicks,104
Orlando Magic,78,Miami Heat,90
Sacramento Kings,92,Cleveland Cavaliers,93
Boston Celtics,81,Detroit Pistons,96
Charlotte Bobcats,73,Indiana Pacers,108
Utah Jazz,85,Houston Rockets,101
Philadelphia 76ers,91,Minnesota Timberwolves,92
Milwaukee Bucks,92,New Jersey Nets,85
Denver Nuggets,118,Oklahoma City Thunder,124
Los Angeles Lakers,90,Phoenix Suns,102
Atlanta Hawks,79,Chicago Bulls,90
New Jersey Nets,100,New York Knicks,92
Boston Celtics,73,Dallas Mavericks,89
Memphis Grizzlies,93,Houston Rockets,97
Orlando Magic,93,Milwaukee Bucks,90
New Orleans Hornets,93,Oklahoma City Thunder,101
Minnesota Timberwolves,101,Denver Nuggets,103
Washington Wizards,88,Phoenix Suns,104
San Antonio Spurs,106,Utah Jazz,102
Los Angeles Clippers,97,Golden State Warriors,104
Portland Trail Blazers,92,Los Angeles Lakers,103
Detroit Pistons,100,Cleveland Cavaliers,101
New Orleans Hornets,108,Indiana Pacers,117
Sacramento Kings,108,Miami Heat,120
Philadelphia 76ers,76,Memphis Grizzlies,89
San Antonio Spurs,97,Portland Trail Blazers,137
Indiana Pacers,102,Charlotte Bobcats,88
New Orleans Hornets,89,Cleveland Cavaliers,84
Boston Celtics,104,Oklahoma City Thunder,119
Detroit Pistons,93,Toronto Raptors,103
Sacramento Kings,115,Washington Wizards,107
Orlando Magic,108,New Jersey Nets,91
Atlanta Hawks,82,New York Knicks,99
Milwaukee Bucks,91,Chicago Bulls,110
Philadelphia 76ers,87,Houston Rockets,93
Utah Jazz,98,Minnesota Timberwolves,100
Golden State Warriors,106,Phoenix Suns,104
Los Angeles Lakers,96,Dallas Mavericks,91
Denver Nuggets,95,Los Angeles Clippers,103
New York Knicks,88,Miami Heat,102
Orlando Magic,78,Atlanta Hawks,83
San Antonio Spurs,114,Denver Nuggets,99
Los Angeles Lakers,85,Oklahoma City Thunder,100
Boston Celtics,86,Cleveland Cavaliers,83
Golden State Warriors,78,Indiana Pacers,102
Philadelphia 76ers,97,Detroit Pistons,68
New Orleans Hornets,95,Chicago Bulls,99
Toronto Raptors,85,Houston Rockets,88
Washington Wizards,118,Milwaukee Bucks,119
New Jersey Nets,93,Dallas Mavericks,92
Utah Jazz,96,Sacramento Kings,103
Minnesota Timberwolves,109,Los Angeles Clippers,97
Oklahoma City Thunder,92,Philadelphia 76ers,88
Orlando Magic,102,Washington Wizards,95
Golden State Warriors,85,Atlanta Hawks,82
Milwaukee Bucks,96,Boston Celtics,102
Charlotte Bobcats,94,Detroit Pistons,109
Cleveland Cavaliers,103,New York Knicks,120
Dallas Mavericks,85,Memphis Grizzlies,96
Toronto Raptors,95,New Orleans Hornets,84
Portland Trail Blazers,95,Denver Nuggets,104
Chicago Bulls,96,San Antonio Spurs,89
Houston Rockets,83,Utah Jazz,104
Minnesota Timberwolves,85,Los Angeles Lakers,104
