Team1,Team1Score,Team2,Team2Score
Detroit Pistons,108,Toronto Raptors,98
Cleveland Cavaliers,94,Atlanta Hawks,102
Orlando Magic,103,Houston Rockets,111
San Antonio Spurs,90,Memphis Grizzlies,92
Charlotte Bobcats,102,Milwaukee Bucks,131
Boston Celtics,100,Minnesota Timberwolves,110
Portland Trail Blazers,102,Utah Jazz,112
Indiana Pacers,109,Los Angeles Clippers,106
Chicago Bulls,86,Washington Wizards,90
New York Knicks,102,Miami Heat,90
Dallas Mavericks,81,Los Angeles Lakers,101
New York Knicks,95,Atlanta Hawks,82
Philadelphia 76ers,83,Charlotte Bobcats,88
Brooklyn Nets,113,Cleveland Cavaliers,95
Washington Wizards,78,Toronto Raptors,88
Detroit Pistons,93,Boston Celtics,98
Minnesota Timberwolves,107,Milwaukee Bucks,98
Orlando Magic,84,San Antonio Spurs,98
Denver Nuggets,113,Utah Jazz,96
Memphis Grizzlies,94,Portland Trail Blazers,76
Houston Rockets,112,Sacramento Kings,102
New Orleans Hornets,88,Golden State Warriors,98
Phoenix Suns,101,Los Angeles Clippers,126
Chicago Bulls,92,Brooklyn Nets,90
Dallas Mavericks,94,Denver Nuggets,95
San Antonio Spurs,88,Oklahoma City Thunder,100
Philadelphia 76ers,101,Atlanta Hawks,90
Cleveland Cavaliers,97,Boston Celtics,91
Milwaukee Bucks,83,New York Knicks,101
Miami Heat,89,Charlotte Bobcats,79
Orlando Magic,86,Chicago Bulls,87
Oklahoma City Thunder,97,Indiana Pacers,75
Toronto Raptors,95,Minnesota Timberwolves,93
New Orleans Hornets,83,Utah Jazz,95
Golden State Warriors,111,Phoenix Suns,107
Dallas Mavericks,117,Sacramento Kings,108
Memphis Grizzlies,84,Los Angeles Lakers,86
Houston Rockets,116,Portland Trail Blazers,98
Indiana Pacers,85,Washington Wizards,104
Charlotte Bobcats,96,Brooklyn Nets,105
Philadelphia 76ers,87,Miami Heat,106
Detroit Pistons,101,Minnesota Timberwolves,107
Toronto Raptors,83,Milwaukee Bucks,100
Atlanta Hawks,97,San Antonio Spurs,99
Houston Rockets,114,Denver Nuggets,132
New York Knicks,125,Oklahoma City Thunder,120
Los Angeles Lakers,95,Los Angeles Clippers,109
Washington Wizards,96,Boston Celtics,107
Orlando Magic,85,Cleveland Cavaliers,91
Memphis Grizzlies,89,Sacramento Kings,87
Chicago Bulls,85,Detroit Pistons,99
Utah Jazz,97,Golden State Warriors,90
New Orleans Hornets,95,Phoenix Suns,92
Dallas Mavericks,96,Portland Trail Blazers,91
Cleveland Cavaliers,94,Indiana Pacers,99
Philadelphia 76ers,83,Brooklyn Nets,104
Milwaukee Bucks,83,Miami Heat,94
Washington Wizards,99,New York Knicks,120
Toronto Raptors,101,Chicago Bulls,98
Phoenix Suns,98,Houston Rockets,101
Charlotte Bobcats,75,Memphis Grizzlies,94
Oklahoma City Thunder,90,Utah Jazz,80
Minnesota Timberwolves,89,Golden State Warriors,105
New Orleans Hornets,96,Los Angeles Lakers,104
Detroit Pistons,111,Cleveland Cavaliers,104
Milwaukee Bucks,103,Orlando Magic,113
Atlanta Hawks,124,Philadelphia 76ers,101
Miami Heat,103,Washington Wizards,98
Brooklyn Nets,101,Boston Celtics,93
Phoenix Suns,102,Dallas Mavericks,91
Los Angeles Lakers,113,Portland Trail Blazers,106
New Orleans Hornets,110,Sacramento Kings,121
San Antonio Spurs,86,Denver Nuggets,96
Minnesota Timberwolves,95,Los Angeles Clippers,111
New York Knicks,111,Chicago Bulls,118
Oklahoma City Thunder,116,Golden State Warriors,97
Brooklyn Nets,117,Indiana Pacers,109
Chicago Bulls,88,Toronto Raptors,97
Philadelphia 76ers,97,Washington Wizards,86
Milwaukee Bucks,104,Atlanta Hawks,109
New York Knicks,101,Cleveland Cavaliers,91
Charlotte Bobcats,93,Detroit Pistons,113
Boston Celtics,101,Miami Heat,109
Memphis Grizzlies,82,Houston Rockets,78
Los Angeles Clippers,96,New Orleans Hornets,93
Denver Nuggets,105,Dallas Mavericks,108
Sacramento Kings,101,San Antonio Spurs,108
Minnesota Timberwolves,100,Utah Jazz,107
Oklahoma City Thunder,106,Portland Trail Blazers,90
Golden State Warriors,116,Los Angeles Lakers,118
Milwaukee Bucks,85,Charlotte Bobcats,95
Boston Celtics,120,Orlando Magic,88
Los Angeles Clippers,91,Memphis Grizzlies,87
Phoenix Suns,93,Minnesota Timberwolves,105
Chicago Bulls,93,Miami Heat,105
Indiana Pacers,80,New York Knicks,90
Cleveland Cavaliers,77,Philadelphia 76ers,91
Brooklyn Nets,87,Toronto Raptors,93
Portland Trail Blazers,109,Denver Nuggets,118
Dallas Mavericks,107,New Orleans Hornets,89
Sacramento Kings,100,Houston Rockets,121
San Antonio Spurs,86,Los Angeles Lakers,91
New York Knicks,95,Charlotte Bobcats,106
Miami Heat,96,Cleveland Cavaliers,95
Chicago Bulls,102,Orlando Magic,84
Washington Wizards,101,Brooklyn Nets,106
Philadelphia 76ers,101,Detroit Pistons,109
Memphis Grizzlies,103,Dallas Mavericks,97
Denver Nuggets,112,Milwaukee Bucks,111
Utah Jazz,96,Minnesota Timberwolves,80
Sacramento Kings,95,Oklahoma City Thunder,104
Houston Rockets,112,Phoenix Suns,119
San Antonio Spurs,106,Golden State Warriors,116
Toronto Raptors,113,Atlanta Hawks,96
Portland Trail Blazers,77,Los Angeles Clippers,93
Detroit Pistons,99,Brooklyn Nets,103
Cleveland Cavaliers,98,Charlotte Bobcats,105
Washington Wizards,92,Chicago Bulls,95
New Orleans Hornets,87,Dallas Mavericks,99
Phoenix Suns,98,Denver Nuggets,118
Philadelphia 76ers,105,Indiana Pacers,95
Utah Jazz,70,Memphis Grizzlies,86
Orlando Magic,93,Miami Heat,105
Atlanta Hawks,92,New York Knicks,98
Milwaukee Bucks,95,Oklahoma City Thunder,89
Minnesota Timberwolves,108,San Antonio Spurs,95
Boston Celtics,90,Toronto Raptors,114
Houston Rockets,95,Los Angeles Lakers,99
Golden State Warriors,99,Portland Trail Blazers,88
Los Angeles Clippers,112,Sacramento Kings,108
Boston Celtics,78,New York Knicks,85
Golden State Warriors,95,Denver Nuggets,97
Chicago Bulls,89,Brooklyn Nets,106
Memphis Grizzlies,91,Los Angeles Clippers,112
Atlanta Hawks,90,Indiana Pacers,107
Los Angeles Lakers,79,San Antonio Spurs,91
Milwaukee Bucks,87,Miami Heat,110
Houston Rockets,91,Oklahoma City Thunder,120
Chicago Bulls,90,Brooklyn Nets,82
Memphis Grizzlies,91,Los Angeles Clippers,93
Milwaukee Bucks,86,Miami Heat,98
Boston Celtics,71,New York Knicks,87
Golden State Warriors,131,Denver Nuggets,117
Houston Rockets,102,Oklahoma City Thunder,105
Atlanta Hawks,98,Indiana Pacers,113
Los Angeles Lakers,91,San Antonio Spurs,102
Miami Heat,104,Milwaukee Bucks,91
Brooklyn Nets,76,Chicago Bulls,79
Los Angeles Clippers,82,Memphis Grizzlies,94
New York Knicks,90,Boston Celtics,76
Denver Nuggets,108,Golden State Warriors,110
San Antonio Spurs,120,Los Angeles Lakers,89
Brooklyn Nets,134,Chicago Bulls,142
Los Angeles Clippers,83,Memphis Grizzlies,104
Indiana Pacers,69,Atlanta Hawks,90
Oklahoma City Thunder,104,Houston Rockets,101
New York Knicks,90,Boston Celtics,97
Miami Heat,88,Milwaukee Bucks,77
San Antonio Spurs,103,Los Angeles Lakers,82
Denver Nuggets,101,Golden State Warriors,115
Chicago Bulls,91,Brooklyn Nets,110
Indiana Pacers,91,Atlanta Hawks,102
Oklahoma City Thunder,103,Houston Rockets,105
Golden State Warriors,100,Denver Nuggets,107
Memphis Grizzlies,103,Los Angeles Clippers,93
