Team1,Team1Score,Team2,Team2Score
Miami Heat,89,Indiana Pacers,102
Los Angeles Clippers,73,Toronto Raptors,98
Orlando Magic,84,Boston Celtics,97
Chicago Bulls,89,Brooklyn Nets,93
Cleveland Cavaliers,99,Detroit Pistons,117
Milwaukee Bucks,86,New York Knicks,96
Sacramento Kings,80,Philadelphia 76ers,89
Washington Wizards,76,Memphis Grizzlies,85
New Orleans Hornets,98,Denver Nuggets,113
Dallas Mavericks,109,Phoenix Suns,99
Portland Trail Blazers,77,Utah Jazz,86
Los Angeles Lakers,111,Minnesota Timberwolves,100
Chicago Bulls,93,Atlanta Hawks,76
Oklahoma City Thunder,110,Cleveland Cavaliers,115
Sacramento Kings,81,New York Knicks,120
Charlotte Bobcats,95,Houston Rockets,109
New Orleans Hornets,86,Minnesota Timberwolves,115
Orlando Magic,98,Milwaukee Bucks,107
Washington Wizards,86,San Antonio Spurs,96
Utah Jazz,99,Portland Trail Blazers,105
Phoenix Suns,93,Golden State Warriors,113
Los Angeles Clippers,104,Boston Celtics,106
Los Angeles Lakers,98,Detroit Pistons,97
Miami Heat,100,Toronto Raptors,85
Chicago Bulls,101,Indiana Pacers,111
Orlando Magic,61,Philadelphia 76ers,78
Los Angeles Clippers,90,Washington Wizards,98
Charlotte Bobcats,94,Miami Heat,99
Detroit Pistons,85,New York Knicks,99
Portland Trail Blazers,100,Minnesota Timberwolves,98
Dallas Mavericks,91,Oklahoma City Thunder,112
Sacramento Kings,91,Utah Jazz,98
Atlanta Hawks,103,Indiana Pacers,114
Los Angeles Lakers,92,Brooklyn Nets,83
Golden State Warriors,109,Houston Rockets,140
Phoenix Suns,96,Memphis Grizzlies,90
Milwaukee Bucks,104,Denver Nuggets,112
Charlotte Bobcats,95,Cleveland Cavaliers,122
Los Angeles Clippers,86,Orlando Magic,76
Indiana Pacers,88,Philadelphia 76ers,69
Boston Celtics,99,Toronto Raptors,95
New York Knicks,96,Washington Wizards,106
Memphis Grizzlies,92,Atlanta Hawks,103
Brooklyn Nets,93,Detroit Pistons,90
Houston Rockets,108,Miami Heat,114
Phoenix Suns,84,New Orleans Hornets,93
Golden State Warriors,98,Oklahoma City Thunder,119
Portland Trail Blazers,99,Dallas Mavericks,105
San Antonio Spurs,104,Minnesota Timberwolves,94
Milwaukee Bucks,86,Utah Jazz,100
Los Angeles Lakers,95,Boston Celtics,116
Chicago Bulls,96,Denver Nuggets,128
Los Angeles Lakers,100,Charlotte Bobcats,93
Toronto Raptors,100,Indiana Pacers,98
Brooklyn Nets,74,Washington Wizards,89
New Orleans Hornets,111,Atlanta Hawks,100
Orlando Magic,108,Cleveland Cavaliers,119
San Antonio Spurs,109,Detroit Pistons,119
Portland Trail Blazers,103,Houston Rockets,118
Golden State Warriors,93,Memphis Grizzlies,99
Los Angeles Clippers,89,Miami Heat,111
New York Knicks,100,Minnesota Timberwolves,94
Phoenix Suns,96,Oklahoma City Thunder,127
Chicago Bulls,93,Utah Jazz,89
Denver Nuggets,111,Cleveland Cavaliers,103
Charlotte Bobcats,76,Philadelphia 76ers,87
Golden State Warriors,91,Dallas Mavericks,116
Detroit Pistons,105,Milwaukee Bucks,100
Utah Jazz,109,Sacramento Kings,120
Los Angeles Clippers,102,New York Knicks,88
Los Angeles Lakers,97,Miami Heat,107
Denver Nuggets,114,Boston Celtics,118
Minnesota Timberwolves,88,Memphis Grizzlies,105
Portland Trail Blazers,104,Orlando Magic,110
New Orleans Hornets,89,Toronto Raptors,102
San Antonio Spurs,111,Brooklyn Nets,86
Oklahoma City Thunder,97,Phoenix Suns,69
Houston Rockets,111,Sacramento Kings,117
Boston Celtics,91,Charlotte Bobcats,94
Minnesota Timberwolves,100,Cleveland Cavaliers,92
Brooklyn Nets,89,Indiana Pacers,84
Los Angeles Clippers,107,Philadelphia 76ers,90
New Orleans Hornets,105,Detroit Pistons,86
San Antonio Spurs,103,Chicago Bulls,89
Washington Wizards,102,Milwaukee Bucks,90
Atlanta Hawks,105,Dallas Mavericks,101
Denver Nuggets,108,Toronto Raptors,109
Portland Trail Blazers,104,Miami Heat,117
Sacramento Kings,101,Memphis Grizzlies,108
Oklahoma City Thunder,94,Utah Jazz,109
Houston Rockets,116,Golden State Warriors,107
Phoenix Suns,85,Los Angeles Lakers,91
San Antonio Spurs,96,Cleveland Cavaliers,95
Charlotte Bobcats,77,Indiana Pacers,101
Atlanta Hawks,108,Orlando Magic,76
Chicago Bulls,69,Boston Celtics,71
Denver Nuggets,108,Brooklyn Nets,119
Washington Wizards,85,Detroit Pistons,96
Toronto Raptors,92,New York Knicks,88
Philadelphia 76ers,92,Milwaukee Bucks,94
Utah Jazz,97,Minnesota Timberwolves,93
Portland Trail Blazers,63,New Orleans Hornets,99
Sacramento Kings,100,Dallas Mavericks,123
Houston Rockets,96,Los Angeles Clippers,106
Miami Heat,110,Oklahoma City Thunder,100
Los Angeles Clippers,125,Los Angeles Lakers,101
Charlotte Bobcats,105,Orlando Magic,92
Toronto Raptors,96,Washington Wizards,88
Milwaukee Bucks,111,Brooklyn Nets,113
Memphis Grizzlies,105,Detroit Pistons,91
Chicago Bulls,96,New Orleans Hornets,87
Boston Celtics,90,Denver Nuggets,97
Golden State Warriors,101,Utah Jazz,115
Phoenix Suns,102,Portland Trail Blazers,98
San Antonio Spurs,108,Sacramento Kings,102
Detroit Pistons,105,Charlotte Bobcats,99
New York Knicks,91,Indiana Pacers,125
Memphis Grizzlies,88,Toronto Raptors,82
Miami Heat,103,Atlanta Hawks,90
New Orleans Hornets,100,Cleveland Cavaliers,105
Oklahoma City Thunder,119,Houston Rockets,122
Brooklyn Nets,97,Milwaukee Bucks,94
Philadelphia 76ers,87,Minnesota Timberwolves,94
Orlando Magic,96,Dallas Mavericks,111
Phoenix Suns,98,Golden State Warriors,108
Boston Celtics,99,Los Angeles Lakers,113
Miami Heat,86,Chicago Bulls,67
San Antonio Spurs,116,Los Angeles Clippers,90
Chicago Bulls,105,Charlotte Bobcats,75
Detroit Pistons,82,Indiana Pacers,114
New York Knicks,98,Toronto Raptors,100
Denver Nuggets,113,Washington Wizards,119
Sacramento Kings,108,Atlanta Hawks,122
Houston Rockets,106,Brooklyn Nets,96
Orlando Magic,82,Memphis Grizzlies,88
Dallas Mavericks,104,New Orleans Hornets,100
Minnesota Timberwolves,111,Oklahoma City Thunder,127
Boston Celtics,113,Phoenix Suns,88
San Antonio Spurs,101,Golden State Warriors,107
Portland Trail Blazers,107,Los Angeles Lakers,111
Denver Nuggets,113,Charlotte Bobcats,99
Cleveland Cavaliers,118,Orlando Magic,94
Houston Rockets,103,Washington Wizards,105
Indiana Pacers,90,Detroit Pistons,72
Miami Heat,114,Philadelphia 76ers,90
Atlanta Hawks,103,Milwaukee Bucks,102
Utah Jazz,94,Los Angeles Clippers,107
Los Angeles Lakers,103,Dallas Mavericks,99
Golden State Warriors,100,Minnesota Timberwolves,99
Cleveland Cavaliers,105,Miami Heat,109
Sacramento Kings,95,New Orleans Hornets,110
Memphis Grizzlies,76,Brooklyn Nets,72
Philadelphia 76ers,93,New York Knicks,99
San Antonio Spurs,97,Phoenix Suns,87
Boston Celtics,86,Portland Trail Blazers,92
Chicago Bulls,72,Oklahoma City Thunder,102
Washington Wizards,90,Toronto Raptors,84
Atlanta Hawks,114,Detroit Pistons,103
Los Angeles Lakers,108,Denver Nuggets,119
Boston Celtics,110,Utah Jazz,107
Golden State Warriors,97,Indiana Pacers,108
Orlando Magic,98,Philadelphia 76ers,84
Sacramento Kings,129,Miami Heat,141
Cleveland Cavaliers,101,Chicago Bulls,98
Brooklyn Nets,101,New Orleans Hornets,97
Milwaukee Bucks,95,Dallas Mavericks,90
Minnesota Timberwolves,83,Phoenix Suns,84
Charlotte Bobcats,84,Los Angeles Clippers,106
Toronto Raptors,92,Cleveland Cavaliers,103
Sacramento Kings,125,Orlando Magic,101
Detroit Pistons,96,Washington Wizards,95
Milwaukee Bucks,110,Houston Rockets,107
Dallas Mavericks,84,Memphis Grizzlies,90
Golden State Warriors,105,New York Knicks,109
New Orleans Hornets,74,Oklahoma City Thunder,119
Phoenix Suns,105,San Antonio Spurs,101
Atlanta Hawks,102,Utah Jazz,91
Denver Nuggets,111,Portland Trail Blazers,109
Los Angeles Clippers,99,Indiana Pacers,91
Philadelphia 76ers,82,Chicago Bulls,93
Minnesota Timberwolves,94,Los Angeles Lakers,116
