Team1,Team1Score,Team2,Team2Score
Atlanta Hawks,58,Chicago Bulls,97
Los Angeles Clippers,99,Memphis Grizzlies,73
Minnesota Timberwolves,98,Dallas Mavericks,113
Oklahoma City Thunder,102,Phoenix Suns,90
Miami Heat,97,Utah Jazz,104
Cleveland Cavaliers,118,Sacramento Kings,124
Indiana Pacers,103,Charlotte Bobcats,76
New Orleans Hornets,111,Philadelphia 76ers,99
Toronto Raptors,106,Brooklyn Nets,113
Los Angeles Clippers,117,Houston Rockets,109
Portland Trail Blazers,111,Denver Nuggets,115
Milwaukee Bucks,88,Los Angeles Lakers,104
Indiana Pacers,86,Orlando Magic,97
Chicago Bulls,107,Toronto Raptors,105
Brooklyn Nets,95,Atlanta Hawks,109
New Orleans Hornets,90,Boston Celtics,78
Houston Rockets,100,Dallas Mavericks,105
Denver Nuggets,97,Oklahoma City Thunder,117
Memphis Grizzlies,82,San Antonio Spurs,103
Cleveland Cavaliers,93,Portland Trail Blazers,88
Washington Wizards,94,Sacramento Kings,95
Miami Heat,92,Golden State Warriors,75
New York Knicks,102,Detroit Pistons,87
Los Angeles Clippers,90,Minnesota Timberwolves,77
Milwaukee Bucks,98,Phoenix Suns,94
Miami Heat,99,Los Angeles Lakers,90
Chicago Bulls,100,Boston Celtics,99
Houston Rockets,95,Indiana Pacers,105
Charlotte Bobcats,106,Orlando Magic,100
Toronto Raptors,101,Philadelphia 76ers,108
Atlanta Hawks,89,Brooklyn Nets,94
Sacramento Kings,69,Memphis Grizzlies,85
Golden State Warriors,88,San Antonio Spurs,95
Washington Wizards,112,Denver Nuggets,108
Oklahoma City Thunder,117,Dallas Mavericks,114
San Antonio Spurs,98,Atlanta Hawks,93
Sacramento Kings,97,Charlotte Bobcats,93
Memphis Grizzlies,85,Chicago Bulls,82
Houston Rockets,79,Minnesota Timberwolves,92
Golden State Warriors,116,New Orleans Hornets,112
Cleveland Cavaliers,98,Utah Jazz,109
Milwaukee Bucks,110,Portland Trail Blazers,104
Washington Wizards,87,Los Angeles Clippers,94
Los Angeles Lakers,103,Toronto Raptors,108
Dallas Mavericks,111,Orlando Magic,105
Boston Celtics,88,Detroit Pistons,103
Oklahoma City Thunder,118,Denver Nuggets,121
Indiana Pacers,82,Memphis Grizzlies,81
Sacramento Kings,105,New Orleans Hornets,114
Minnesota Timberwolves,96,Atlanta Hawks,104
Houston Rockets,100,Charlotte Bobcats,94
Brooklyn Nets,88,New York Knicks,85
Los Angeles Clippers,99,Golden State Warriors,106
San Antonio Spurs,90,Philadelphia 76ers,85
Los Angeles Lakers,83,Chicago Bulls,95
Washington Wizards,98,Portland Trail Blazers,95
Boston Celtics,90,Cleveland Cavaliers,95
Orlando Magic,90,Detroit Pistons,105
Philadelphia 76ers,102,Milwaukee Bucks,110
Oklahoma City Thunder,109,Los Angeles Clippers,97
Atlanta Hawks,104,Charlotte Bobcats,92
Toronto Raptors,116,Miami Heat,123
Detroit Pistons,82,Chicago Bulls,85
Denver Nuggets,105,Houston Rockets,95
Los Angeles Lakers,93,Memphis Grizzlies,106
Brooklyn Nets,91,Minnesota Timberwolves,83
New Orleans Hornets,102,San Antonio Spurs,106
Washington Wizards,88,Utah Jazz,92
Indiana Pacers,80,Portland Trail Blazers,100
Phoenix Suns,106,Sacramento Kings,96
Oklahoma City Thunder,99,Golden State Warriors,104
Toronto Raptors,97,Orlando Magic,95
New York Knicks,89,Boston Celtics,86
Los Angeles Clippers,88,Phoenix Suns,93
Minnesota Timberwolves,101,Washington Wizards,114
Boston Celtics,111,Atlanta Hawks,123
Milwaukee Bucks,108,Cleveland Cavaliers,113
Detroit Pistons,88,Miami Heat,110
Golden State Warriors,87,Chicago Bulls,103
San Antonio Spurs,113,Dallas Mavericks,107
Brooklyn Nets,77,Memphis Grizzlies,101
Houston Rockets,100,New Orleans Hornets,82
Oklahoma City Thunder,105,Sacramento Kings,95
Utah Jazz,84,Los Angeles Lakers,102
New York Knicks,80,Philadelphia 76ers,97
Cleveland Cavaliers,99,Toronto Raptors,98
Chicago Bulls,73,Washington Wizards,86
Minnesota Timberwolves,101,Charlotte Bobcats,102
Brooklyn Nets,106,Houston Rockets,119
Golden State Warriors,102,Milwaukee Bucks,109
Phoenix Suns,99,San Antonio Spurs,108
Sacramento Kings,93,Denver Nuggets,121
Indiana Pacers,110,Utah Jazz,114
Los Angeles Clippers,100,Portland Trail Blazers,101
Miami Heat,98,Boston Celtics,100
Oklahoma City Thunder,96,Los Angeles Lakers,105
New Orleans Hornets,91,Memphis Grizzlies,83
Detroit Pistons,104,Orlando Magic,102
Atlanta Hawks,104,New York Knicks,106
Phoenix Suns,95,Dallas Mavericks,110
Portland Trail Blazers,83,Los Angeles Clippers,96
Memphis Grizzlies,103,Philadelphia 76ers,100
Golden State Warriors,114,Toronto Raptors,102
Sacramento Kings,96,Washington Wizards,94
Orlando Magic,77,Brooklyn Nets,97
Charlotte Bobcats,85,Chicago Bulls,93
Indiana Pacers,101,Denver Nuggets,102
Houston Rockets,125,Utah Jazz,80
Golden State Warriors,108,Cleveland Cavaliers,95
Milwaukee Bucks,117,Detroit Pistons,90
Dallas Mavericks,104,Portland Trail Blazers,106
New Orleans Hornets,106,Los Angeles Lakers,111
Detroit Pistons,79,Indiana Pacers,98
Washington Wizards,84,Philadelphia 76ers,92
Toronto Raptors,92,Atlanta Hawks,93
Sacramento Kings,81,Boston Celtics,99
Orlando Magic,97,New York Knicks,113
Miami Heat,105,Brooklyn Nets,85
Chicago Bulls,104,Milwaukee Bucks,88
Los Angeles Clippers,96,Minnesota Timberwolves,90
Charlotte Bobcats,78,San Antonio Spurs,102
Houston Rockets,110,Denver Nuggets,118
New Orleans Hornets,99,Utah Jazz,104
Los Angeles Lakers,86,Phoenix Suns,92
Memphis Grizzlies,89,Oklahoma City Thunder,106
Dallas Mavericks,97,Golden State Warriors,100
