Team1,Team1Score,Team2,Team2Score
Dallas Mavericks,103,Washington Wizards,94
Sacramento Kings,97,Detroit Pistons,103
Portland Trail Blazers,105,New York Knicks,100
Atlanta Hawks,95,New Orleans Hornets,86
Los Angeles Clippers,78,Denver Nuggets,92
Philadelphia 76ers,103,Los Angeles Lakers,99
Sacramento Kings,97,Cleveland Cavaliers,94
Washington Wizards,81,Indiana Pacers,89
Chicago Bulls,96,Orlando Magic,94
Portland Trail Blazers,79,Toronto Raptors,102
Memphis Grizzlies,93,Boston Celtics,83
Dallas Mavericks,109,Miami Heat,119
New Orleans Hornets,92,Houston Rockets,104
San Antonio Spurs,117,Milwaukee Bucks,110
Brooklyn Nets,110,Oklahoma City Thunder,93
Philadelphia 76ers,89,Phoenix Suns,95
Minnesota Timberwolves,84,Utah Jazz,106
Los Angeles Clippers,94,Golden State Warriors,115
San Antonio Spurs,83,New York Knicks,100
Minnesota Timberwolves,101,Denver Nuggets,97
Cleveland Cavaliers,106,Charlotte Bobcats,104
Sacramento Kings,105,Toronto Raptors,96
Brooklyn Nets,115,Washington Wizards,113
Atlanta Hawks,84,Detroit Pistons,85
Indiana Pacers,75,Boston Celtics,94
Portland Trail Blazers,86,Memphis Grizzlies,84
Chicago Bulls,96,Miami Heat,89
Philadelphia 76ers,85,Oklahoma City Thunder,109
Houston Rockets,115,Milwaukee Bucks,101
Utah Jazz,87,Phoenix Suns,80
Los Angeles Lakers,102,Los Angeles Clippers,107
Boston Celtics,89,Atlanta Hawks,81
Milwaukee Bucks,80,Indiana Pacers,95
New York Knicks,114,Orlando Magic,106
Sacramento Kings,93,Brooklyn Nets,113
Houston Rockets,112,Cleveland Cavaliers,104
Portland Trail Blazers,102,Minnesota Timberwolves,97
New Orleans Hornets,99,Dallas Mavericks,96
Philadelphia 76ers,86,San Antonio Spurs,109
Utah Jazz,91,Denver Nuggets,110
Golden State Warriors,89,Los Angeles Clippers,115
Oklahoma City Thunder,104,Toronto Raptors,92
Washington Wizards,71,Miami Heat,99
Charlotte Bobcats,108,Detroit Pistons,101
Memphis Grizzlies,92,Phoenix Suns,81
Denver Nuggets,112,Los Angeles Lakers,105
Oklahoma City Thunder,99,Washington Wizards,101
Boston Celtics,102,New York Knicks,96
Cleveland Cavaliers,92,Chicago Bulls,118
San Antonio Spurs,88,New Orleans Hornets,95
Dallas Mavericks,94,Utah Jazz,100
Orlando Magic,119,Portland Trail Blazers,125
Memphis Grizzlies,113,Sacramento Kings,81
Miami Heat,77,Indiana Pacers,87
Brooklyn Nets,109,Philadelphia 76ers,89
Los Angeles Lakers,112,Houston Rockets,125
Phoenix Suns,99,Milwaukee Bucks,108
Atlanta Hawks,103,Minnesota Timberwolves,108
Utah Jazz,112,Charlotte Bobcats,102
Atlanta Hawks,83,Cleveland Cavaliers,99
Philadelphia 76ers,72,Toronto Raptors,90
Phoenix Suns,79,Boston Celtics,87
Milwaukee Bucks,104,Chicago Bulls,96
Houston Rockets,79,New Orleans Hornets,88
Minnesota Timberwolves,84,Oklahoma City Thunder,106
Los Angeles Lakers,105,San Antonio Spurs,108
Orlando Magic,105,Denver Nuggets,108
Memphis Grizzlies,94,Golden State Warriors,87
Dallas Mavericks,93,Los Angeles Clippers,99
New York Knicks,76,Indiana Pacers,81
Dallas Mavericks,117,Sacramento Kings,112
Miami Heat,90,Portland Trail Blazers,92
Charlotte Bobcats,78,Toronto Raptors,99
Utah Jazz,95,Atlanta Hawks,103
Houston Rockets,91,Boston Celtics,103
Phoenix Suns,79,Brooklyn Nets,99
San Antonio Spurs,98,Memphis Grizzlies,101
Minnesota Timberwolves,92,New Orleans Hornets,104
Chicago Bulls,108,New York Knicks,101
Detroit Pistons,103,Milwaukee Bucks,87
Cleveland Cavaliers,91,Denver Nuggets,98
Portland Trail Blazers,97,Golden State Warriors,103
Oklahoma City Thunder,116,Los Angeles Lakers,101
Orlando Magic,104,Los Angeles Clippers,101
Charlotte Bobcats,88,Indiana Pacers,96
Atlanta Hawks,83,Washington Wizards,93
Utah Jazz,90,Detroit Pistons,87
Houston Rockets,100,Philadelphia 76ers,107
Phoenix Suns,97,Chicago Bulls,81
Memphis Grizzlies,83,Dallas Mavericks,104
Miami Heat,128,Sacramento Kings,99
New Orleans Hornets,87,New York Knicks,100
Milwaukee Bucks,107,Toronto Raptors,96
Indiana Pacers,86,Brooklyn Nets,97
Minnesota Timberwolves,88,San Antonio Spurs,106
Golden State Warriors,105,Denver Nuggets,116
Oklahoma City Thunder,87,Portland Trail Blazers,83
Cleveland Cavaliers,93,Los Angeles Lakers,113
Orlando Magic,91,Washington Wizards,120
Charlotte Bobcats,89,Boston Celtics,100
