Team1,Team1Score,Team2,Team2Score
Houston Rockets,118,Orlando Magic,110
Indiana Pacers,93,Toronto Raptors,81
New York Knicks,96,Washington Wizards,88
Golden State Warriors,86,Boston Celtics,94
Los Angeles Clippers,105,Cleveland Cavaliers,89
Dallas Mavericks,98,Brooklyn Nets,90
Memphis Grizzlies,91,Miami Heat,98
Detroit Pistons,95,New Orleans Hornets,100
Sacramento Kings,102,San Antonio Spurs,130
Atlanta Hawks,87,Phoenix Suns,92
Charlotte Bobcats,68,Utah Jazz,98
Oklahoma City Thunder,103,Denver Nuggets,105
Golden State Warriors,97,Philadelphia 76ers,104
Brooklyn Nets,85,Chicago Bulls,96
Toronto Raptors,114,Milwaukee Bucks,122
Minnesota Timberwolves,94,Portland Trail Blazers,109
Miami Heat,99,New York Knicks,93
Oklahoma City Thunder,108,Los Angeles Clippers,104
Memphis Grizzlies,108,Orlando Magic,82
Charlotte Bobcats,83,Sacramento Kings,119
Philadelphia 76ers,87,Washington Wizards,90
Dallas Mavericks,103,Houston Rockets,136
Detroit Pistons,75,San Antonio Spurs,114
Chicago Bulls,92,Indiana Pacers,97
Atlanta Hawks,98,Los Angeles Lakers,99
New York Knicks,102,Cleveland Cavaliers,97
Utah Jazz,108,Milwaukee Bucks,109
Miami Heat,97,Minnesota Timberwolves,81
Orlando Magic,105,New Orleans Hornets,102
Atlanta Hawks,88,Denver Nuggets,104
Charlotte Bobcats,105,Portland Trail Blazers,122
Toronto Raptors,118,Golden State Warriors,125
Boston Celtics,109,Philadelphia 76ers,101
Los Angeles Lakers,105,Oklahoma City Thunder,122
Denver Nuggets,120,Sacramento Kings,113
Brooklyn Nets,99,Charlotte Bobcats,78
Utah Jazz,101,Cleveland Cavaliers,104
Boston Celtics,83,Indiana Pacers,81
Philadelphia 76ers,96,Atlanta Hawks,107
New York Knicks,87,Detroit Pistons,77
Orlando Magic,96,Miami Heat,97
Portland Trail Blazers,85,Memphis Grizzlies,91
Washington Wizards,82,Minnesota Timberwolves,87
Los Angeles Lakers,108,New Orleans Hornets,102
Houston Rockets,108,Dallas Mavericks,112
Toronto Raptors,98,Phoenix Suns,71
Chicago Bulls,83,San Antonio Spurs,101
Sacramento Kings,83,Golden State Warriors,87
Milwaukee Bucks,101,Los Angeles Clippers,117
Oklahoma City Thunder,95,New York Knicks,94
Los Angeles Clippers,92,Denver Nuggets,107
Oklahoma City Thunder,116,Charlotte Bobcats,94
Indiana Pacers,115,Orlando Magic,86
Washington Wizards,78,Brooklyn Nets,95
Memphis Grizzlies,103,Cleveland Cavaliers,92
Dallas Mavericks,102,Detroit Pistons,99
Atlanta Hawks,102,Boston Celtics,107
Utah Jazz,88,Chicago Bulls,89
Philadelphia 76ers,93,Miami Heat,102
Portland Trail Blazers,136,San Antonio Spurs,106
Phoenix Suns,112,Sacramento Kings,121
Houston Rockets,94,Golden State Warriors,88
Toronto Raptors,116,Los Angeles Lakers,118
Brooklyn Nets,93,Atlanta Hawks,80
Utah Jazz,84,New York Knicks,113
New Orleans Hornets,85,Memphis Grizzlies,96
Charlotte Bobcats,87,Washington Wizards,104
Minnesota Timberwolves,88,Denver Nuggets,111
