Team1,Team1Score,Team2,Team2Score
Houston Rockets,105,Phoenix Suns,107
Milwaukee Bucks,103,Golden State Warriors,93
Boston Celtics,79,Oklahoma City Thunder,91
Chicago Bulls,81,Los Angeles Lakers,90
Indiana Pacers,91,Miami Heat,105
Philadelphia 76ers,91,Orlando Magic,99
Cleveland Cavaliers,96,Toronto Raptors,100
Dallas Mavericks,100,Minnesota Timberwolves,77
Portland Trail Blazers,96,New Orleans Hornets,98
Milwaukee Bucks,115,Sacramento Kings,113
Detroit Pistons,97,Los Angeles Clippers,129
Brooklyn Nets,97,Philadelphia 76ers,106
Oklahoma City Thunder,93,San Antonio Spurs,105
Detroit Pistons,90,Utah Jazz,103
Denver Nuggets,108,Phoenix Suns,93
New York Knicks,63,Golden State Warriors,92
Boston Celtics,74,Charlotte Bobcats,100
Washington Wizards,90,Cleveland Cavaliers,95
Los Angeles Lakers,106,Orlando Magic,97
New Orleans Hornets,98,Brooklyn Nets,108
Atlanta Hawks,81,Miami Heat,98
Dallas Mavericks,115,Milwaukee Bucks,108
San Antonio Spurs,83,Minnesota Timberwolves,107
Memphis Grizzlies,102,Portland Trail Blazers,97
Minnesota Timberwolves,91,Indiana Pacers,107
Miami Heat,98,Philadelphia 76ers,94
Milwaukee Bucks,93,Washington Wizards,106
Los Angeles Lakers,92,Atlanta Hawks,96
Toronto Raptors,88,Boston Celtics,112
Phoenix Suns,81,Houston Rockets,111
Utah Jazz,87,Oklahoma City Thunder,110
Chicago Bulls,79,Sacramento Kings,121
New York Knicks,94,Denver Nuggets,117
Detroit Pistons,97,Golden State Warriors,105
Memphis Grizzlies,96,Los Angeles Clippers,85
Dallas Mavericks,91,San Antonio Spurs,92
New York Knicks,90,Portland Trail Blazers,105
Los Angeles Lakers,99,Indiana Pacers,93
Charlotte Bobcats,78,Toronto Raptors,92
New Orleans Hornets,87,Washington Wizards,96
Phoenix Suns,94,Atlanta Hawks,107
Minnesota Timberwolves,100,Houston Rockets,108
Orlando Magic,104,Oklahoma City Thunder,117
Cleveland Cavaliers,86,Dallas Mavericks,96
Miami Heat,107,Milwaukee Bucks,94
Memphis Grizzlies,80,Denver Nuggets,87
Chicago Bulls,113,Golden State Warriors,95
Phoenix Suns,105,Washington Wizards,127
Charlotte Bobcats,88,Boston Celtics,105
Indiana Pacers,91,Philadelphia 76ers,98
Cleveland Cavaliers,113,San Antonio Spurs,119
Detroit Pistons,101,Portland Trail Blazers,112
Memphis Grizzlies,84,Utah Jazz,90
Orlando Magic,109,Milwaukee Bucks,115
Miami Heat,108,Toronto Raptors,91
New York Knicks,80,Los Angeles Clippers,93
Golden State Warriors,108,Houston Rockets,78
New Orleans Hornets,95,Minnesota Timberwolves,97
Oklahoma City Thunder,107,Dallas Mavericks,101
Atlanta Hawks,105,Brooklyn Nets,93
Sacramento Kings,102,Los Angeles Lakers,113
Washington Wizards,114,Charlotte Bobcats,119
Indiana Pacers,111,Cleveland Cavaliers,90
Portland Trail Blazers,100,Philadelphia 76ers,101
Dallas Mavericks,127,Atlanta Hawks,113
Brooklyn Nets,119,Detroit Pistons,82
Miami Heat,105,Boston Celtics,103
Denver Nuggets,119,Chicago Bulls,118
Minnesota Timberwolves,77,Memphis Grizzlies,92
Golden State Warriors,93,New Orleans Hornets,72
Los Angeles Lakers,76,Phoenix Suns,99
New York Knicks,90,Utah Jazz,83
Orlando Magic,73,Indiana Pacers,95
Portland Trail Blazers,95,Milwaukee Bucks,102
Denver Nuggets,114,Oklahoma City Thunder,104
Los Angeles Clippers,101,Sacramento Kings,116
Toronto Raptors,101,Charlotte Bobcats,107
Miami Heat,98,Cleveland Cavaliers,95
Milwaukee Bucks,90,Atlanta Hawks,98
Orlando Magic,94,New York Knicks,106
Brooklyn Nets,113,Dallas Mavericks,96
Utah Jazz,93,Houston Rockets,100
Oklahoma City Thunder,89,Memphis Grizzlies,90
Boston Celtics,86,New Orleans Hornets,87
Golden State Warriors,93,San Antonio Spurs,104
Washington Wizards,88,Phoenix Suns,79
Philadelphia 76ers,72,Los Angeles Clippers,101
Portland Trail Blazers,99,Chicago Bulls,89
Philadelphia 76ers,100,Denver Nuggets,101
Minnesota Timberwolves,98,Sacramento Kings,101
Milwaukee Bucks,78,Indiana Pacers,102
Oklahoma City Thunder,97,Orlando Magic,89
New York Knicks,99,Toronto Raptors,94
Portland Trail Blazers,104,Atlanta Hawks,93
Detroit Pistons,89,Miami Heat,103
Cleveland Cavaliers,78,Houston Rockets,116
Memphis Grizzlies,83,New Orleans Hornets,90
Boston Celtics,94,Dallas Mavericks,104
Utah Jazz,97,San Antonio Spurs,104
Minnesota Timberwolves,117,Phoenix Suns,86
Washington Wizards,103,Los Angeles Lakers,100
Detroit Pistons,92,Charlotte Bobcats,91
Toronto Raptors,84,New York Knicks,110
Indiana Pacers,84,Chicago Bulls,87
Boston Celtics,106,Memphis Grizzlies,110
Sacramento Kings,95,Denver Nuggets,101
Washington Wizards,92,Golden State Warriors,101
Brooklyn Nets,95,Los Angeles Clippers,101
Atlanta Hawks,104,Milwaukee Bucks,99
Charlotte Bobcats,77,Miami Heat,109
San Antonio Spurs,95,Houston Rockets,96
Chicago Bulls,104,Minnesota Timberwolves,97
Portland Trail Blazers,83,Oklahoma City Thunder,103
Utah Jazz,108,Dallas Mavericks,113
Brooklyn Nets,102,Phoenix Suns,100
Philadelphia 76ers,117,Sacramento Kings,103
Atlanta Hawks,94,Indiana Pacers,100
Miami Heat,108,Orlando Magic,94
Memphis Grizzlies,94,Washington Wizards,107
Denver Nuggets,86,New Orleans Hornets,110
Philadelphia 76ers,91,Utah Jazz,107
Los Angeles Lakers,103,Golden State Warriors,109
New York Knicks,100,Boston Celtics,85
Minnesota Timberwolves,105,Detroit Pistons,82
Los Angeles Clippers,102,Dallas Mavericks,109
Orlando Magic,108,Charlotte Bobcats,114
Boston Celtics,93,Cleveland Cavaliers,92
Milwaukee Bucks,92,Philadelphia 76ers,100
Atlanta Hawks,107,Toronto Raptors,88
Memphis Grizzlies,101,New York Knicks,108
Miami Heat,97,Chicago Bulls,101
Indiana Pacers,100,Houston Rockets,91
Los Angeles Lakers,120,Minnesota Timberwolves,117
Los Angeles Clippers,105,New Orleans Hornets,91
Washington Wizards,80,Oklahoma City Thunder,103
Denver Nuggets,99,San Antonio Spurs,100
Phoenix Suns,88,Utah Jazz,103
Sacramento Kings,105,Golden State Warriors,98
Brooklyn Nets,111,Portland Trail Blazers,93
Los Angeles Lakers,103,Milwaukee Bucks,113
Indiana Pacers,103,Dallas Mavericks,78
Sacramento Kings,117,Phoenix Suns,103
Washington Wizards,92,Orlando Magic,97
Atlanta Hawks,107,Boston Celtics,118
Philadelphia 76ers,97,Cleveland Cavaliers,87
Toronto Raptors,99,Detroit Pistons,82
Charlotte Bobcats,102,New York Knicks,111
Houston Rockets,94,Memphis Grizzlies,103
Oklahoma City Thunder,93,Minnesota Timberwolves,101
Miami Heat,108,New Orleans Hornets,89
Los Angeles Clippers,102,San Antonio Spurs,104
Brooklyn Nets,87,Denver Nuggets,109
Utah Jazz,105,Portland Trail Blazers,95
Chicago Bulls,98,Dallas Mavericks,100
Orlando Magic,88,Atlanta Hawks,97
Los Angeles Clippers,81,Houston Rockets,98
Memphis Grizzlies,99,Minnesota Timberwolves,86
Charlotte Bobcats,92,Philadelphia 76ers,100
Oklahoma City Thunder,109,Milwaukee Bucks,99
Brooklyn Nets,107,Utah Jazz,116
Indiana Pacers,112,Phoenix Suns,104
Los Angeles Lakers,103,Sacramento Kings,98
Portland Trail Blazers,98,Golden State Warriors,125
Cleveland Cavaliers,92,New Orleans Hornets,112
Toronto Raptors,92,Washington Wizards,109
Detroit Pistons,94,Chicago Bulls,95
Miami Heat,88,San Antonio Spurs,86
Boston Celtics,89,New York Knicks,108
