Team1,Team1Score,Team2,Team2Score
Golden State Warriors,77,Los Angeles Lakers,101
Washington Wizards,85,Indiana Pacers,89
Philadelphia 76ers,93,Toronto Raptors,83
Dallas Mavericks,97,Charlotte Bobcats,101
Minnesota Timberwolves,80,Chicago Bulls,87
Detroit Pistons,82,Houston Rockets,96
Boston Celtics,96,Milwaukee Bucks,92
Phoenix Suns,81,Utah Jazz,94
San Antonio Spurs,112,Portland Trail Blazers,109
Denver Nuggets,107,Golden State Warriors,101
Orlando Magic,74,Brooklyn Nets,82
Atlanta Hawks,76,Los Angeles Clippers,89
Miami Heat,86,Memphis Grizzlies,104
Cleveland Cavaliers,91,Oklahoma City Thunder,106
Sacramento Kings,90,Los Angeles Lakers,103
Milwaukee Bucks,105,Philadelphia 76ers,96
Utah Jazz,140,Toronto Raptors,133
Oklahoma City Thunder,92,Detroit Pistons,90
Boston Celtics,101,Chicago Bulls,95
Miami Heat,113,Houston Rockets,110
Minnesota Timberwolves,90,Dallas Mavericks,82
Denver Nuggets,100,Phoenix Suns,110
Atlanta Hawks,95,Portland Trail Blazers,87
Washington Wizards,76,Charlotte Bobcats,92
Toronto Raptors,74,Indiana Pacers,72
New York Knicks,99,Orlando Magic,89
Cleveland Cavaliers,101,Brooklyn Nets,114
Portland Trail Blazers,103,Sacramento Kings,86
San Antonio Spurs,84,Los Angeles Lakers,82
Detroit Pistons,94,Philadelphia 76ers,76
Utah Jazz,93,Boston Celtics,98
New Orleans Hornets,96,Houston Rockets,100
Indiana Pacers,85,Milwaukee Bucks,99
Charlotte Bobcats,89,Minnesota Timberwolves,87
Memphis Grizzlies,107,Oklahoma City Thunder,97
Washington Wizards,101,Dallas Mavericks,107
Chicago Bulls,112,Phoenix Suns,106
Atlanta Hawks,88,Golden State Warriors,92
Miami Heat,100,Los Angeles Clippers,107
Boston Celtics,97,Brooklyn Nets,102
New York Knicks,104,San Antonio Spurs,100
Miami Heat,98,Denver Nuggets,93
Dallas Mavericks,83,Indiana Pacers,103
Utah Jazz,93,Philadelphia 76ers,99
Orlando Magic,110,Detroit Pistons,106
Golden State Warriors,106,Minnesota Timberwolves,98
Oklahoma City Thunder,110,New Orleans Hornets,95
New York Knicks,95,Memphis Grizzlies,105
Houston Rockets,117,Portland Trail Blazers,119
Atlanta Hawks,112,Sacramento Kings,96
Phoenix Suns,102,Los Angeles Lakers,114
Toronto Raptors,89,Boston Celtics,107
Utah Jazz,83,Washington Wizards,76
Memphis Grizzlies,94,Charlotte Bobcats,87
Dallas Mavericks,103,Cleveland Cavaliers,95
New Orleans Hornets,113,Milwaukee Bucks,117
Denver Nuggets,100,San Antonio Spurs,126
Chicago Bulls,80,Los Angeles Clippers,101
Miami Heat,97,Phoenix Suns,88
Indiana Pacers,76,New York Knicks,88
Orlando Magic,86,Toronto Raptors,97
Cleveland Cavaliers,79,Philadelphia 76ers,86
Brooklyn Nets,99,Sacramento Kings,90
Golden State Warriors,109,Oklahoma City Thunder,119
Boston Celtics,83,Detroit Pistons,103
Chicago Bulls,94,Portland Trail Blazers,102
Houston Rockets,108,Los Angeles Lakers,119
Milwaukee Bucks,98,Charlotte Bobcats,102
Indiana Pacers,96,Washington Wizards,89
Orlando Magic,72,Atlanta Hawks,81
Denver Nuggets,97,Memphis Grizzlies,92
Golden State Warriors,105,Dallas Mavericks,101
Los Angeles Clippers,92,San Antonio Spurs,87
Houston Rockets,91,Utah Jazz,102
Toronto Raptors,98,Philadelphia 76ers,106
New York Knicks,102,New Orleans Hornets,80
Brooklyn Nets,90,Los Angeles Lakers,95
Toronto Raptors,97,Charlotte Bobcats,98
Philadelphia 76ers,83,Cleveland Cavaliers,92
New Orleans Hornets,107,Indiana Pacers,115
Detroit Pistons,74,Orlando Magic,90
Washington Wizards,100,Atlanta Hawks,101
San Antonio Spurs,112,Boston Celtics,100
Milwaukee Bucks,106,Miami Heat,113
Los Angeles Clippers,111,Oklahoma City Thunder,117
Chicago Bulls,89,Houston Rockets,93
Denver Nuggets,101,Minnesota Timberwolves,94
New York Knicks,111,Dallas Mavericks,114
Portland Trail Blazers,87,Phoenix Suns,114
Los Angeles Lakers,97,Sacramento Kings,113
Brooklyn Nets,93,Golden State Warriors,102
Atlanta Hawks,101,Charlotte Bobcats,91
Cleveland Cavaliers,104,Orlando Magic,108
Oklahoma City Thunder,100,Boston Celtics,108
Los Angeles Clippers,76,Brooklyn Nets,86
Toronto Raptors,90,Detroit Pistons,91
New York Knicks,103,Houston Rockets,131
San Antonio Spurs,104,Indiana Pacers,97
Los Angeles Lakers,98,Memphis Grizzlies,106
Golden State Warriors,91,Denver Nuggets,102
New Orleans Hornets,108,Phoenix Suns,111
Sacramento Kings,102,Utah Jazz,104
Minnesota Timberwolves,95,Portland Trail Blazers,103
Los Angeles Clippers,93,Atlanta Hawks,104
Oklahoma City Thunder,116,Philadelphia 76ers,109
Charlotte Bobcats,108,Washington Wizards,106
Cleveland Cavaliers,108,Miami Heat,110
Los Angeles Lakers,115,Dallas Mavericks,89
Chicago Bulls,93,Milwaukee Bucks,86
Utah Jazz,97,Sacramento Kings,108
Minnesota Timberwolves,85,Golden State Warriors,96
Detroit Pistons,100,New York Knicks,121
San Antonio Spurs,111,Toronto Raptors,106
Portland Trail Blazers,85,Brooklyn Nets,98
Boston Celtics,116,Orlando Magic,110
Phoenix Suns,101,Philadelphia 76ers,104
New Orleans Hornets,84,Denver Nuggets,102
New York Knicks,89,Brooklyn Nets,96
San Antonio Spurs,118,Washington Wizards,92
Portland Trail Blazers,101,Detroit Pistons,108
Milwaukee Bucks,93,Chicago Bulls,92
Cleveland Cavaliers,78,Memphis Grizzlies,84
Charlotte Bobcats,69,Oklahoma City Thunder,114
Denver Nuggets,103,Utah Jazz,105
New Orleans Hornets,105,Los Angeles Clippers,98
Phoenix Suns,91,Cleveland Cavaliers,78
Dallas Mavericks,98,Philadelphia 76ers,100
Toronto Raptors,101,Houston Rockets,117
Minnesota Timberwolves,97,Sacramento Kings,89
Indiana Pacers,79,Los Angeles Lakers,77
San Antonio Spurs,110,Orlando Magic,89
Portland Trail Blazers,82,Washington Wizards,84
Charlotte Bobcats,91,Atlanta Hawks,94
Brooklyn Nets,95,Boston Celtics,83
Phoenix Suns,77,Detroit Pistons,117
Dallas Mavericks,78,Chicago Bulls,101
Toronto Raptors,82,Memphis Grizzlies,103
New York Knicks,102,Milwaukee Bucks,88
Utah Jazz,96,New Orleans Hornets,84
Houston Rockets,98,Oklahoma City Thunder,120
Minnesota Timberwolves,95,Los Angeles Clippers,101
San Antonio Spurs,100,Miami Heat,105
Denver Nuggets,105,Golden State Warriors,106
Philadelphia 76ers,104,Charlotte Bobcats,98
Brooklyn Nets,98,Orlando Magic,86
Phoenix Suns,97,Toronto Raptors,101
Cleveland Cavaliers,113,Atlanta Hawks,111
Portland Trail Blazers,78,Boston Celtics,96
Washington Wizards,87,New York Knicks,108
Detroit Pistons,78,Memphis Grizzlies,90
Milwaukee Bucks,85,Minnesota Timberwolves,95
Utah Jazz,94,Oklahoma City Thunder,106
Indiana Pacers,97,Sacramento Kings,92
Denver Nuggets,103,Los Angeles Lakers,122
