Team1,Team1Score,Team2,Team2Score
Washington Wizards,84,Cleveland Cavaliers,94
Boston Celtics,107,Miami Heat,120
Dallas Mavericks,99,Los Angeles Lakers,91
Denver Nuggets,75,Philadelphia 76ers,84
Indiana Pacers,90,Toronto Raptors,88
Houston Rockets,105,Detroit Pistons,96
Sacramento Kings,87,Chicago Bulls,93
San Antonio Spurs,99,New Orleans Hornets,95
Dallas Mavericks,94,Utah Jazz,113
Golden State Warriors,87,Phoenix Suns,85
Memphis Grizzlies,92,Los Angeles Clippers,101
Los Angeles Lakers,106,Portland Trail Blazers,116
