Team1,Team1Score,Team2,Team2Score
Charlotte Hornets,97,Los Angeles Lakers,101
Utah Jazz,112,Milwaukee Bucks,119
Dallas Mavericks,111,Philadelphia 76ers,93
Miami Heat,85,Portland Trail Blazers,81
Phoenix Suns,113,Washington Bullets,115
Minnesota Timberwolves,110,New Jersey Nets,107
Atlanta Hawks,97,Orlando Magic,92
Utah Jazz,96,Toronto Raptors,110
Golden State Warriors,102,Vancouver Grizzlies,86
New York Knicks,111,Boston Celtics,98
Indiana Pacers,108,Denver Nuggets,89
San Antonio Spurs,78,Detroit Pistons,84
Miami Heat,85,Los Angeles Lakers,94
Chicago Bulls,116,Milwaukee Bucks,101
Houston Rockets,120,Philadelphia 76ers,99
Charlotte Hornets,90,Phoenix Suns,102
Los Angeles Clippers,98,Washington Bullets,102
San Antonio Spurs,82,Atlanta Hawks,87
Houston Rockets,86,Chicago Bulls,110
Washington Bullets,98,Cleveland Cavaliers,85
Denver Nuggets,99,Dallas Mavericks,104
Utah Jazz,77,Detroit Pistons,87
Los Angeles Clippers,93,Minnesota Timberwolves,95
Toronto Raptors,123,New Jersey Nets,106
Boston Celtics,99,New York Knicks,112
Indiana Pacers,82,Seattle SuperSonics,92
Sacramento Kings,109,Vancouver Grizzlies,101
Golden State Warriors,93,Milwaukee Bucks,111
Charlotte Hornets,97,Sacramento Kings,93
Orlando Magic,88,Toronto Raptors,85
Atlanta Hawks,93,Cleveland Cavaliers,79
Phoenix Suns,105,Dallas Mavericks,98
Charlotte Hornets,102,Denver Nuggets,100
Washington Bullets,95,Miami Heat,98
Orlando Magic,114,New Jersey Nets,111
Utah Jazz,97,Philadelphia 76ers,96
Minnesota Timberwolves,93,Atlanta Hawks,95
Golden State Warriors,108,Boston Celtics,116
Washington Bullets,107,Chicago Bulls,108
New York Knicks,86,Houston Rockets,106
Vancouver Grizzlies,81,Los Angeles Lakers,91
Denver Nuggets,101,Phoenix Suns,110
Detroit Pistons,86,Portland Trail Blazers,95
Indiana Pacers,98,Sacramento Kings,105
New Jersey Nets,104,Charlotte Hornets,116
Orlando Magic,78,Dallas Mavericks,66
Indiana Pacers,108,Los Angeles Clippers,93
Chicago Bulls,112,Minnesota Timberwolves,102
Golden State Warriors,128,Philadelphia 76ers,111
New York Knicks,94,San Antonio Spurs,77
Toronto Raptors,78,Seattle SuperSonics,122
Detroit Pistons,103,Vancouver Grizzlies,79
Orlando Magic,67,Atlanta Hawks,78
Miami Heat,102,Boston Celtics,94
Cleveland Cavaliers,87,Denver Nuggets,88
Sacramento Kings,80,Houston Rockets,89
Portland Trail Blazers,102,Los Angeles Lakers,98
Phoenix Suns,91,Utah Jazz,95
Milwaukee Bucks,73,Chicago Bulls,100
Houston Rockets,88,Dallas Mavericks,78
Golden State Warriors,98,Indiana Pacers,91
New Jersey Nets,105,Philadelphia 76ers,103
Toronto Raptors,94,Portland Trail Blazers,92
Sacramento Kings,76,San Antonio Spurs,96
Cleveland Cavaliers,84,Seattle SuperSonics,96
Utah Jazz,106,Vancouver Grizzlies,68
Miami Heat,103,Washington Bullets,92
Milwaukee Bucks,71,Atlanta Hawks,94
Washington Bullets,112,Boston Celtics,106
Dallas Mavericks,107,Denver Nuggets,104
Detroit Pistons,100,Los Angeles Lakers,97
Golden State Warriors,93,Minnesota Timberwolves,108
Charlotte Hornets,102,New Jersey Nets,92
New York Knicks,98,Phoenix Suns,105
Chicago Bulls,86,Houston Rockets,102
Philadelphia 76ers,107,Indiana Pacers,111
Cleveland Cavaliers,107,Los Angeles Clippers,102
Orlando Magic,99,Miami Heat,87
Utah Jazz,96,Portland Trail Blazers,102
Toronto Raptors,92,Vancouver Grizzlies,100
Charlotte Hornets,97,Atlanta Hawks,106
New Jersey Nets,123,Denver Nuggets,132
Dallas Mavericks,99,Los Angeles Lakers,109
San Antonio Spurs,83,Minnesota Timberwolves,96
Washington Bullets,79,New York Knicks,95
Milwaukee Bucks,114,Philadelphia 76ers,104
Detroit Pistons,86,Phoenix Suns,89
Vancouver Grizzlies,96,Seattle SuperSonics,112
Cleveland Cavaliers,74,Utah Jazz,94
Houston Rockets,108,Charlotte Hornets,114
New York Knicks,87,Chicago Bulls,88
Dallas Mavericks,93,Golden State Warriors,105
Atlanta Hawks,91,Miami Heat,94
Indiana Pacers,92,Milwaukee Bucks,89
Washington Bullets,88,Orlando Magic,93
Los Angeles Clippers,82,Portland Trail Blazers,100
Minnesota Timberwolves,106,Toronto Raptors,118
Philadelphia 76ers,127,Boston Celtics,125
Vancouver Grizzlies,84,Denver Nuggets,94
Utah Jazz,111,Phoenix Suns,99
Detroit Pistons,92,Sacramento Kings,97
New Jersey Nets,103,San Antonio Spurs,95
Portland Trail Blazers,97,Seattle SuperSonics,98
Chicago Bulls,87,Cleveland Cavaliers,71
Detroit Pistons,94,Golden State Warriors,79
New Jersey Nets,104,Houston Rockets,111
New York Knicks,92,Indiana Pacers,90
Seattle SuperSonics,100,Los Angeles Clippers,102
Milwaukee Bucks,92,Orlando Magic,96
Miami Heat,99,Toronto Raptors,87
Minnesota Timberwolves,95,Vancouver Grizzlies,76
Washington Bullets,105,Atlanta Hawks,117
Orlando Magic,121,Boston Celtics,117
New York Knicks,104,Charlotte Hornets,113
Denver Nuggets,111,Los Angeles Clippers,114
Golden State Warriors,97,Los Angeles Lakers,114
Sacramento Kings,107,Philadelphia 76ers,92
Portland Trail Blazers,115,Phoenix Suns,105
Dallas Mavericks,87,San Antonio Spurs,97
Boston Celtics,90,Atlanta Hawks,95
Toronto Raptors,98,Chicago Bulls,110
Charlotte Hornets,73,Cleveland Cavaliers,106
New Jersey Nets,81,Dallas Mavericks,92
Philadelphia 76ers,95,Detroit Pistons,104
Utah Jazz,105,Houston Rockets,100
Milwaukee Bucks,88,Indiana Pacers,86
Minnesota Timberwolves,94,Portland Trail Blazers,101
Denver Nuggets,83,Vancouver Grizzlies,82
Sacramento Kings,105,Washington Bullets,113
San Antonio Spurs,76,Milwaukee Bucks,94
Miami Heat,89,New York Knicks,95
Los Angeles Lakers,104,Seattle SuperSonics,103
Vancouver Grizzlies,97,Golden State Warriors,122
Phoenix Suns,97,Miami Heat,125
Los Angeles Lakers,102,Dallas Mavericks,83
Charlotte Hornets,98,Indiana Pacers,97
Atlanta Hawks,112,Los Angeles Clippers,96
Detroit Pistons,93,Milwaukee Bucks,84
Sacramento Kings,91,Minnesota Timberwolves,88
Cleveland Cavaliers,84,New Jersey Nets,62
Boston Celtics,107,New York Knicks,109
Portland Trail Blazers,84,Toronto Raptors,120
Denver Nuggets,99,Utah Jazz,114
Chicago Bulls,111,Vancouver Grizzlies,96
Orlando Magic,82,Washington Bullets,102
Indiana Pacers,106,Charlotte Hornets,95
New York Knicks,75,Cleveland Cavaliers,65
Portland Trail Blazers,89,Detroit Pistons,98
Seattle SuperSonics,111,Golden State Warriors,86
Boston Celtics,83,Miami Heat,103
Phoenix Suns,105,Orlando Magic,112
Toronto Raptors,99,Philadelphia 76ers,101
Los Angeles Lakers,99,San Antonio Spurs,92
Minnesota Timberwolves,92,Dallas Mavericks,82
Denver Nuggets,113,Houston Rockets,109
Vancouver Grizzlies,94,Los Angeles Clippers,100
Phoenix Suns,101,New Jersey Nets,113
Chicago Bulls,111,Sacramento Kings,93
Atlanta Hawks,96,Utah Jazz,102
Portland Trail Blazers,105,Boston Celtics,111
Milwaukee Bucks,95,Charlotte Hornets,102
Chicago Bulls,115,Golden State Warriors,92
Houston Rockets,74,Indiana Pacers,100
Orlando Magic,109,Philadelphia 76ers,99
Minnesota Timberwolves,97,San Antonio Spurs,95
Washington Bullets,95,Seattle SuperSonics,97
Atlanta Hawks,87,Vancouver Grizzlies,76
