Team1,Team1Score,Team2,Team2Score
Dallas Mavericks,77,Portland Trail Blazers,107
Los Angeles Clippers,86,Seattle SuperSonics,102
Atlanta Hawks,93,Charlotte Hornets,98
Miami Heat,86,Houston Rockets,66
Orlando Magic,85,Milwaukee Bucks,103
Los Angeles Lakers,88,Minnesota Timberwolves,103
Boston Celtics,100,New Jersey Nets,101
Detroit Pistons,92,New York Knicks,95
Chicago Bulls,111,Philadelphia 76ers,105
Portland Trail Blazers,99,Sacramento Kings,101
Phoenix Suns,88,San Antonio Spurs,101
Charlotte Hornets,102,Boston Celtics,98
Utah Jazz,94,Cleveland Cavaliers,100
Los Angeles Clippers,91,Golden State Warriors,97
Toronto Raptors,92,Indiana Pacers,111
Dallas Mavericks,79,Seattle SuperSonics,93
Washington Bullets,87,Vancouver Grizzlies,91
New Jersey Nets,81,Chicago Bulls,113
Milwaukee Bucks,81,Houston Rockets,76
Utah Jazz,98,Minnesota Timberwolves,107
Atlanta Hawks,76,New York Knicks,82
Cleveland Cavaliers,84,Orlando Magic,89
Denver Nuggets,112,Phoenix Suns,109
Washington Bullets,106,Portland Trail Blazers,84
Los Angeles Clippers,88,Sacramento Kings,100
Miami Heat,90,San Antonio Spurs,79
Detroit Pistons,83,Chicago Bulls,95
Los Angeles Lakers,108,Phoenix Suns,87
Chicago Bulls,103,Atlanta Hawks,108
Golden State Warriors,113,Dallas Mavericks,108
Philadelphia 76ers,118,Denver Nuggets,89
Indiana Pacers,95,Detroit Pistons,89
Orlando Magic,76,Miami Heat,96
Houston Rockets,101,Milwaukee Bucks,90
New York Knicks,80,Minnesota Timberwolves,88
Vancouver Grizzlies,88,Sacramento Kings,111
San Antonio Spurs,86,Seattle SuperSonics,94
New Jersey Nets,96,Toronto Raptors,98
Portland Trail Blazers,94,Utah Jazz,99
Miami Heat,101,Charlotte Hornets,86
Milwaukee Bucks,86,Cleveland Cavaliers,94
Portland Trail Blazers,102,Los Angeles Clippers,98
Boston Celtics,102,Los Angeles Lakers,109
Indiana Pacers,94,New Jersey Nets,105
Toronto Raptors,82,Washington Bullets,100
Cleveland Cavaliers,97,Chicago Bulls,102
Seattle SuperSonics,90,Dallas Mavericks,95
Charlotte Hornets,75,Detroit Pistons,97
Golden State Warriors,95,Houston Rockets,104
Denver Nuggets,96,Minnesota Timberwolves,103
Orlando Magic,85,New York Knicks,96
Boston Celtics,96,Sacramento Kings,126
Philadelphia 76ers,84,Utah Jazz,110
Phoenix Suns,103,Vancouver Grizzlies,98
Atlanta Hawks,86,Washington Bullets,97
New Jersey Nets,110,Indiana Pacers,102
Philadelphia 76ers,102,Los Angeles Lakers,115
Miami Heat,95,Milwaukee Bucks,94
San Antonio Spurs,86,Portland Trail Blazers,110
Indiana Pacers,79,Chicago Bulls,81
Minnesota Timberwolves,96,Cleveland Cavaliers,108
Boston Celtics,104,Denver Nuggets,102
Orlando Magic,85,Detroit Pistons,97
Seattle SuperSonics,91,Houston Rockets,99
Utah Jazz,101,Los Angeles Clippers,115
New Jersey Nets,86,New York Knicks,98
Sacramento Kings,88,Phoenix Suns,100
San Antonio Spurs,95,Vancouver Grizzlies,88
Charlotte Hornets,101,Washington Bullets,92
