Team1,Team1Score,Team2,Team2Score
Houston Rockets,120,Cleveland Cavaliers,128
Los Angeles Lakers,108,Indiana Pacers,115
Orlando Magic,103,Philadelphia 76ers,101
New York Knicks,89,Detroit Pistons,102
Sacramento Kings,96,Miami Heat,108
Memphis Grizzlies,80,Minnesota Timberwolves,116
Milwaukee Bucks,117,New Orleans Pelicans,113
Utah Jazz,106,San Antonio Spurs,91
Golden State Warriors,127,Portland Trail Blazers,104
Philadelphia 76ers,93,Charlotte Hornets,109
Toronto Raptors,113,Washington Wizards,103
Los Angeles Lakers,123,Atlanta Hawks,116
Detroit Pistons,101,Brooklyn Nets,109
Houston Rockets,118,New York Knicks,99
Chicago Bulls,100,Boston Celtics,107
New Orleans Pelicans,83,Memphis Grizzlies,89
Dallas Mavericks,81,Utah Jazz,97
Portland Trail Blazers,115,Phoenix Suns,118
Oklahoma City Thunder,85,Los Angeles Clippers,83
Sacramento Kings,94,Orlando Magic,102
Boston Celtics,122,Cleveland Cavaliers,128
Indiana Pacers,107,Milwaukee Bucks,125
Denver Nuggets,102,Minnesota Timberwolves,99
Oklahoma City Thunder,96,Golden State Warriors,122
Atlanta Hawks,92,Washington Wizards,95
Charlotte Hornets,99,Brooklyn Nets,95
Miami Heat,87,Toronto Raptors,96
New York Knicks,117,Chicago Bulls,104
Los Angeles Clippers,99,Memphis Grizzlies,88
Phoenix Suns,112,New Orleans Pelicans,111
Portland Trail Blazers,105,Dallas Mavericks,95
San Antonio Spurs,100,Utah Jazz,86
Golden State Warriors,97,Los Angeles Lakers,117
Minnesota Timberwolves,92,Oklahoma City Thunder,112
Denver Nuggets,86,Detroit Pistons,103
Chicago Bulls,94,Indiana Pacers,111
Washington Wizards,86,Orlando Magic,88
Cleveland Cavaliers,102,Philadelphia 76ers,101
Houston Rockets,97,Atlanta Hawks,112
Sacramento Kings,91,Milwaukee Bucks,117
Los Angeles Clippers,116,San Antonio Spurs,92
Utah Jazz,114,New York Knicks,109
Portland Trail Blazers,100,Memphis Grizzlies,94
Sacramento Kings,96,Toronto Raptors,91
Milwaukee Bucks,75,Dallas Mavericks,86
Denver Nuggets,123,Boston Celtics,107
Phoenix Suns,108,Los Angeles Lakers,119
Indiana Pacers,100,Charlotte Hornets,122
Utah Jazz,109,Philadelphia 76ers,84
Houston Rockets,114,Washington Wizards,106
Orlando Magic,80,Chicago Bulls,112
Miami Heat,85,Oklahoma City Thunder,97
New Orleans Pelicans,106,Golden State Warriors,116
Detroit Pistons,82,Los Angeles Clippers,114
Atlanta Hawks,110,Cleveland Cavaliers,106
Minnesota Timberwolves,110,Brooklyn Nets,119
Denver Nuggets,107,Memphis Grizzlies,108
Phoenix Suns,121,Portland Trail Blazers,124
Dallas Mavericks,109,Los Angeles Lakers,97
New Orleans Pelicans,94,Sacramento Kings,102
Utah Jazz,98,Charlotte Hornets,104
Philadelphia 76ers,115,Indiana Pacers,122
Brooklyn Nets,96,New York Knicks,110
Minnesota Timberwolves,123,Orlando Magic,107
Boston Celtics,93,Washington Wizards,118
Chicago Bulls,107,Atlanta Hawks,115
Toronto Raptors,112,Oklahoma City Thunder,102
Detroit Pistons,100,Phoenix Suns,107
Houston Rockets,101,San Antonio Spurs,99
Dallas Mavericks,95,Golden State Warriors,116
Portland Trail Blazers,80,Los Angeles Clippers,111
Chicago Bulls,98,Miami Heat,95
New Orleans Pelicans,112,Milwaukee Bucks,106
Golden State Warriors,125,Denver Nuggets,101
Los Angeles Lakers,101,Sacramento Kings,91
Toronto Raptors,113,Charlotte Hornets,111
Utah Jazz,87,Orlando Magic,74
Indiana Pacers,105,Philadelphia 76ers,109
Cleveland Cavaliers,105,Washington Wizards,94
New York Knicks,87,Boston Celtics,115
Los Angeles Clippers,110,Oklahoma City Thunder,108
Detroit Pistons,86,San Antonio Spurs,96
