Team1,Team1Score,Team2,Team2Score
Philadelphia 76ers,118,Los Angeles Lakers,116
Chicago Bulls,115,Charlotte Hornets,109
Dallas Mavericks,78,Toronto Raptors,100
Milwaukee Bucks,93,Memphis Grizzlies,113
Washington Wizards,104,Minnesota Timberwolves,119
Atlanta Hawks,99,San Antonio Spurs,107
Los Angeles Clippers,108,Utah Jazz,114
Los Angeles Lakers,101,Denver Nuggets,129
Orlando Magic,115,Sacramento Kings,120
Detroit Pistons,96,Cleveland Cavaliers,128
Oklahoma City Thunder,122,Brooklyn Nets,104
Indiana Pacers,81,New York Knicks,87
Portland Trail Blazers,77,New Orleans Pelicans,100
Philadelphia 76ers,104,Golden State Warriors,106
Charlotte Hornets,77,Indiana Pacers,98
Dallas Mavericks,112,Washington Wizards,107
Minnesota Timberwolves,104,Boston Celtics,117
Utah Jazz,97,Detroit Pistons,83
New Orleans Pelicans,112,Miami Heat,120
Memphis Grizzlies,98,Chicago Bulls,91
Los Angeles Lakers,100,Houston Rockets,139
Portland Trail Blazers,110,San Antonio Spurs,106
Sacramento Kings,107,Phoenix Suns,101
Milwaukee Bucks,97,Los Angeles Clippers,96
Utah Jazz,83,Cleveland Cavaliers,91
Oklahoma City Thunder,123,Toronto Raptors,102
Memphis Grizzlies,103,Atlanta Hawks,91
Brooklyn Nets,121,New York Knicks,110
Los Angeles Clippers,114,Denver Nuggets,129
Orlando Magic,92,Golden State Warriors,122
Dallas Mavericks,74,Philadelphia 76ers,116
Chicago Bulls,107,Washington Wizards,112
Boston Celtics,98,Brooklyn Nets,95
Toronto Raptors,87,Detroit Pistons,75
Minnesota Timberwolves,105,Miami Heat,123
Houston Rockets,112,New Orleans Pelicans,128
Orlando Magic,109,Phoenix Suns,103
Milwaukee Bucks,107,Los Angeles Lakers,103
Sacramento Kings,94,Oklahoma City Thunder,110
Portland Trail Blazers,113,Atlanta Hawks,97
Washington Wizards,93,Charlotte Hornets,98
Cleveland Cavaliers,78,Los Angeles Clippers,108
Utah Jazz,86,Chicago Bulls,95
San Antonio Spurs,96,Memphis Grizzlies,104
Houston Rockets,109,Denver Nuggets,105
Milwaukee Bucks,92,Golden State Warriors,117
Dallas Mavericks,111,Brooklyn Nets,104
Boston Celtics,99,Philadelphia 76ers,105
Phoenix Suns,95,Detroit Pistons,112
Portland Trail Blazers,115,Miami Heat,104
Minnesota Timberwolves,109,New Orleans Pelicans,123
Indiana Pacers,91,Toronto Raptors,116
Sacramento Kings,102,San Antonio Spurs,118
Cleveland Cavaliers,125,Los Angeles Lakers,120
Atlanta Hawks,90,Charlotte Hornets,105
Utah Jazz,100,Indiana Pacers,107
Philadelphia 76ers,109,Orlando Magic,112
Washington Wizards,102,Boston Celtics,110
Denver Nuggets,124,Houston Rockets,125
Golden State Warriors,111,Oklahoma City Thunder,95
New York Knicks,105,Los Angeles Clippers,114
Chicago Bulls,120,Toronto Raptors,122
Detroit Pistons,96,Brooklyn Nets,98
Phoenix Suns,97,Miami Heat,112
Memphis Grizzlies,82,New Orleans Pelicans,95
Golden State Warriors,112,Dallas Mavericks,87
San Antonio Spurs,100,Minnesota Timberwolves,93
Milwaukee Bucks,93,Portland Trail Blazers,90
Los Angeles Clippers,133,Los Angeles Lakers,109
Charlotte Hornets,109,Orlando Magic,102
Indiana Pacers,100,Boston Celtics,109
Detroit Pistons,95,Chicago Bulls,117
Philadelphia 76ers,97,Oklahoma City Thunder,122
Atlanta Hawks,100,Washington Wizards,104
Cleveland Cavaliers,113,Denver Nuggets,126
Milwaukee Bucks,116,Sacramento Kings,98
New York Knicks,101,Utah Jazz,108
Phoenix Suns,98,Brooklyn Nets,126
Toronto Raptors,101,Miami Heat,84
Los Angeles Clippers,95,Dallas Mavericks,97
Memphis Grizzlies,90,San Antonio Spurs,97
New York Knicks,95,Portland Trail Blazers,110
Cleveland Cavaliers,112,Charlotte Hornets,105
Denver Nuggets,125,Indiana Pacers,117
Detroit Pistons,87,Orlando Magic,115
Brooklyn Nets,108,Washington Wizards,129
Phoenix Suns,120,Boston Celtics,130
Philadelphia 76ers,117,Chicago Bulls,107
New Orleans Pelicans,107,Houston Rockets,117
Atlanta Hawks,97,Milwaukee Bucks,100
Sacramento Kings,100,Golden State Warriors,114
Minnesota Timberwolves,119,Los Angeles Lakers,130
Utah Jazz,95,Los Angeles Clippers,108
Washington Wizards,127,Cleveland Cavaliers,115
Toronto Raptors,94,Dallas Mavericks,86
New York Knicks,98,San Antonio Spurs,106
Minnesota Timberwolves,100,Portland Trail Blazers,112
Brooklyn Nets,107,Atlanta Hawks,92
Phoenix Suns,106,Charlotte Hornets,120
Oklahoma City Thunder,125,Houston Rockets,137
Sacramento Kings,98,Los Angeles Clippers,97
Chicago Bulls,109,Milwaukee Bucks,94
Miami Heat,108,Boston Celtics,112
Philadelphia 76ers,94,Indiana Pacers,107
New Orleans Pelicans,115,Denver Nuggets,90
Memphis Grizzlies,94,Golden State Warriors,106
Portland Trail Blazers,97,Los Angeles Lakers,81
Detroit Pistons,95,New York Knicks,109
Orlando Magic,112,Toronto Raptors,131
Cleveland Cavaliers,74,San Antonio Spurs,103
Oklahoma City Thunder,92,Dallas Mavericks,91
Memphis Grizzlies,90,Sacramento Kings,91
New Orleans Pelicans,100,Utah Jazz,108
Milwaukee Bucks,118,Charlotte Hornets,108
Minnesota Timberwolves,115,Indiana Pacers,114
Phoenix Suns,91,Atlanta Hawks,95
Philadelphia 76ers,106,Brooklyn Nets,101
Miami Heat,97,Detroit Pistons,96
Golden State Warriors,113,Houston Rockets,106
Denver Nuggets,113,Portland Trail Blazers,122
Washington Wizards,119,Los Angeles Lakers,108
Oklahoma City Thunder,114,Orlando Magic,106
Atlanta Hawks,99,Philadelphia 76ers,92
Milwaukee Bucks,103,Boston Celtics,100
Miami Heat,105,New York Knicks,88
Charlotte Hornets,110,Toronto Raptors,106
Indiana Pacers,97,Memphis Grizzlies,110
Dallas Mavericks,118,New Orleans Pelicans,121
Golden State Warriors,110,San Antonio Spurs,98
Washington Wizards,124,Los Angeles Clippers,133
Utah Jazz,112,Sacramento Kings,82
Brooklyn Nets,89,Detroit Pistons,90
Cleveland Cavaliers,93,Chicago Bulls,99
Los Angeles Lakers,104,Minnesota Timberwolves,119
Los Angeles Clippers,124,Phoenix Suns,118
Houston Rockets,107,Portland Trail Blazers,117
Denver Nuggets,114,Charlotte Hornets,122
Indiana Pacers,100,Toronto Raptors,111
Orlando Magic,116,Boston Celtics,117
Philadelphia 76ers,105,Cleveland Cavaliers,122
Dallas Mavericks,90,Memphis Grizzlies,99
New York Knicks,98,Miami Heat,94
Detroit Pistons,105,Milwaukee Bucks,108
Sacramento Kings,89,New Orleans Pelicans,117
San Antonio Spurs,100,Oklahoma City Thunder,95
Washington Wizards,88,Utah Jazz,95
Houston Rockets,98,Golden State Warriors,107
