Team1,Team1Score,Team2,Team2Score
New York Knicks,101,Orlando Magic,90
Dallas Mavericks,95,Atlanta Hawks,100
Philadelphia 76ers,98,Miami Heat,125
Washington Wizards,105,Toronto Raptors,96
Cleveland Cavaliers,99,Boston Celtics,103
Denver Nuggets,110,Milwaukee Bucks,98
Detroit Pistons,86,New Orleans Pelicans,109
Indiana Pacers,99,San Antonio Spurs,100
Minnesota Timberwolves,107,Utah Jazz,80
Houston Rockets,122,Los Angeles Clippers,103
Brooklyn Nets,109,Sacramento Kings,100
Golden State Warriors,87,Chicago Bulls,94
Charlotte Hornets,103,Phoenix Suns,120
Oklahoma City Thunder,109,Portland Trail Blazers,114
Cleveland Cavaliers,135,Atlanta Hawks,130
Miami Heat,99,Orlando Magic,110
New York Knicks,102,Philadelphia 76ers,105
Toronto Raptors,114,Washington Wizards,106
Los Angeles Clippers,101,Milwaukee Bucks,112
Memphis Grizzlies,100,Dallas Mavericks,104
Oklahoma City Thunder,111,Phoenix Suns,118
Brooklyn Nets,97,Utah Jazz,112
San Antonio Spurs,101,New Orleans Pelicans,98
Boston Celtics,115,Los Angeles Lakers,95
Detroit Pistons,136,Philadelphia 76ers,106
Cleveland Cavaliers,92,Miami Heat,120
Toronto Raptors,94,Milwaukee Bucks,101
Los Angeles Clippers,101,Chicago Bulls,91
Charlotte Hornets,112,Denver Nuggets,102
Memphis Grizzlies,108,Houston Rockets,123
Minnesota Timberwolves,90,San Antonio Spurs,97
Brooklyn Nets,116,Portland Trail Blazers,130
Indiana Pacers,97,Atlanta Hawks,96
Golden State Warriors,112,New York Knicks,105
Boston Celtics,106,Phoenix Suns,109
Orlando Magic,114,Washington Wizards,115
Utah Jazz,110,Sacramento Kings,109
Oklahoma City Thunder,89,Dallas Mavericks,104
New Orleans Pelicans,105,Los Angeles Lakers,97
Miami Heat,106,Cleveland Cavaliers,98
New York Knicks,113,Orlando Magic,105
Milwaukee Bucks,112,Philadelphia 76ers,98
Golden State Warriors,119,Atlanta Hawks,111
Chicago Bulls,95,Detroit Pistons,109
Indiana Pacers,88,Charlotte Hornets,100
Brooklyn Nets,122,Memphis Grizzlies,109
Houston Rockets,110,San Antonio Spurs,112
Sacramento Kings,96,Denver Nuggets,108
New Orleans Pelicans,83,Utah Jazz,88
Boston Celtics,102,Los Angeles Clippers,116
Portland Trail Blazers,126,Oklahoma City Thunder,121
Los Angeles Lakers,111,Dallas Mavericks,122
Washington Wizards,131,Phoenix Suns,127
Chicago Bulls,91,Orlando Magic,98
Brooklyn Nets,105,Atlanta Hawks,110
Charlotte Hornets,101,Miami Heat,108
Utah Jazz,115,Houston Rockets,108
Detroit Pistons,98,Indiana Pacers,115
New York Knicks,93,Milwaukee Bucks,104
Los Angeles Clippers,91,Minnesota Timberwolves,107
Toronto Raptors,94,New Orleans Pelicans,87
Sacramento Kings,104,San Antonio Spurs,114
Washington Wizards,123,Denver Nuggets,113
Boston Celtics,99,Golden State Warriors,86
Cleveland Cavaliers,101,Detroit Pistons,106
Los Angeles Clippers,114,Memphis Grizzlies,98
San Antonio Spurs,92,Oklahoma City Thunder,102
Philadelphia 76ers,108,Portland Trail Blazers,114
Los Angeles Lakers,122,Phoenix Suns,110
Orlando Magic,81,Charlotte Hornets,121
Toronto Raptors,99,Atlanta Hawks,105
Houston Rockets,115,Chicago Bulls,94
Indiana Pacers,85,Milwaukee Bucks,99
Golden State Warriors,102,Minnesota Timberwolves,103
Brooklyn Nets,96,Dallas Mavericks,105
Boston Celtics,99,Denver Nuggets,119
Washington Wizards,130,Sacramento Kings,122
Utah Jazz,104,Oklahoma City Thunder,112
Philadelphia 76ers,100,Los Angeles Clippers,112
New York Knicks,92,Detroit Pistons,112
New Orleans Pelicans,125,Charlotte Hornets,122
Cleveland Cavaliers,116,Orlando Magic,104
Toronto Raptors,89,Miami Heat,104
Minnesota Timberwolves,95,Milwaukee Bucks,102
Golden State Warriors,85,San Antonio Spurs,107
Phoenix Suns,100,Dallas Mavericks,98
Atlanta Hawks,107,Memphis Grizzlies,90
Washington Wizards,125,Portland Trail Blazers,124
Denver Nuggets,105,Sacramento Kings,92
Chicago Bulls,80,Boston Celtics,100
New York Knicks,112,Brooklyn Nets,120
Miami Heat,98,Indiana Pacers,102
Cleveland Cavaliers,112,Houston Rockets,117
Portland Trail Blazers,110,Phoenix Suns,101
