Team1,Team1Score,Team2,Team2Score
Los Angeles Lakers,104,Los Angeles Clippers,115
Atlanta Hawks,104,Chicago Bulls,106
Orlando Magic,111,Brooklyn Nets,121
Sacramento Kings,123,Minnesota Timberwolves,117
Phoenix Suns,117,Portland Trail Blazers,130
Boston Celtics,110,New York Knicks,94
Charlotte Hornets,113,Oklahoma City Thunder,101
Memphis Grizzlies,103,Los Angeles Lakers,108
Dallas Mavericks,109,Milwaukee Bucks,105
Utah Jazz,103,San Antonio Spurs,109
Atlanta Hawks,82,Brooklyn Nets,91
Indiana Pacers,130,Cleveland Cavaliers,135
Denver Nuggets,116,Miami Heat,113
Chicago Bulls,117,New Orleans Pelicans,110
Philadelphia 76ers,105,Toronto Raptors,113
Washington Wizards,115,Golden State Warriors,139
Houston Rockets,123,Phoenix Suns,116
Portland Trail Blazers,109,Minnesota Timberwolves,110
Orlando Magic,102,Cleveland Cavaliers,122
Toronto Raptors,90,Indiana Pacers,108
Brooklyn Nets,141,Philadelphia 76ers,118
Charlotte Hornets,111,Washington Wizards,118
Denver Nuggets,134,New Orleans Pelicans,131
Chicago Bulls,91,New York Knicks,100
Milwaukee Bucks,79,Oklahoma City Thunder,110
Memphis Grizzlies,89,San Antonio Spurs,95
Portland Trail Blazers,87,Utah Jazz,106
Minnesota Timberwolves,107,Golden State Warriors,121
Dallas Mavericks,87,Sacramento Kings,98
Miami Heat,112,Charlotte Hornets,99
Toronto Raptors,105,Detroit Pistons,102
Cleveland Cavaliers,114,Boston Celtics,91
Denver Nuggets,104,Houston Rockets,110
Oklahoma City Thunder,103,Memphis Grizzlies,100
Los Angeles Lakers,102,San Antonio Spurs,95
Golden State Warriors,120,Phoenix Suns,111
Dallas Mavericks,101,Los Angeles Clippers,112
Milwaukee Bucks,89,Indiana Pacers,104
Brooklyn Nets,107,Orlando Magic,115
Chicago Bulls,102,Philadelphia 76ers,90
Washington Wizards,106,New York Knicks,103
Boston Celtics,116,Atlanta Hawks,123
Minnesota Timberwolves,98,Portland Trail Blazers,105
Atlanta Hawks,114,Cleveland Cavaliers,100
Miami Heat,94,Toronto Raptors,96
Detroit Pistons,114,Houston Rockets,109
New York Knicks,88,Memphis Grizzlies,101
San Antonio Spurs,102,Dallas Mavericks,89
New Orleans Pelicans,106,Denver Nuggets,122
Minnesota Timberwolves,113,Utah Jazz,120
Oklahoma City Thunder,99,Phoenix Suns,120
Sacramento Kings,94,Los Angeles Lakers,98
Chicago Bulls,106,Brooklyn Nets,107
Boston Celtics,121,Charlotte Hornets,114
Indiana Pacers,127,Orlando Magic,112
Milwaukee Bucks,90,Philadelphia 76ers,82
Miami Heat,106,Washington Wizards,103
Los Angeles Clippers,98,San Antonio Spurs,87
Utah Jazz,86,Portland Trail Blazers,101
New Orleans Pelicans,101,Golden State Warriors,123
Toronto Raptors,110,New York Knicks,97
Cleveland Cavaliers,125,Atlanta Hawks,126
Oklahoma City Thunder,106,Denver Nuggets,105
Detroit Pistons,103,Memphis Grizzlies,90
Dallas Mavericks,111,Phoenix Suns,124
Houston Rockets,135,Sacramento Kings,128
Minnesota Timberwolves,109,Los Angeles Lakers,110
Indiana Pacers,120,Philadelphia 76ers,111
Brooklyn Nets,105,Boston Celtics,114
Cleveland Cavaliers,121,Miami Heat,124
Orlando Magic,75,Chicago Bulls,122
Washington Wizards,105,Detroit Pistons,101
Charlotte Hornets,79,Milwaukee Bucks,89
San Antonio Spurs,98,Portland Trail Blazers,99
Utah Jazz,105,Golden State Warriors,99
Houston Rockets,96,Los Angeles Clippers,125
Charlotte Hornets,76,Atlanta Hawks,103
Oklahoma City Thunder,100,Minnesota Timberwolves,98
Denver Nuggets,109,Dallas Mavericks,91
New Orleans Pelicans,96,Los Angeles Lakers,108
Phoenix Suns,104,Sacramento Kings,129
Milwaukee Bucks,94,Boston Celtics,112
Brooklyn Nets,73,Chicago Bulls,112
Toronto Raptors,98,Cleveland Cavaliers,83
Minnesota Timberwolves,118,Houston Rockets,123
Atlanta Hawks,86,Indiana Pacers,104
Dallas Mavericks,100,Memphis Grizzlies,93
Washington Wizards,102,Miami Heat,110
Philadelphia 76ers,113,New York Knicks,114
Denver Nuggets,111,Oklahoma City Thunder,105
Detroit Pistons,109,Orlando Magic,113
San Antonio Spurs,97,Utah Jazz,101
Los Angeles Lakers,94,Golden State Warriors,109
Sacramento Kings,95,Los Angeles Clippers,115
New Orleans Pelicans,103,Portland Trail Blazers,100
Indiana Pacers,108,Cleveland Cavaliers,109
Milwaukee Bucks,97,Toronto Raptors,83
Memphis Grizzlies,82,San Antonio Spurs,111
Utah Jazz,97,Los Angeles Clippers,95
Atlanta Hawks,107,Washington Wizards,114
Portland Trail Blazers,109,Golden State Warriors,121
Chicago Bulls,106,Boston Celtics,102
Oklahoma City Thunder,87,Houston Rockets,118
Indiana Pacers,111,Cleveland Cavaliers,117
Memphis Grizzlies,82,San Antonio Spurs,96
Milwaukee Bucks,100,Toronto Raptors,106
Chicago Bulls,111,Boston Celtics,97
Utah Jazz,91,Los Angeles Clippers,99
Atlanta Hawks,101,Washington Wizards,109
Oklahoma City Thunder,111,Houston Rockets,115
Portland Trail Blazers,81,Golden State Warriors,110
Cleveland Cavaliers,119,Indiana Pacers,114
Toronto Raptors,77,Milwaukee Bucks,104
San Antonio Spurs,94,Memphis Grizzlies,105
Boston Celtics,104,Chicago Bulls,87
Houston Rockets,113,Oklahoma City Thunder,115
Los Angeles Clippers,111,Utah Jazz,106
Toronto Raptors,87,Milwaukee Bucks,76
Washington Wizards,98,Atlanta Hawks,116
San Antonio Spurs,108,Memphis Grizzlies,110
Golden State Warriors,119,Portland Trail Blazers,113
Cleveland Cavaliers,106,Indiana Pacers,102
Houston Rockets,113,Oklahoma City Thunder,109
Boston Celtics,104,Chicago Bulls,95
Los Angeles Clippers,98,Utah Jazz,105
Milwaukee Bucks,93,Toronto Raptors,118
Washington Wizards,101,Atlanta Hawks,111
Golden State Warriors,128,Portland Trail Blazers,103
Oklahoma City Thunder,99,Houston Rockets,105
Memphis Grizzlies,103,San Antonio Spurs,116
Utah Jazz,96,Los Angeles Clippers,92
Atlanta Hawks,99,Washington Wizards,103
Chicago Bulls,97,Boston Celtics,108
Toronto Raptors,92,Milwaukee Bucks,89
San Antonio Spurs,103,Memphis Grizzlies,96
Washington Wizards,115,Atlanta Hawks,99
Boston Celtics,105,Chicago Bulls,83
Los Angeles Clippers,98,Utah Jazz,93
Washington Wizards,111,Boston Celtics,123
Utah Jazz,104,Los Angeles Clippers,91
