Team1,Team1Score,Team2,Team2Score
Dallas Mavericks,91,Detroit Pistons,98
Charlotte Hornets,85,Toronto Raptors,90
Miami Heat,117,Houston Rockets,109
New Orleans Pelicans,95,Memphis Grizzlies,91
Minnesota Timberwolves,112,Denver Nuggets,99
Los Angeles Lakers,101,Phoenix Suns,137
Portland Trail Blazers,88,Utah Jazz,111
New York Knicks,105,Oklahoma City Thunder,116
Sacramento Kings,86,Golden State Warriors,109
Atlanta Hawks,84,Los Angeles Clippers,99
Washington Wizards,111,Indiana Pacers,98
Boston Celtics,103,Chicago Bulls,104
Portland Trail Blazers,112,Orlando Magic,103
Charlotte Hornets,108,Detroit Pistons,114
New York Knicks,104,Cleveland Cavaliers,119
Houston Rockets,129,New Orleans Pelicans,99
Los Angeles Clippers,113,Golden State Warriors,123
Denver Nuggets,100,Sacramento Kings,116
Memphis Grizzlies,92,Indiana Pacers,102
Washington Wizards,112,Philadelphia 76ers,120
Miami Heat,108,Atlanta Hawks,90
Phoenix Suns,121,Chicago Bulls,128
Utah Jazz,109,Milwaukee Bucks,95
Dallas Mavericks,84,Minnesota Timberwolves,97
Los Angeles Lakers,93,Oklahoma City Thunder,110
Boston Celtics,97,Toronto Raptors,107
Brooklyn Nets,109,Denver Nuggets,129
San Antonio Spurs,105,Los Angeles Clippers,97
Charlotte Hornets,99,Sacramento Kings,85
Atlanta Hawks,86,Orlando Magic,105
Philadelphia 76ers,109,New York Knicks,110
Indiana Pacers,95,Miami Heat,113
Chicago Bulls,117,Cleveland Cavaliers,99
New Orleans Pelicans,83,Dallas Mavericks,96
Minnesota Timberwolves,130,Houston Rockets,142
Brooklyn Nets,95,Golden State Warriors,112
San Antonio Spurs,119,Los Angeles Lakers,98
Phoenix Suns,96,Milwaukee Bucks,100
Memphis Grizzlies,105,Denver Nuggets,98
Utah Jazz,102,Washington Wizards,92
Boston Celtics,104,Detroit Pistons,98
Portland Trail Blazers,106,Toronto Raptors,112
New Orleans Pelicans,110,Oklahoma City Thunder,118
Charlotte Hornets,121,Los Angeles Clippers,124
Milwaukee Bucks,95,Cleveland Cavaliers,102
Toronto Raptors,92,New York Knicks,91
Golden State Warriors,119,Philadelphia 76ers,108
Atlanta Hawks,114,Boston Celtics,98
Miami Heat,89,Dallas Mavericks,96
Indiana Pacers,117,Houston Rockets,108
Minnesota Timberwolves,102,Sacramento Kings,88
Golden State Warriors,108,Washington Wizards,112
Portland Trail Blazers,113,Detroit Pistons,120
Denver Nuggets,125,Chicago Bulls,107
Phoenix Suns,112,Memphis Grizzlies,130
Utah Jazz,106,Oklahoma City Thunder,109
Charlotte Hornets,109,Los Angeles Lakers,104
