Team1,Team1Score,Team2,Team2Score
Los Angeles Clippers,110,Philadelphia 76ers,121
San Antonio Spurs,108,Toronto Raptors,106
Boston Celtics,108,Washington Wizards,123
Utah Jazz,93,Denver Nuggets,103
Minnesota Timberwolves,112,Phoenix Suns,111
Sacramento Kings,116,Cleveland Cavaliers,112
Houston Rockets,109,Boston Celtics,120
Miami Heat,109,Brooklyn Nets,106
Atlanta Hawks,119,Chicago Bulls,114
Golden State Warriors,113,Charlotte Hornets,103
Toronto Raptors,99,Memphis Grizzlies,101
Philadelphia 76ers,114,Milwaukee Bucks,109
Oklahoma City Thunder,114,New Orleans Pelicans,105
New York Knicks,95,Dallas Mavericks,103
Los Angeles Lakers,98,Portland Trail Blazers,105
Indiana Pacers,109,Minnesota Timberwolves,103
Dallas Mavericks,98,Oklahoma City Thunder,109
Phoenix Suns,120,Denver Nuggets,127
Los Angeles Lakers,88,Utah Jazz,96
Sacramento Kings,111,Indiana Pacers,115
Orlando Magic,98,Boston Celtics,128
Brooklyn Nets,116,Cleveland Cavaliers,124
Charlotte Hornets,107,New York Knicks,110
Milwaukee Bucks,86,Toronto Raptors,102
Washington Wizards,112,Atlanta Hawks,86
Miami Heat,100,Chicago Bulls,88
San Antonio Spurs,103,New Orleans Pelicans,119
Houston Rockets,123,Philadelphia 76ers,118
Memphis Grizzlies,109,Portland Trail Blazers,112
Sacramento Kings,109,Charlotte Hornets,106
Detroit Pistons,103,Miami Heat,116
Boston Celtics,112,Milwaukee Bucks,108
Los Angeles Clippers,98,Golden State Warriors,144
Brooklyn Nets,109,Minnesota Timberwolves,129
Denver Nuggets,123,Phoenix Suns,112
Memphis Grizzlies,102,Utah Jazz,95
New York Knicks,139,Atlanta Hawks,142
Oklahoma City Thunder,91,Cleveland Cavaliers,107
Houston Rockets,101,Indiana Pacers,120
Washington Wizards,107,New Orleans Pelicans,94
Orlando Magic,114,Toronto Raptors,113
Philadelphia 76ers,108,Chicago Bulls,121
Dallas Mavericks,105,San Antonio Spurs,101
Golden State Warriors,113,Portland Trail Blazers,111
Sacramento Kings,119,Philadelphia 76ers,122
Brooklyn Nets,96,Miami Heat,104
Detroit Pistons,109,Boston Celtics,113
Orlando Magic,105,Minnesota Timberwolves,111
Cleveland Cavaliers,97,Dallas Mavericks,104
Memphis Grizzlies,115,Phoenix Suns,96
New Orleans Pelicans,106,Toronto Raptors,108
New York Knicks,101,Washington Wizards,117
Sacramento Kings,83,Houston Rockets,105
Oklahoma City Thunder,94,San Antonio Spurs,108
Charlotte Hornets,98,Portland Trail Blazers,115
Denver Nuggets,116,Los Angeles Lakers,120
