Team1,Team1Score,Team2,Team2Score
San Antonio Spurs,112,Atlanta Hawks,114
Orlando Magic,104,Indiana Pacers,117
Detroit Pistons,107,Miami Heat,98
Portland Trail Blazers,95,Minnesota Timberwolves,89
Toronto Raptors,123,Los Angeles Lakers,114
New Orleans Pelicans,82,Cleveland Cavaliers,90
Oklahoma City Thunder,94,Milwaukee Bucks,98
Utah Jazz,101,Brooklyn Nets,89
Orlando Magic,115,New York Knicks,103
Charlotte Hornets,111,Chicago Bulls,118
Washington Wizards,91,Houston Rockets,101
Denver Nuggets,119,Golden State Warriors,127
Phoenix Suns,98,Los Angeles Clippers,109
Minnesota Timberwolves,91,Philadelphia 76ers,93
Utah Jazz,104,Boston Celtics,115
Indiana Pacers,121,Detroit Pistons,116
Washington Wizards,105,Dallas Mavericks,113
Toronto Raptors,82,San Antonio Spurs,110
Sacramento Kings,120,Denver Nuggets,113
Miami Heat,90,Phoenix Suns,99
Memphis Grizzlies,102,Los Angeles Lakers,116
Oklahoma City Thunder,112,Charlotte Hornets,123
Atlanta Hawks,111,Orlando Magic,92
Milwaukee Bucks,105,New York Knicks,104
Chicago Bulls,106,Cleveland Cavaliers,94
Portland Trail Blazers,117,Golden State Warriors,125
Memphis Grizzlies,106,Los Angeles Clippers,115
Miami Heat,107,Sacramento Kings,102
Brooklyn Nets,109,Indiana Pacers,121
Charlotte Hornets,114,Detroit Pistons,115
Utah Jazz,93,Toronto Raptors,101
Oklahoma City Thunder,116,Houston Rockets,118
Atlanta Hawks,99,New Orleans Pelicans,94
Phoenix Suns,102,Dallas Mavericks,95
San Antonio Spurs,127,Denver Nuggets,99
Los Angeles Lakers,109,Portland Trail Blazers,118
Houston Rockets,100,Orlando Magic,93
Minnesota Timberwolves,105,Washington Wizards,112
Philadelphia 76ers,106,Boston Celtics,110
Cleveland Cavaliers,116,Brooklyn Nets,108
New York Knicks,116,Milwaukee Bucks,111
Memphis Grizzlies,128,Golden State Warriors,119
Miami Heat,100,Los Angeles Lakers,127
Los Angeles Clippers,106,Sacramento Kings,98
New York Knicks,109,Indiana Pacers,123
New Orleans Pelicans,108,Boston Celtics,117
Toronto Raptors,118,Chicago Bulls,123
Utah Jazz,94,Minnesota Timberwolves,92
Denver Nuggets,106,Oklahoma City Thunder,121
Atlanta Hawks,97,Dallas Mavericks,82
Charlotte Hornets,85,San Antonio Spurs,102
Philadelphia 76ers,105,Brooklyn Nets,95
Washington Wizards,107,Milwaukee Bucks,101
Miami Heat,86,Los Angeles Clippers,98
Houston Rockets,129,Toronto Raptors,122
Utah Jazz,79,Memphis Grizzlies,88
Cleveland Cavaliers,120,Phoenix Suns,116
Detroit Pistons,125,Portland Trail Blazers,124
Golden State Warriors,117,Sacramento Kings,106
Orlando Magic,95,Los Angeles Lakers,111
New Orleans Pelicans,110,New York Knicks,96
Oklahoma City Thunder,109,Chicago Bulls,94
Dallas Mavericks,92,Minnesota Timberwolves,101
Chicago Bulls,99,Washington Wizards,101
Atlanta Hawks,117,Brooklyn Nets,97
Boston Celtics,106,Toronto Raptors,114
Charlotte Hornets,114,Houston Rockets,121
Milwaukee Bucks,109,San Antonio Spurs,107
Cleveland Cavaliers,92,Utah Jazz,100
Miami Heat,95,Golden State Warriors,107
Portland Trail Blazers,108,Los Angeles Lakers,87
Detroit Pistons,94,Sacramento Kings,100
New York Knicks,97,Philadelphia 76ers,98
Washington Wizards,108,Boston Celtics,117
Houston Rockets,105,Minnesota Timberwolves,119
Memphis Grizzlies,95,Oklahoma City Thunder,103
Orlando Magic,96,Los Angeles Clippers,105
Cleveland Cavaliers,86,Portland Trail Blazers,102
Indiana Pacers,112,Denver Nuggets,140
New Orleans Pelicans,104,Brooklyn Nets,95
Chicago Bulls,89,New York Knicks,104
Los Angeles Lakers,94,San Antonio Spurs,134
Dallas Mavericks,113,Phoenix Suns,108
Detroit Pistons,107,Golden State Warriors,127
Charlotte Hornets,93,Philadelphia 76ers,102
Brooklyn Nets,113,Toronto Raptors,132
Boston Celtics,103,Atlanta Hawks,101
Memphis Grizzlies,110,Houston Rockets,105
Miami Heat,108,Milwaukee Bucks,116
Oklahoma City Thunder,86,Minnesota Timberwolves,96
Orlando Magic,115,Portland Trail Blazers,109
Cleveland Cavaliers,120,Sacramento Kings,108
Detroit Pistons,77,Utah Jazz,110
Los Angeles Lakers,97,Los Angeles Clippers,113
New Orleans Pelicans,99,Chicago Bulls,107
San Antonio Spurs,105,Phoenix Suns,108
Philadelphia 76ers,93,Washington Wizards,109
Orlando Magic,107,Utah Jazz,114
Minnesota Timberwolves,87,Dallas Mavericks,98
Milwaukee Bucks,98,Atlanta Hawks,111
New York Knicks,101,Toronto Raptors,116
Houston Rockets,137,Brooklyn Nets,112
Chicago Bulls,108,Memphis Grizzlies,104
Oklahoma City Thunder,122,Sacramento Kings,118
Detroit Pistons,102,Los Angeles Lakers,97
Atlanta Hawks,108,New York Knicks,107
Portland Trail Blazers,101,Washington Wizards,120
Philadelphia 76ers,113,Milwaukee Bucks,104
New Orleans Pelicans,95,Indiana Pacers,98
Orlando Magic,112,Denver Nuggets,125
Charlotte Hornets,98,Boston Celtics,108
Cleveland Cavaliers,91,Golden State Warriors,126
Utah Jazz,106,Phoenix Suns,101
Oklahoma City Thunder,98,Los Angeles Clippers,120
Toronto Raptors,119,Brooklyn Nets,109
Houston Rockets,103,Miami Heat,109
Dallas Mavericks,99,Chicago Bulls,98
Minnesota Timberwolves,114,San Antonio Spurs,122
Denver Nuggets,127,Los Angeles Lakers,121
Portland Trail Blazers,85,Charlotte Hornets,107
Toronto Raptors,89,Philadelphia 76ers,94
Memphis Grizzlies,101,Washington Wizards,104
New York Knicks,117,Boston Celtics,106
Atlanta Hawks,95,Detroit Pistons,118
Milwaukee Bucks,92,Houston Rockets,111
Orlando Magic,98,New Orleans Pelicans,118
Oklahoma City Thunder,100,Golden State Warriors,121
Indiana Pacers,106,Sacramento Kings,100
Phoenix Suns,103,Cleveland Cavaliers,118
Dallas Mavericks,95,Miami Heat,99
Washington Wizards,113,New York Knicks,110
Denver Nuggets,104,San Antonio Spurs,118
Minnesota Timberwolves,104,Los Angeles Clippers,101
Toronto Raptors,78,Charlotte Hornets,113
Milwaukee Bucks,96,Orlando Magic,112
Portland Trail Blazers,92,Philadelphia 76ers,93
Chicago Bulls,93,Atlanta Hawks,102
Golden State Warriors,125,Houston Rockets,108
Sacramento Kings,91,Memphis Grizzlies,107
Brooklyn Nets,143,New Orleans Pelicans,114
Utah Jazz,112,Dallas Mavericks,107
Indiana Pacers,95,Los Angeles Lakers,108
Portland Trail Blazers,127,Boston Celtics,123
Washington Wizards,112,Detroit Pistons,113
Philadelphia 76ers,93,Atlanta Hawks,110
Brooklyn Nets,105,Charlotte Hornets,112
Milwaukee Bucks,97,Miami Heat,109
Phoenix Suns,107,New York Knicks,105
Houston Rockets,119,Memphis Grizzlies,95
San Antonio Spurs,118,Cleveland Cavaliers,115
Sacramento Kings,99,Chicago Bulls,102
Los Angeles Clippers,98,Denver Nuggets,123
Indiana Pacers,100,Utah Jazz,109
Golden State Warriors,118,Orlando Magic,98
Los Angeles Lakers,73,Dallas Mavericks,122
Phoenix Suns,115,Toronto Raptors,103
Denver Nuggets,108,Minnesota Timberwolves,111
Washington Wizards,109,Charlotte Hornets,99
Los Angeles Clippers,115,Atlanta Hawks,105
San Antonio Spurs,112,Brooklyn Nets,86
Sacramento Kings,109,Detroit Pistons,104
Golden State Warriors,102,Miami Heat,105
New York Knicks,109,Indiana Pacers,103
Houston Rockets,114,Milwaukee Bucks,127
Cleveland Cavaliers,122,New Orleans Pelicans,124
Oklahoma City Thunder,97,Utah Jazz,95
Chicago Bulls,100,Orlando Magic,92
