Team1,Team1Score,Team2,Team2Score
Indiana Pacers,103,Dallas Mavericks,111
Phoenix Suns,119,Los Angeles Lakers,115
New York Knicks,103,Sacramento Kings,100
Portland Trail Blazers,111,Indiana Pacers,118
Denver Nuggets,121,Orlando Magic,113
Milwaukee Bucks,105,Washington Wizards,110
Charlotte Hornets,105,Cleveland Cavaliers,116
Miami Heat,100,Chicago Bulls,105
Dallas Mavericks,87,Houston Rockets,109
Golden State Warriors,89,Memphis Grizzlies,110
Brooklyn Nets,101,San Antonio Spurs,130
Sacramento Kings,84,Utah Jazz,104
New Orleans Pelicans,105,Los Angeles Clippers,133
Philadelphia 76ers,97,Detroit Pistons,79
Golden State Warriors,116,Minnesota Timberwolves,108
Boston Celtics,96,Oklahoma City Thunder,99
New Orleans Pelicans,120,Phoenix Suns,119
New York Knicks,118,Los Angeles Lakers,112
Charlotte Hornets,94,Indiana Pacers,110
Washington Wizards,101,Miami Heat,112
Milwaukee Bucks,100,Toronto Raptors,122
Brooklyn Nets,118,Houston Rockets,122
Denver Nuggets,92,Dallas Mavericks,112
Portland Trail Blazers,120,Los Angeles Clippers,121
Los Angeles Lakers,92,Sacramento Kings,116
Memphis Grizzlies,86,Cleveland Cavaliers,103
Orlando Magic,131,Atlanta Hawks,120
Minnesota Timberwolves,99,Chicago Bulls,94
Golden State Warriors,113,New Orleans Pelicans,109
New York Knicks,111,Phoenix Suns,113
Oklahoma City Thunder,95,Portland Trail Blazers,114
Indiana Pacers,89,Miami Heat,95
Los Angeles Clippers,113,Orlando Magic,108
Toronto Raptors,123,Philadelphia 76ers,114
Charlotte Hornets,106,Washington Wizards,109
Los Angeles Lakers,97,Brooklyn Nets,107
Sacramento Kings,98,Houston Rockets,132
Cleveland Cavaliers,85,Memphis Grizzlies,93
Detroit Pistons,95,Dallas Mavericks,85
Oklahoma City Thunder,89,Utah Jazz,109
Boston Celtics,101,San Antonio Spurs,108
Chicago Bulls,97,Milwaukee Bucks,108
Indiana Pacers,95,New Orleans Pelicans,102
Portland Trail Blazers,120,Denver Nuggets,132
San Antonio Spurs,107,Phoenix Suns,92
New York Knicks,90,Golden State Warriors,103
Brooklyn Nets,111,Orlando Magic,118
Detroit Pistons,108,Washington Wizards,122
Charlotte Hornets,88,Boston Celtics,96
Atlanta Hawks,125,Toronto Raptors,121
Milwaukee Bucks,95,Chicago Bulls,69
New Orleans Pelicans,100,Houston Rockets,122
Sacramento Kings,96,Memphis Grizzlies,92
Los Angeles Clippers,102,Miami Heat,98
Los Angeles Lakers,100,Philadelphia 76ers,89
Dallas Mavericks,100,Utah Jazz,103
Phoenix Suns,101,Oklahoma City Thunder,114
Indiana Pacers,105,Detroit Pistons,90
Charlotte Hornets,107,Atlanta Hawks,99
Los Angeles Lakers,108,Cleveland Cavaliers,119
Houston Rockets,111,Minnesota Timberwolves,109
New York Knicks,114,Denver Nuggets,127
Portland Trail Blazers,90,Golden State Warriors,135
Los Angeles Clippers,110,Washington Wizards,117
Sacramento Kings,79,Dallas Mavericks,99
Utah Jazz,82,Memphis Grizzlies,73
Boston Celtics,105,Miami Heat,95
Toronto Raptors,109,Orlando Magic,79
Brooklyn Nets,107,Philadelphia 76ers,108
New Orleans Pelicans,100,San Antonio Spurs,113
Washington Wizards,105,Indiana Pacers,107
Detroit Pistons,82,Chicago Bulls,113
Phoenix Suns,108,Minnesota Timberwolves,115
Atlanta Hawks,110,Oklahoma City Thunder,108
Dallas Mavericks,107,Denver Nuggets,117
Los Angeles Lakers,113,Charlotte Hornets,117
New Orleans Pelicans,108,Philadelphia 76ers,93
Orlando Magic,136,Miami Heat,130
Indiana Pacers,111,New York Knicks,118
Brooklyn Nets,104,Toronto Raptors,116
San Antonio Spurs,102,Houston Rockets,100
Boston Celtics,112,Memphis Grizzlies,109
Cleveland Cavaliers,114,Milwaukee Bucks,108
Utah Jazz,74,Golden State Warriors,104
Denver Nuggets,102,Los Angeles Clippers,119
Portland Trail Blazers,121,Sacramento Kings,126
Milwaukee Bucks,102,Cleveland Cavaliers,113
Minnesota Timberwolves,92,Atlanta Hawks,84
Memphis Grizzlies,98,Detroit Pistons,86
Washington Wizards,107,Chicago Bulls,97
Oklahoma City Thunder,121,New Orleans Pelicans,110
Houston Rockets,125,Phoenix Suns,111
Sacramento Kings,94,Utah Jazz,93
Dallas Mavericks,96,Portland Trail Blazers,95
Boston Celtics,109,Indiana Pacers,102
Golden State Warriors,117,Brooklyn Nets,101
Orlando Magic,95,New York Knicks,106
Los Angeles Lakers,107,Miami Heat,115
San Antonio Spurs,101,Los Angeles Clippers,106
Chicago Bulls,91,Charlotte Hornets,103
Los Angeles Lakers,90,Orlando Magic,109
Oklahoma City Thunder,117,Boston Celtics,112
Brooklyn Nets,99,Cleveland Cavaliers,119
Golden State Warriors,119,Detroit Pistons,113
Houston Rockets,109,Memphis Grizzlies,115
Washington Wizards,96,Milwaukee Bucks,123
Sacramento Kings,109,Minnesota Timberwolves,105
Miami Heat,87,New Orleans Pelicans,91
Atlanta Hawks,109,Denver Nuggets,108
Philadelphia 76ers,116,Phoenix Suns,123
Toronto Raptors,104,Utah Jazz,98
San Antonio Spurs,110,Portland Trail Blazers,90
Dallas Mavericks,90,Los Angeles Clippers,88
Boston Celtics,119,New York Knicks,114
Golden State Warriors,108,Cleveland Cavaliers,109
Chicago Bulls,100,San Antonio Spurs,119
Minnesota Timberwolves,100,Oklahoma City Thunder,112
Los Angeles Clippers,102,Los Angeles Lakers,111
Memphis Grizzlies,102,Orlando Magic,112
Milwaukee Bucks,102,Washington Wizards,107
Charlotte Hornets,118,Brooklyn Nets,120
Cleveland Cavaliers,90,Detroit Pistons,106
Indiana Pacers,85,Chicago Bulls,90
Phoenix Suns,115,Houston Rockets,131
Atlanta Hawks,90,Minnesota Timberwolves,104
Dallas Mavericks,104,New Orleans Pelicans,111
Toronto Raptors,95,Portland Trail Blazers,91
Denver Nuggets,106,Los Angeles Clippers,102
Philadelphia 76ers,100,Sacramento Kings,102
Memphis Grizzlies,103,Boston Celtics,113
Oklahoma City Thunder,106,Miami Heat,94
Houston Rockets,123,Dallas Mavericks,107
Utah Jazz,102,Los Angeles Lakers,100
Charlotte Hornets,120,Orlando Magic,101
Indiana Pacers,105,Washington Wizards,111
New York Knicks,98,Atlanta Hawks,102
Milwaukee Bucks,119,Detroit Pistons,94
Brooklyn Nets,99,Chicago Bulls,101
Los Angeles Clippers,98,New Orleans Pelicans,102
Phoenix Suns,98,San Antonio Spurs,119
Minnesota Timberwolves,103,Denver Nuggets,105
Sacramento Kings,89,Portland Trail Blazers,102
Toronto Raptors,111,Golden State Warriors,121
Miami Heat,82,Charlotte Hornets,91
Boston Celtics,118,Cleveland Cavaliers,124
Oklahoma City Thunder,80,Memphis Grizzlies,114
Toronto Raptors,91,Phoenix Suns,99
Philadelphia 76ers,83,Utah Jazz,100
Dallas Mavericks,101,Los Angeles Lakers,89
Chicago Bulls,101,Indiana Pacers,111
Brooklyn Nets,95,Washington Wizards,118
Miami Heat,114,Boston Celtics,117
Detroit Pistons,98,Atlanta Hawks,105
Los Angeles Clippers,116,Houston Rockets,140
Milwaukee Bucks,99,Minnesota Timberwolves,116
New York Knicks,92,New Orleans Pelicans,104
Portland Trail Blazers,94,San Antonio Spurs,110
Philadelphia 76ers,124,Denver Nuggets,122
Dallas Mavericks,99,Golden State Warriors,108
Memphis Grizzlies,112,Sacramento Kings,98
Milwaukee Bucks,116,Chicago Bulls,96
Cleveland Cavaliers,121,Charlotte Hornets,109
New York Knicks,122,Houston Rockets,129
Los Angeles Clippers,88,Oklahoma City Thunder,114
Phoenix Suns,86,Utah Jazz,91
