Team1,Team1Score,Team2,Team2Score
Dallas Mavericks,87,Charlotte Hornets,97
Milwaukee Bucks,111,Brooklyn Nets,93
Los Angeles Clippers,113,Cleveland Cavaliers,94
Orlando Magic,94,Memphis Grizzlies,95
Miami Heat,111,Utah Jazz,110
Houston Rockets,132,Golden State Warriors,127
Orlando Magic,105,Philadelphia 76ers,88
Sacramento Kings,92,Boston Celtics,97
Minnesota Timberwolves,114,New York Knicks,118
Los Angeles Lakers,80,Toronto Raptors,113
Detroit Pistons,121,Atlanta Hawks,85
Cleveland Cavaliers,105,Chicago Bulls,111
Los Angeles Clippers,114,New Orleans Pelicans,96
Washington Wizards,105,San Antonio Spurs,107
Houston Rockets,128,Denver Nuggets,110
Brooklyn Nets,103,Milwaukee Bucks,112
Minnesota Timberwolves,125,Charlotte Hornets,120
Boston Celtics,107,Philadelphia 76ers,106
Atlanta Hawks,84,Toronto Raptors,128
Los Angeles Lakers,100,Memphis Grizzlies,103
Chicago Bulls,82,Dallas Mavericks,107
Denver Nuggets,98,Utah Jazz,105
Miami Heat,92,Portland Trail Blazers,99
Phoenix Suns,109,Golden State Warriors,138
Orlando Magic,98,Detroit Pistons,92
New Orleans Pelicans,92,Oklahoma City Thunder,101
Sacramento Kings,98,New York Knicks,106
Indiana Pacers,111,Los Angeles Clippers,102
Denver Nuggets,106,Philadelphia 76ers,98
Oklahoma City Thunder,102,Atlanta Hawks,99
Washington Wizards,118,Brooklyn Nets,113
Cleveland Cavaliers,116,Toronto Raptors,112
Portland Trail Blazers,112,Chicago Bulls,110
Boston Celtics,106,Houston Rockets,107
San Antonio Spurs,97,Milwaukee Bucks,96
Memphis Grizzlies,110,New Orleans Pelicans,108
Charlotte Hornets,109,Dallas Mavericks,101
Indiana Pacers,106,Golden State Warriors,142
Utah Jazz,107,Los Angeles Lakers,101
Orlando Magic,124,Washington Wizards,116
Chicago Bulls,91,Detroit Pistons,102
New York Knicks,114,Miami Heat,103
Philadelphia 76ers,91,Memphis Grizzlies,96
San Antonio Spurs,105,Minnesota Timberwolves,91
Phoenix Suns,105,Utah Jazz,112
Detroit Pistons,77,Charlotte Hornets,87
Boston Celtics,117,Orlando Magic,87
Miami Heat,95,Atlanta Hawks,103
Denver Nuggets,111,Brooklyn Nets,116
Los Angeles Lakers,95,Houston Rockets,134
Portland Trail Blazers,107,Milwaukee Bucks,115
Cleveland Cavaliers,126,New York Knicks,94
Sacramento Kings,120,Dallas Mavericks,89
Indiana Pacers,109,Phoenix Suns,94
Golden State Warriors,115,Los Angeles Clippers,98
Minnesota Timberwolves,110,Toronto Raptors,124
Denver Nuggets,85,Washington Wizards,92
Portland Trail Blazers,86,Memphis Grizzlies,88
Philadelphia 76ers,99,New Orleans Pelicans,88
Golden State Warriors,106,Utah Jazz,99
San Antonio Spurs,91,Chicago Bulls,95
Orlando Magic,88,Charlotte Hornets,109
Toronto Raptors,101,Boston Celtics,94
Miami Heat,84,Cleveland Cavaliers,114
Atlanta Hawks,114,Milwaukee Bucks,110
Detroit Pistons,117,Minnesota Timberwolves,90
Houston Rockets,102,Oklahoma City Thunder,99
